chr	start	end	id	variable
Ha412HOChr08	65722309	65722794	Ha412HOChr08g0350781	EXT_e
Ha412HOChr08	66036971	66037255	Ha412HOChr08g0350801	EXT_e
Ha412HOChr02	163476160	163476764	Ha412HOChr02g0082881	Eref_e
Ha412HOChr08	65025794	65037860	Ha412HOChr08g0350681	Eref_e
Ha412HOChr08	65000748	65001195	Ha412HOChr08g0350671	Eref_e
Ha412HOChr08	65046011	65052636	Ha412HOChr08g0350711	Eref_e
Ha412HOChr08	65035242	65038340	Ha412HOChr08g0350691	Eref_e
Ha412HOChr08	65039278	65049390	Ha412HOChr08g0350701	Eref_e
Ha412HOChr08	66036971	66037255	Ha412HOChr08g0350801	Eref_e
Ha412HOChr16	202702513	202709284	Ha412HOChr16g0799051	Eref_e
Ha412HOChr16	202707026	202709019	Ha412HOChr16g0799061	Eref_e
Ha412HOChr02	163476160	163476764	Ha412HOChr02g0082881	CMD_e
Ha412HOChr08	65025794	65037860	Ha412HOChr08g0350681	CMD_e
Ha412HOChr08	65000748	65001195	Ha412HOChr08g0350671	CMD_e
Ha412HOChr08	65046011	65052636	Ha412HOChr08g0350711	CMD_e
Ha412HOChr08	65035242	65038340	Ha412HOChr08g0350691	CMD_e
Ha412HOChr08	65039278	65049390	Ha412HOChr08g0350701	CMD_e
Ha412HOChr08	65722195	65722612	Ha412HOChr08g0350771	CMD_e
Ha412HOChr08	65722309	65722794	Ha412HOChr08g0350781	CMD_e
Ha412HOChr08	66036971	66037255	Ha412HOChr08g0350801	CMD_e
Ha412HOChr15	180309750	180311573	Ha412HOChr15g0743631	CMD_e
Ha412HOChr15	180377273	180391976	Ha412HOChr15g0743661	CMD_e
Ha412HOChr04	190512774	190526692	Ha412HOChr04g0185991	MAR_e
Ha412HOChr11	178364982	178371551	Ha412HOChr11g0523981	MAR_e
Ha412HOChr12	65029708	65035468	Ha412HOChr12g0558241	MAR_e
Ha412HOChr02	163476160	163476764	Ha412HOChr02g0082881	RH_e
Ha412HOChr08	65025794	65037860	Ha412HOChr08g0350681	RH_e
Ha412HOChr08	65000748	65001195	Ha412HOChr08g0350671	RH_e
Ha412HOChr08	65046011	65052636	Ha412HOChr08g0350711	RH_e
Ha412HOChr08	65035242	65038340	Ha412HOChr08g0350691	RH_e
Ha412HOChr08	65039278	65049390	Ha412HOChr08g0350701	RH_e
Ha412HOChr08	66036971	66037255	Ha412HOChr08g0350801	RH_e
