chr	variable	window	start	end	median_bayes
Ha412HOChr14	MAR_e	488	79489967	79548605	5.20130274
Ha412HOChr14	MAR_e	490	79713513	79739386	4.377018305
Ha412HOChr14	MAR_e	618	88671754	88674267	4.005530575
Ha412HOChr14	NFFD_e	2752	174228334	174235981	9.176791139999999
Ha412HOChr15	AHM_e	3422	180310859	180377826	19.903763545
Ha412HOChr15	DD_0_e	2183	76342166	76434868	11.38869572
Ha412HOChr15	DD_0_e	2184	76434882	76503899	10.649048625
Ha412HOChr15	DD_18_e	2035	66894809	66938271	9.546683585
Ha412HOChr15	DD_18_e	2183	76342166	76434868	9.781596735
Ha412HOChr15	DD18_e	3422	180310859	180377826	8.693030075
Ha412HOChr15	DD5_e	2183	76342166	76434868	9.357243315
Ha412HOChr15	DD5_e	2184	76434882	76503899	8.649786729999999
Ha412HOChr15	elevation_e	3632	185806338	185875098	11.87798768
Ha412HOChr15	longitude_e	3422	180310859	180377826	12.59044303
Ha412HOChr15	MAP_e	3422	180310859	180377826	18.9350123
Ha412HOChr15	MAR_e	1508	43686665	43755797	3.77477359
Ha412HOChr15	MAT_e	2183	76342166	76434868	10.125635200000001
Ha412HOChr15	MAT_e	2184	76434882	76503899	9.19202072
Ha412HOChr15	MCMT_e	2035	66894809	66938271	8.9236904
Ha412HOChr15	MCMT_e	2183	76342166	76434868	13.634893680000001
Ha412HOChr15	MCMT_e	2184	76434882	76503899	12.40917625
Ha412HOChr15	MCMT_e	2185	76503933	76514224	10.17733868
Ha412HOChr15	MSP_e	1612	48075753	48103653	11.896459255
Ha412HOChr15	SHM_e	1612	48075753	48103653	13.976801635000001
Ha412HOChr15	SHM_e	1715	52191646	52194643	10.882951035000001
Ha412HOChr15	SHM_e	3422	180310859	180377826	11.923925455
Ha412HOChr15	TD_e	2034	66885851	66894796	9.476699759999999
Ha412HOChr15	TD_e	2035	66894809	66938271	11.9275353
Ha412HOChr16	DD18_e	843	45966086	46004301	7.522785355
Ha412HOChr16	elevation_e	905	54590115	54673092	8.72858827
Ha412HOChr16	EMT_e	3053	202870943	202877805	9.84569332
Ha412HOChr16	EMT_e	3076	203440486	203508245	9.62596586
Ha412HOChr16	EMT_e	3077	203508260	203513368	9.153193685
Ha412HOChr17	elevation_e	681	17578347	17605126	8.734252965
Ha412HOChr17	MAR_e	1102	32390143	32476437	6.85253874
Ha412HOChr17	NFFD_e	1563	52330266	52337565	7.86954233
