chr	start	end	id	variable
Ha412HOChr12	50798972	50799747	Ha412HOChr12g0554371	DD5_e
Ha412HOChr12	50800046	50802263	Ha412HOChr12g0554381	DD5_e
Ha412HOChr12	50812285	50817336	Ha412HOChr12g0554391	DD5_e
Ha412HOChr12	51389998	51404145	Ha412HOChr12g0554491	DD5_e
Ha412HOChr12	51492428	51492726	Ha412HOChr12g0554501	DD5_e
Ha412HOChr12	51499315	51501140	Ha412HOChr12g0554511	DD5_e
Ha412HOChr12	51994296	51995474	Ha412HOChr12g0554621	DD5_e
Ha412HOChr12	52129169	52129408	Ha412HOChr12g0554691	DD5_e
Ha412HOChr12	52145019	52147091	Ha412HOChr12g0554701	DD5_e
Ha412HOChr12	55002202	55004562	Ha412HOChr12g0554991	DD5_e
Ha412HOChr17	138396493	138397764	Ha412HOChr17g0842431	DD5_e
Ha412HOChr03	58803130	58809095	Ha412HOChr03g0105231	DD_18_e
Ha412HOChr06	128991044	129001093	Ha412HOChr06g0281141	DD_18_e
Ha412HOChr06	129050039	129061611	Ha412HOChr06g0281161	DD_18_e
Ha412HOChr11	118364700	118379836	Ha412HOChr11g0509281	DD_18_e
Ha412HOChr12	49042558	49042981	Ha412HOChr12g0554231	DD_18_e
Ha412HOChr12	49471544	49472953	Ha412HOChr12g0554271	DD_18_e
Ha412HOChr12	49468713	49470553	Ha412HOChr12g0554261	DD_18_e
Ha412HOChr12	50679229	50679810	Ha412HOChr12g0554351	DD_18_e
Ha412HOChr12	50798972	50799747	Ha412HOChr12g0554371	DD_18_e
Ha412HOChr12	50800046	50802263	Ha412HOChr12g0554381	DD_18_e
Ha412HOChr12	50812285	50817336	Ha412HOChr12g0554391	DD_18_e
Ha412HOChr12	51389998	51404145	Ha412HOChr12g0554491	DD_18_e
Ha412HOChr12	51492428	51492726	Ha412HOChr12g0554501	DD_18_e
Ha412HOChr12	51499315	51501140	Ha412HOChr12g0554511	DD_18_e
Ha412HOChr16	212709033	212710638	Ha412HOChr16g0802501	DD_18_e
Ha412HOChr17	138396493	138397764	Ha412HOChr17g0842431	DD_18_e
Ha412HOChr01	35013369	35033878	Ha412HOChr01g0008011	DD18_e
Ha412HOChr01	35025021	35044125	Ha412HOChr01g0008021	DD18_e
Ha412HOChr03	58803130	58809095	Ha412HOChr03g0105231	DD18_e
Ha412HOChr06	122780674	122784970	Ha412HOChr06g0280231	DD18_e
Ha412HOChr06	128668639	128675422	Ha412HOChr06g0281011	DD18_e
Ha412HOChr12	49042558	49042981	Ha412HOChr12g0554231	DD18_e
Ha412HOChr12	49471544	49472953	Ha412HOChr12g0554271	DD18_e
Ha412HOChr12	49468713	49470553	Ha412HOChr12g0554261	DD18_e
Ha412HOChr12	50679229	50679810	Ha412HOChr12g0554351	DD18_e
Ha412HOChr12	50798972	50799747	Ha412HOChr12g0554371	DD18_e
Ha412HOChr12	50800046	50802263	Ha412HOChr12g0554381	DD18_e
Ha412HOChr12	50812285	50817336	Ha412HOChr12g0554391	DD18_e
Ha412HOChr12	51389998	51404145	Ha412HOChr12g0554491	DD18_e
Ha412HOChr12	51492428	51492726	Ha412HOChr12g0554501	DD18_e
Ha412HOChr12	51499315	51501140	Ha412HOChr12g0554511	DD18_e
Ha412HOChr12	51994296	51995474	Ha412HOChr12g0554621	DD18_e
Ha412HOChr12	52129169	52129408	Ha412HOChr12g0554691	DD18_e
Ha412HOChr12	52145019	52147091	Ha412HOChr12g0554701	DD18_e
Ha412HOChr17	20746327	20747777	Ha412HOChr17g0814851	DD18_e
Ha412HOChr17	20746508	20747854	Ha412HOChr17g0814861	DD18_e
Ha412HOChr17	138396493	138397764	Ha412HOChr17g0842431	DD18_e
Ha412HOChr09	162217171	162217684	Ha412HOChr09g0411591	NFFD_e
Ha412HOChr09	162153970	162155764	Ha412HOChr09g0411571	NFFD_e
Ha412HOChr12	49042558	49042981	Ha412HOChr12g0554231	NFFD_e
Ha412HOChr12	50679229	50679810	Ha412HOChr12g0554351	NFFD_e
Ha412HOChr12	51389998	51404145	Ha412HOChr12g0554491	NFFD_e
Ha412HOChr12	51492428	51492726	Ha412HOChr12g0554501	NFFD_e
Ha412HOChr12	51499315	51501140	Ha412HOChr12g0554511	NFFD_e
Ha412HOChr12	51994296	51995474	Ha412HOChr12g0554621	NFFD_e
Ha412HOChr12	52129169	52129408	Ha412HOChr12g0554691	NFFD_e
Ha412HOChr17	138396493	138397764	Ha412HOChr17g0842431	NFFD_e
Ha412HOChr01	35013369	35033878	Ha412HOChr01g0008011	bFFP_e
Ha412HOChr01	35025021	35044125	Ha412HOChr01g0008021	bFFP_e
Ha412HOChr03	58803130	58809095	Ha412HOChr03g0105231	bFFP_e
Ha412HOChr06	129050039	129061611	Ha412HOChr06g0281161	bFFP_e
Ha412HOChr12	50679229	50679810	Ha412HOChr12g0554351	bFFP_e
Ha412HOChr12	50798972	50799747	Ha412HOChr12g0554371	bFFP_e
Ha412HOChr12	50800046	50802263	Ha412HOChr12g0554381	bFFP_e
Ha412HOChr12	50812285	50817336	Ha412HOChr12g0554391	bFFP_e
Ha412HOChr12	51492428	51492726	Ha412HOChr12g0554501	bFFP_e
Ha412HOChr12	51499315	51501140	Ha412HOChr12g0554511	bFFP_e
Ha412HOChr17	13878444	13890490	Ha412HOChr17g0811571	bFFP_e
Ha412HOChr17	138396493	138397764	Ha412HOChr17g0842431	bFFP_e
Ha412HOChr01	35013369	35033878	Ha412HOChr01g0008011	eFFP_e
Ha412HOChr01	35025021	35044125	Ha412HOChr01g0008021	eFFP_e
Ha412HOChr03	58803130	58809095	Ha412HOChr03g0105231	eFFP_e
Ha412HOChr09	162217171	162217684	Ha412HOChr09g0411591	eFFP_e
Ha412HOChr09	162153970	162155764	Ha412HOChr09g0411571	eFFP_e
Ha412HOChr11	118364700	118379836	Ha412HOChr11g0509281	eFFP_e
Ha412HOChr12	49042558	49042981	Ha412HOChr12g0554231	eFFP_e
Ha412HOChr12	50679229	50679810	Ha412HOChr12g0554351	eFFP_e
Ha412HOChr12	50798972	50799747	Ha412HOChr12g0554371	eFFP_e
Ha412HOChr12	50800046	50802263	Ha412HOChr12g0554381	eFFP_e
Ha412HOChr12	50812285	50817336	Ha412HOChr12g0554391	eFFP_e
Ha412HOChr12	51389998	51404145	Ha412HOChr12g0554491	eFFP_e
Ha412HOChr12	51492428	51492726	Ha412HOChr12g0554501	eFFP_e
Ha412HOChr12	51499315	51501140	Ha412HOChr12g0554511	eFFP_e
Ha412HOChr12	51994296	51995474	Ha412HOChr12g0554621	eFFP_e
Ha412HOChr12	52129169	52129408	Ha412HOChr12g0554691	eFFP_e
Ha412HOChr17	138396493	138397764	Ha412HOChr17g0842431	eFFP_e
Ha412HOChr01	35013369	35033878	Ha412HOChr01g0008011	FFP_e
Ha412HOChr01	35025021	35044125	Ha412HOChr01g0008021	FFP_e
Ha412HOChr03	58803130	58809095	Ha412HOChr03g0105231	FFP_e
Ha412HOChr06	129050039	129061611	Ha412HOChr06g0281161	FFP_e
Ha412HOChr12	49042558	49042981	Ha412HOChr12g0554231	FFP_e
Ha412HOChr12	50679229	50679810	Ha412HOChr12g0554351	FFP_e
Ha412HOChr12	50798972	50799747	Ha412HOChr12g0554371	FFP_e
Ha412HOChr12	50800046	50802263	Ha412HOChr12g0554381	FFP_e
Ha412HOChr12	50812285	50817336	Ha412HOChr12g0554391	FFP_e
Ha412HOChr12	51389998	51404145	Ha412HOChr12g0554491	FFP_e
Ha412HOChr12	51492428	51492726	Ha412HOChr12g0554501	FFP_e
Ha412HOChr12	51499315	51501140	Ha412HOChr12g0554511	FFP_e
Ha412HOChr12	55002202	55004562	Ha412HOChr12g0554991	FFP_e
Ha412HOChr17	138396493	138397764	Ha412HOChr17g0842431	FFP_e
Ha412HOChr06	128991044	129001093	Ha412HOChr06g0281141	EMT_e
Ha412HOChr09	162217171	162217684	Ha412HOChr09g0411591	EMT_e
Ha412HOChr09	162153970	162155764	Ha412HOChr09g0411571	EMT_e
Ha412HOChr11	118364700	118379836	Ha412HOChr11g0509281	EMT_e
Ha412HOChr12	49042558	49042981	Ha412HOChr12g0554231	EMT_e
Ha412HOChr12	50679229	50679810	Ha412HOChr12g0554351	EMT_e
Ha412HOChr12	50812285	50817336	Ha412HOChr12g0554391	EMT_e
Ha412HOChr12	51389998	51404145	Ha412HOChr12g0554491	EMT_e
Ha412HOChr12	51492428	51492726	Ha412HOChr12g0554501	EMT_e
Ha412HOChr12	51499315	51501140	Ha412HOChr12g0554511	EMT_e
Ha412HOChr12	51994296	51995474	Ha412HOChr12g0554621	EMT_e
Ha412HOChr12	52129169	52129408	Ha412HOChr12g0554691	EMT_e
Ha412HOChr17	138396493	138397764	Ha412HOChr17g0842431	EMT_e
Ha412HOChr01	35013369	35033878	Ha412HOChr01g0008011	EXT_e
Ha412HOChr01	35025021	35044125	Ha412HOChr01g0008021	EXT_e
Ha412HOChr03	58803130	58809095	Ha412HOChr03g0105231	EXT_e
Ha412HOChr12	48921486	48923971	Ha412HOChr12g0554201	EXT_e
Ha412HOChr12	49042558	49042981	Ha412HOChr12g0554231	EXT_e
Ha412HOChr12	50679229	50679810	Ha412HOChr12g0554351	EXT_e
Ha412HOChr12	50812285	50817336	Ha412HOChr12g0554391	EXT_e
Ha412HOChr12	51492428	51492726	Ha412HOChr12g0554501	EXT_e
Ha412HOChr12	51499315	51501140	Ha412HOChr12g0554511	EXT_e
Ha412HOChr12	55002202	55004562	Ha412HOChr12g0554991	EXT_e
Ha412HOChr13	25873026	25882131	Ha412HOChr13g0587191	EXT_e
Ha412HOChr13	38401845	38403249	Ha412HOChr13g0589541	EXT_e
Ha412HOChr13	38405973	38406884	Ha412HOChr13g0589551	EXT_e
Ha412HOChr17	13833914	13838721	Ha412HOChr17g0811561	EXT_e
Ha412HOChr17	13812722	13819460	Ha412HOChr17g0811531	EXT_e
Ha412HOChr17	13878444	13890490	Ha412HOChr17g0811571	EXT_e
Ha412HOChr17	20746327	20747777	Ha412HOChr17g0814851	EXT_e
Ha412HOChr17	20746508	20747854	Ha412HOChr17g0814861	EXT_e
Ha412HOChr17	138396493	138397764	Ha412HOChr17g0842431	EXT_e
Ha412HOChr01	36072237	36074054	Ha412HOChr01g0008231	Eref_e
Ha412HOChr01	36218660	36223082	Ha412HOChr01g0008271	Eref_e
Ha412HOChr06	128668639	128675422	Ha412HOChr06g0281011	Eref_e
Ha412HOChr12	49042558	49042981	Ha412HOChr12g0554231	Eref_e
Ha412HOChr12	50679229	50679810	Ha412HOChr12g0554351	Eref_e
Ha412HOChr12	50798972	50799747	Ha412HOChr12g0554371	Eref_e
Ha412HOChr12	50800046	50802263	Ha412HOChr12g0554381	Eref_e
Ha412HOChr12	50812285	50817336	Ha412HOChr12g0554391	Eref_e
Ha412HOChr12	51492428	51492726	Ha412HOChr12g0554501	Eref_e
Ha412HOChr12	51499315	51501140	Ha412HOChr12g0554511	Eref_e
Ha412HOChr12	51994296	51995474	Ha412HOChr12g0554621	Eref_e
Ha412HOChr12	52129169	52129408	Ha412HOChr12g0554691	Eref_e
Ha412HOChr17	95667058	95674038	Ha412HOChr17g0835811	Eref_e
Ha412HOChr02	146558759	146561148	Ha412HOChr02g0078391	CMD_e
Ha412HOChr02	146633069	146637040	Ha412HOChr02g0078411	CMD_e
Ha412HOChr15	27140888	27147929	Ha412HOChr15g0706141	CMD_e
Ha412HOChr15	27158783	27162920	Ha412HOChr15g0706151	CMD_e
Ha412HOChr02	146558759	146561148	Ha412HOChr02g0078391	MAR_e
Ha412HOChr17	12613052	12618643	Ha412HOChr17g0810781	MAR_e
Ha412HOChr17	12617767	12618420	Ha412HOChr17g0810791	MAR_e
Ha412HOChr17	13833914	13838721	Ha412HOChr17g0811561	MAR_e
