chr	variable	window	start	end	median_bayes
Ha412HOChr09	sodium	404	30410934	30517994	5.5385799
Ha412HOChr09	sodium	4048	192587175	192593493	4.913416740000001
Ha412HOChr10	BICARB	1826	140117087	140274944	4.344004065
Ha412HOChr10	CA	1497	117555154	117571754	4.4388472100000005
Ha412HOChr10	CA	2381	163743889	163765917	4.428395555
Ha412HOChr10	CA	2835	179231812	179233524	3.775529005
Ha412HOChr10	CA	2972	183760221	183762682	5.381328229999999
Ha412HOChr10	CA	3286	190403273	190421373	7.1460069100000005
Ha412HOChr10	CEC	2381	163743889	163765917	3.381001795
Ha412HOChr10	CEC	2835	179231812	179233524	3.9031869849999996
Ha412HOChr10	CEC	2972	183760221	183762682	4.0092189099999995
Ha412HOChr10	CEC	3286	190403273	190421373	6.538392575
Ha412HOChr10	MG	1678	128407455	128520425	3.053953385
Ha412HOChr10	MG	1680	128526769	128531244	2.195405655
Ha412HOChr10	OM	721	39213873	39219059	3.5851571
Ha412HOChr10	OM	775	41966552	41971860	3.682734645
Ha412HOChr10	OM	808	43488436	43492827	7.175666465
Ha412HOChr10	OM	1990	148466690	148469322	7.72957433
Ha412HOChr10	OM	2072	151366727	151368162	4.7367748
Ha412HOChr10	P1	2676	174156750	174162747	5.767383000000001
Ha412HOChr10	P2	2613	171529006	171537101	7.208672775
Ha412HOChr10	P2	2676	174156750	174162747	6.7287622
Ha412HOChr10	PERCENT_CA	1494	117484473	117491085	7.913606135
Ha412HOChr10	PERCENT_CA	1497	117555154	117571754	12.566326295
Ha412HOChr10	PERCENT_CA	1498	117571770	117573231	7.8612616850000006
Ha412HOChr10	PERCENT_CA	2381	163743889	163765917	6.32688438
Ha412HOChr10	PERCENT_CA	2613	171529006	171537101	7.066450355000001
Ha412HOChr10	PERCENT_CA	2671	174012871	174020110	4.022844360000001
Ha412HOChr10	PERCENT_CA	2887	181390603	181400347	4.039557115
Ha412HOChr10	PERCENT_CA	2977	183826455	183831039	5.212352345
Ha412HOChr10	PERCENT_CA	3286	190403273	190421373	6.50626153
Ha412HOChr10	PERCENT_K	1495	117491115	117510800	7.21673983
Ha412HOChr10	PERCENT_K	1497	117555154	117571754	11.259835355
Ha412HOChr10	PERCENT_K	1498	117571770	117573231	10.729407315
Ha412HOChr10	PERCENT_K	1502	117721101	117729267	7.60037425
Ha412HOChr10	PERCENT_MG	1497	117555154	117571754	7.303672465
Ha412HOChr10	PERCENT_MG	1498	117571770	117573231	3.5632078
Ha412HOChr10	PERCENT_MG	2381	163743889	163765917	2.770892995
Ha412HOChr10	PERCENT_MG	2613	171529006	171537101	3.942691495
Ha412HOChr10	PERCENT_MG	3286	190403273	190421373	3.86974651
Ha412HOChr10	PERCENT_NA	2671	174012871	174020110	5.67472978
Ha412HOChr10	PERCENT_NA	2681	174353468	174432214	9.287206730000001
Ha412HOChr10	PERCENT_NA	2887	181390603	181400347	8.871579885
Ha412HOChr10	SOL_SALTS	797	43064735	43068781	7.527062165
Ha412HOChr10	SOL_SALTS	798	43068790	43071790	5.69132733
Ha412HOChr10	SOL_SALTS	800	43117975	43131522	8.273556305
Ha412HOChr11	CEC	872	29169381	29170635	3.5398509799999998
Ha412HOChr11	SOL_SALTS	2885	174932613	175057265	4.578084605
Ha412HOChr12	CA	1321	37967413	37971654	4.99929773
Ha412HOChr12	CEC	1321	37967413	37971654	3.404321645
Ha412HOChr12	K	1219	34374104	34376061	10.97496401
Ha412HOChr12	MG	1219	34374104	34376061	2.036927705
Ha412HOChr12	MG	2166	93133103	93136478	3.2882188599999997
Ha412HOChr12	PERCENT_K	1575	56301379	56304941	8.04608731
Ha412HOChr12	PERCENT_NA	1379	39706148	39731219	10.74992248
Ha412HOChr12	PERCENT_NA	1380	39731221	39770702	10.304350195000001
Ha412HOChr12	PERCENT_NA	1381	39770705	39772829	12.280670065
Ha412HOChr12	sodium	1379	39706148	39731219	7.595867545
Ha412HOChr12	sodium	1380	39731221	39770702	6.77335469
Ha412HOChr12	sodium	1381	39770705	39772829	8.341898505
Ha412HOChr12	SOL_SALTS	1379	39706148	39731219	5.16940456
Ha412HOChr12	SOL_SALTS	1380	39731221	39770702	4.74355493
Ha412HOChr13	BICARB	2225	130559645	130572841	6.88541385
Ha412HOChr13	BICARB	2226	130572899	130590142	5.7344045
Ha412HOChr13	MG	867	73378957	73382935	2.040133865
Ha412HOChr13	P1	1895	117101503	117104807	3.722944955
Ha412HOChr13	P1	1897	117108743	117116635	4.6672811
Ha412HOChr13	SOL_SALTS	867	73378957	73382935	4.74327207
Ha412HOChr14	BICARB	2477	167293969	167296567	5.307533165000001
Ha412HOChr14	P1	1542	140106931	140120233	3.444723625
Ha412HOChr14	P2	93	6839728	6840318	9.579645825
Ha412HOChr15	BICARB	2518	106733003	106753184	6.313307195
Ha412HOChr15	P1	3632	185806338	185875098	8.25869887
Ha412HOChr15	PERCENT_CA	1013	27735684	27739333	4.823918235
Ha412HOChr15	PERCENT_MG	1013	27735684	27739333	6.035630895
Ha412HOChr16	CA	3230	208136546	208161151	4.846930825
Ha412HOChr16	P1	1420	122154254	122161124	10.682594825
Ha412HOChr16	pH	593	21401866	21414082	7.886912375
Ha412HOChr16	sodium	1546	131654126	131656603	5.708445565
Ha412HOChr17	P1	393	10074631	10077722	3.25991806
Ha412HOChr17	PERCENT_K	2271	131654735	131656036	7.40373479
Ha412HOChr17	PERCENT_K	2281	131773734	131781297	7.0650949700000005
Ha412HOChr17	PERCENT_K	2283	131786530	131794985	7.56284856
Ha412HOChr17	PERCENT_K	2285	131802300	131972618	6.91510932
Ha412HOChr17	PERCENT_K	2286	131972629	132129045	7.354488695000001
