chr	start	end	id	variable
Ha412HOChr11	68029823	68033196	Ha412HOChr11g0501691	MWMT_e
Ha412HOChr12	132494337	132501807	Ha412HOChr12g0570861	MWMT_e
Ha412HOChr12	155007031	155018016	Ha412HOChr12g0573331	MWMT_e
Ha412HOChr16	108647848	108650452	Ha412HOChr16g0771691	MWMT_e
Ha412HOChr17	351749	353465	Ha412HOChr17g0804091	MWMT_e
Ha412HOChr17	352278	353398	Ha412HOChr17g0804101	MWMT_e
Ha412HOChr17	570450	571458	Ha412HOChr17g0804121	MWMT_e
Ha412HOChr17	606235	606711	Ha412HOChr17g0804131	MWMT_e
Ha412HOChr17	607623	609687	Ha412HOChr17g0804141	MWMT_e
Ha412HOChr04	125051696	125061389	Ha412HOChr04g0170961	MCMT_e
Ha412HOChr06	119526959	119533567	Ha412HOChr06g0279701	MCMT_e
Ha412HOChr06	119597175	119599177	Ha412HOChr06g0279711	MCMT_e
Ha412HOChr06	119684086	119686720	Ha412HOChr06g0279751	MCMT_e
Ha412HOChr06	120178393	120185487	Ha412HOChr06g0279811	MCMT_e
Ha412HOChr06	120189587	120196415	Ha412HOChr06g0279821	MCMT_e
Ha412HOChr06	120339433	120345589	Ha412HOChr06g0279841	MCMT_e
Ha412HOChr11	74744222	74754249	Ha412HOChr11g0503141	MCMT_e
Ha412HOChr16	108647848	108650452	Ha412HOChr16g0771691	MCMT_e
Ha412HOChr11	74744222	74754249	Ha412HOChr11g0503141	TD_e
Ha412HOChr02	2774949	2799353	Ha412HOChr02g0048481	MAP_e
Ha412HOChr16	9830166	9843519	Ha412HOChr16g0751091	MAP_e
Ha412HOChr08	93608307	93629997	Ha412HOChr08g0356791	AHM_e
Ha412HOChr10	67696218	67697997	Ha412HOChr10g0446101	SHM_e
Ha412HOChr11	199041604	199047077	Ha412HOChr11g0533501	SHM_e
Ha412HOChr02	84339961	84345197	Ha412HOChr02g0065721	DD_0_e
Ha412HOChr06	97919521	97932381	Ha412HOChr06g0275931	DD_0_e
Ha412HOChr12	119337813	119341518	Ha412HOChr12g0569491	DD_0_e
Ha412HOChr01	23330275	23343428	Ha412HOChr01g0006591	DD5_e
Ha412HOChr01	24012329	24017291	Ha412HOChr01g0006601	DD5_e
Ha412HOChr01	28931035	28945412	Ha412HOChr01g0006821	DD5_e
Ha412HOChr01	28932147	28933753	Ha412HOChr01g0006831	DD5_e
Ha412HOChr04	125051696	125061389	Ha412HOChr04g0170961	DD5_e
Ha412HOChr06	119526959	119533567	Ha412HOChr06g0279701	DD5_e
Ha412HOChr06	119597175	119599177	Ha412HOChr06g0279711	DD5_e
Ha412HOChr06	119684086	119686720	Ha412HOChr06g0279751	DD5_e
Ha412HOChr06	120178393	120185487	Ha412HOChr06g0279811	DD5_e
Ha412HOChr06	120189587	120196415	Ha412HOChr06g0279821	DD5_e
Ha412HOChr06	120339433	120345589	Ha412HOChr06g0279841	DD5_e
Ha412HOChr11	68029823	68033196	Ha412HOChr11g0501691	DD5_e
Ha412HOChr12	132494337	132501807	Ha412HOChr12g0570861	DD5_e
Ha412HOChr16	108631247	108647285	Ha412HOChr16g0771671	DD5_e
Ha412HOChr16	108646895	108647770	Ha412HOChr16g0771681	DD5_e
Ha412HOChr16	108647848	108650452	Ha412HOChr16g0771691	DD5_e
Ha412HOChr17	351749	353465	Ha412HOChr17g0804091	DD5_e
Ha412HOChr17	352278	353398	Ha412HOChr17g0804101	DD5_e
Ha412HOChr17	570450	571458	Ha412HOChr17g0804121	DD5_e
Ha412HOChr17	606235	606711	Ha412HOChr17g0804131	DD5_e
Ha412HOChr17	607623	609687	Ha412HOChr17g0804141	DD5_e
Ha412HOChr01	24012329	24017291	Ha412HOChr01g0006601	DD_18_e
Ha412HOChr04	125051696	125061389	Ha412HOChr04g0170961	DD_18_e
Ha412HOChr06	97919521	97932381	Ha412HOChr06g0275931	DD_18_e
Ha412HOChr06	119526959	119533567	Ha412HOChr06g0279701	DD_18_e
Ha412HOChr06	119597175	119599177	Ha412HOChr06g0279711	DD_18_e
Ha412HOChr06	119684086	119686720	Ha412HOChr06g0279751	DD_18_e
Ha412HOChr06	120178393	120185487	Ha412HOChr06g0279811	DD_18_e
Ha412HOChr06	120189587	120196415	Ha412HOChr06g0279821	DD_18_e
Ha412HOChr06	120339433	120345589	Ha412HOChr06g0279841	DD_18_e
Ha412HOChr12	132494337	132501807	Ha412HOChr12g0570861	DD_18_e
Ha412HOChr16	108631247	108647285	Ha412HOChr16g0771671	DD_18_e
Ha412HOChr16	108646895	108647770	Ha412HOChr16g0771681	DD_18_e
Ha412HOChr16	108647848	108650452	Ha412HOChr16g0771691	DD_18_e
Ha412HOChr01	24012329	24017291	Ha412HOChr01g0006601	DD18_e
Ha412HOChr01	28931035	28945412	Ha412HOChr01g0006821	DD18_e
Ha412HOChr01	28932147	28933753	Ha412HOChr01g0006831	DD18_e
Ha412HOChr04	125051696	125061389	Ha412HOChr04g0170961	DD18_e
Ha412HOChr06	99026121	99043977	Ha412HOChr06g0276251	DD18_e
Ha412HOChr06	119526959	119533567	Ha412HOChr06g0279701	DD18_e
Ha412HOChr06	119597175	119599177	Ha412HOChr06g0279711	DD18_e
Ha412HOChr06	119684086	119686720	Ha412HOChr06g0279751	DD18_e
Ha412HOChr06	120178393	120185487	Ha412HOChr06g0279811	DD18_e
Ha412HOChr06	120189587	120196415	Ha412HOChr06g0279821	DD18_e
Ha412HOChr06	120339433	120345589	Ha412HOChr06g0279841	DD18_e
Ha412HOChr06	128668639	128675422	Ha412HOChr06g0281011	DD18_e
Ha412HOChr11	68029823	68033196	Ha412HOChr11g0501691	DD18_e
Ha412HOChr11	120510969	120514325	Ha412HOChr11g0509521	DD18_e
Ha412HOChr17	351749	353465	Ha412HOChr17g0804091	DD18_e
Ha412HOChr17	352278	353398	Ha412HOChr17g0804101	DD18_e
Ha412HOChr17	570450	571458	Ha412HOChr17g0804121	DD18_e
Ha412HOChr17	606235	606711	Ha412HOChr17g0804131	DD18_e
Ha412HOChr17	607623	609687	Ha412HOChr17g0804141	DD18_e
Ha412HOChr01	23330275	23343428	Ha412HOChr01g0006591	NFFD_e
Ha412HOChr01	24012329	24017291	Ha412HOChr01g0006601	NFFD_e
Ha412HOChr04	125051696	125061389	Ha412HOChr04g0170961	NFFD_e
Ha412HOChr05	64207767	64212092	Ha412HOChr05g0215071	NFFD_e
Ha412HOChr05	64208003	64209108	Ha412HOChr05g0215081	NFFD_e
Ha412HOChr06	119526959	119533567	Ha412HOChr06g0279701	NFFD_e
Ha412HOChr06	119597175	119599177	Ha412HOChr06g0279711	NFFD_e
Ha412HOChr06	119684086	119686720	Ha412HOChr06g0279751	NFFD_e
Ha412HOChr06	120178393	120185487	Ha412HOChr06g0279811	NFFD_e
Ha412HOChr06	120189587	120196415	Ha412HOChr06g0279821	NFFD_e
Ha412HOChr06	120339433	120345589	Ha412HOChr06g0279841	NFFD_e
Ha412HOChr04	125051696	125061389	Ha412HOChr04g0170961	bFFP_e
Ha412HOChr05	64207767	64212092	Ha412HOChr05g0215071	bFFP_e
Ha412HOChr05	64208003	64209108	Ha412HOChr05g0215081	bFFP_e
Ha412HOChr06	97919521	97932381	Ha412HOChr06g0275931	bFFP_e
Ha412HOChr06	119526959	119533567	Ha412HOChr06g0279701	bFFP_e
Ha412HOChr06	119597175	119599177	Ha412HOChr06g0279711	bFFP_e
Ha412HOChr06	119684086	119686720	Ha412HOChr06g0279751	bFFP_e
Ha412HOChr06	120178393	120185487	Ha412HOChr06g0279811	bFFP_e
Ha412HOChr06	120189587	120196415	Ha412HOChr06g0279821	bFFP_e
Ha412HOChr06	120339433	120345589	Ha412HOChr06g0279841	bFFP_e
Ha412HOChr12	132494337	132501807	Ha412HOChr12g0570861	bFFP_e
Ha412HOChr16	108631247	108647285	Ha412HOChr16g0771671	bFFP_e
Ha412HOChr16	108646895	108647770	Ha412HOChr16g0771681	bFFP_e
Ha412HOChr16	108647848	108650452	Ha412HOChr16g0771691	bFFP_e
Ha412HOChr01	24012329	24017291	Ha412HOChr01g0006601	eFFP_e
Ha412HOChr05	64207767	64212092	Ha412HOChr05g0215071	eFFP_e
Ha412HOChr05	64208003	64209108	Ha412HOChr05g0215081	eFFP_e
Ha412HOChr06	97919521	97932381	Ha412HOChr06g0275931	eFFP_e
Ha412HOChr06	119526959	119533567	Ha412HOChr06g0279701	eFFP_e
Ha412HOChr06	119597175	119599177	Ha412HOChr06g0279711	eFFP_e
Ha412HOChr06	119684086	119686720	Ha412HOChr06g0279751	eFFP_e
Ha412HOChr06	120178393	120185487	Ha412HOChr06g0279811	eFFP_e
Ha412HOChr06	120189587	120196415	Ha412HOChr06g0279821	eFFP_e
Ha412HOChr06	120339433	120345589	Ha412HOChr06g0279841	eFFP_e
Ha412HOChr16	108631247	108647285	Ha412HOChr16g0771671	eFFP_e
Ha412HOChr16	108646895	108647770	Ha412HOChr16g0771681	eFFP_e
Ha412HOChr16	108647848	108650452	Ha412HOChr16g0771691	eFFP_e
Ha412HOChr01	23330275	23343428	Ha412HOChr01g0006591	FFP_e
Ha412HOChr04	125051696	125061389	Ha412HOChr04g0170961	FFP_e
Ha412HOChr05	64207767	64212092	Ha412HOChr05g0215071	FFP_e
Ha412HOChr05	64208003	64209108	Ha412HOChr05g0215081	FFP_e
Ha412HOChr06	97919521	97932381	Ha412HOChr06g0275931	FFP_e
Ha412HOChr06	119526959	119533567	Ha412HOChr06g0279701	FFP_e
Ha412HOChr06	119597175	119599177	Ha412HOChr06g0279711	FFP_e
Ha412HOChr06	119684086	119686720	Ha412HOChr06g0279751	FFP_e
Ha412HOChr06	120178393	120185487	Ha412HOChr06g0279811	FFP_e
Ha412HOChr06	120189587	120196415	Ha412HOChr06g0279821	FFP_e
Ha412HOChr06	120339433	120345589	Ha412HOChr06g0279841	FFP_e
Ha412HOChr16	108631247	108647285	Ha412HOChr16g0771671	FFP_e
Ha412HOChr16	108646895	108647770	Ha412HOChr16g0771681	FFP_e
Ha412HOChr16	108647848	108650452	Ha412HOChr16g0771691	FFP_e
Ha412HOChr01	24012329	24017291	Ha412HOChr01g0006601	EMT_e
Ha412HOChr04	125051696	125061389	Ha412HOChr04g0170961	EMT_e
Ha412HOChr06	119526959	119533567	Ha412HOChr06g0279701	EMT_e
Ha412HOChr06	119597175	119599177	Ha412HOChr06g0279711	EMT_e
Ha412HOChr06	119684086	119686720	Ha412HOChr06g0279751	EMT_e
Ha412HOChr06	120178393	120185487	Ha412HOChr06g0279811	EMT_e
Ha412HOChr06	120189587	120196415	Ha412HOChr06g0279821	EMT_e
Ha412HOChr06	120339433	120345589	Ha412HOChr06g0279841	EMT_e
Ha412HOChr06	99026121	99043977	Ha412HOChr06g0276251	EXT_e
Ha412HOChr06	119526959	119533567	Ha412HOChr06g0279701	EXT_e
Ha412HOChr06	120178393	120185487	Ha412HOChr06g0279811	EXT_e
Ha412HOChr06	120189587	120196415	Ha412HOChr06g0279821	EXT_e
Ha412HOChr06	128668639	128675422	Ha412HOChr06g0281011	EXT_e
Ha412HOChr11	120510969	120514325	Ha412HOChr11g0509521	EXT_e
Ha412HOChr12	132494337	132501807	Ha412HOChr12g0570861	EXT_e
Ha412HOChr12	155007031	155018016	Ha412HOChr12g0573331	EXT_e
Ha412HOChr17	351749	353465	Ha412HOChr17g0804091	EXT_e
Ha412HOChr17	352278	353398	Ha412HOChr17g0804101	EXT_e
Ha412HOChr17	570450	571458	Ha412HOChr17g0804121	EXT_e
Ha412HOChr17	606235	606711	Ha412HOChr17g0804131	EXT_e
Ha412HOChr17	607623	609687	Ha412HOChr17g0804141	EXT_e
Ha412HOChr17	1356335	1361072	Ha412HOChr17g0804511	EXT_e
Ha412HOChr17	1358930	1361078	Ha412HOChr17g0804521	EXT_e
Ha412HOChr01	24012329	24017291	Ha412HOChr01g0006601	Eref_e
Ha412HOChr11	68029823	68033196	Ha412HOChr11g0501691	Eref_e
Ha412HOChr11	120510969	120514325	Ha412HOChr11g0509521	Eref_e
Ha412HOChr12	155007031	155018016	Ha412HOChr12g0573331	Eref_e
Ha412HOChr01	24012329	24017291	Ha412HOChr01g0006601	CMD_e
Ha412HOChr03	63936853	63942528	Ha412HOChr03g0106201	MAR_e
Ha412HOChr12	149811697	149820098	Ha412HOChr12g0572581	MAR_e
Ha412HOChr12	149817768	149820067	Ha412HOChr12g0572591	MAR_e
Ha412HOChr12	150639329	150649586	Ha412HOChr12g0572741	MAR_e
Ha412HOChr03	72552937	72556725	Ha412HOChr03g0107181	RH_e
Ha412HOChr03	73693020	73694224	Ha412HOChr03g0107391	RH_e
Ha412HOChr05	65541253	65550167	Ha412HOChr05g0215121	RH_e
Ha412HOChr06	119526959	119533567	Ha412HOChr06g0279701	RH_e
Ha412HOChr06	120189587	120196415	Ha412HOChr06g0279821	RH_e
Ha412HOChr07	89727650	89729906	Ha412HOChr07g0301541	RH_e
Ha412HOChr11	74740686	74743685	Ha412HOChr11g0503131	RH_e
Ha412HOChr11	74744222	74754249	Ha412HOChr11g0503141	RH_e
Ha412HOChr12	132494337	132501807	Ha412HOChr12g0570861	RH_e
