chr	variable	window	start	end	median_bayes
Ha412HOChr12	TD_e	1319	48345705	48366142	9.995912115
Ha412HOChr12	TD_e	1320	48366173	48390974	10.713899885
Ha412HOChr12	TD_e	1321	48391076	48420447	9.652016915
Ha412HOChr13	EXT_e	313	35745725	35953798	9.316550935
Ha412HOChr13	EXT_e	315	36449210	36614769	11.851738775000001
Ha412HOChr13	EXT_e	324	38402143	38406663	13.14425823
Ha412HOChr13	MAR_e	324	38402143	38406663	3.533153015
Ha412HOChr13	TD_e	208	25876742	25881684	12.110249329999998
Ha412HOChr13	TD_e	308	34961757	35285741	8.902028445
Ha412HOChr13	TD_e	309	35285846	35576167	10.187857445
Ha412HOChr13	TD_e	311	35722006	35729880	11.251705744999999
Ha412HOChr13	TD_e	315	36449210	36614769	13.530571925
Ha412HOChr13	TD_e	319	37692259	38051000	11.2096719
Ha412HOChr13	TD_e	324	38402143	38406663	13.81357293
Ha412HOChr14	MAR_e	1013	109385062	109386501	3.61883172
Ha412HOChr14	SHM_e	512	62022337	62579161	8.31105854
Ha412HOChr15	CMD_e	721	27141953	27145162	7.515799725
Ha412HOChr15	CMD_e	722	27145247	27161040	5.68611265
Ha412HOChr15	RH_e	721	27141953	27145162	8.457988905
Ha412HOChr16	CMD_e	1298	128584767	128587466	5.8636748050000005
Ha412HOChr16	DD_0_e	932	78787943	78846404	9.18832623
Ha412HOChr16	DD_0_e	933	78846415	78849126	8.63470025
Ha412HOChr16	DD_0_e	934	78849143	79027225	8.994971204999999
Ha412HOChr16	MCMT_e	2629	212076238	212089019	6.41309489
Ha412HOChr17	AHM_e	2057	137356020	138387853	14.27324312
Ha412HOChr17	AHM_e	2058	138387894	138553834	13.200740620000001
Ha412HOChr17	bFFP_e	639	20687216	20747321	9.31303384
Ha412HOChr17	bFFP_e	2058	138387894	138553834	12.1623033
Ha412HOChr17	CMD_e	2058	138387894	138553834	5.29745274
Ha412HOChr17	DD18_e	2058	138387894	138553834	12.206724435
Ha412HOChr17	eFFP_e	2058	138387894	138553834	16.605793945000002
Ha412HOChr17	elevation_e	639	20687216	20747321	17.479505115000002
Ha412HOChr17	elevation_e	2058	138387894	138553834	14.595679765
Ha412HOChr17	Eref_e	1732	95669309	95670238	10.79865212
Ha412HOChr17	Eref_e	1733	95670348	95671099	10.568257469999999
Ha412HOChr17	EXT_e	442	13888108	13933135	9.288002984999999
Ha412HOChr17	EXT_e	639	20687216	20747321	11.785977175
Ha412HOChr17	FFP_e	2058	138387894	138553834	14.89445088
Ha412HOChr17	longitude_e	442	13888108	13933135	10.94783026
Ha412HOChr17	longitude_e	639	20687216	20747321	18.869504194999998
Ha412HOChr17	longitude_e	2057	137356020	138387853	11.853846825
Ha412HOChr17	longitude_e	2058	138387894	138553834	14.69466261
Ha412HOChr17	MAP_e	2057	137356020	138387853	17.643692055
Ha412HOChr17	MAP_e	2058	138387894	138553834	19.16946223
Ha412HOChr17	MAR_e	440	13812713	13836377	4.89325109
Ha412HOChr17	MAR_e	441	13837729	13888105	5.868680080000001
Ha412HOChr17	MAR_e	442	13888108	13933135	5.89266814
Ha412HOChr17	MAR_e	639	20687216	20747321	14.676932789999999
Ha412HOChr17	MAR_e	659	21398758	21402050	3.352468
Ha412HOChr17	MCMT_e	1732	95669309	95670238	7.0555454
Ha412HOChr17	MCMT_e	1733	95670348	95671099	6.987637514999999
Ha412HOChr17	MSP_e	639	20687216	20747321	9.65266416
Ha412HOChr17	MSP_e	2057	137356020	138387853	18.035107675
Ha412HOChr17	MSP_e	2058	138387894	138553834	18.43333966
Ha412HOChr17	MWMT_e	639	20687216	20747321	11.657686935000001
Ha412HOChr17	MWMT_e	2057	137356020	138387853	11.664394405
Ha412HOChr17	MWMT_e	2058	138387894	138553834	14.243944545
Ha412HOChr17	RH_e	2058	138387894	138553834	12.966129930000001
Ha412HOChr17	SHM_e	2057	137356020	138387853	15.73461614
Ha412HOChr17	SHM_e	2058	138387894	138553834	14.63593683
