chr	variable	window	start	end	median_bayes
Ha412HOChr11	OM	631	37394929	37410475	4.4418229149999995
Ha412HOChr11	OM	665	39856260	39896759	6.25490833
Ha412HOChr11	OM	702	42614110	42646690	4.3839158099999995
Ha412HOChr11	OM	746	45958473	46018978	4.35724845
Ha412HOChr11	PERCENT_CA	1321	118375920	118377925	4.091569025
Ha412HOChr11	PERCENT_CA	1322	118377932	118417422	1.509723475
Ha412HOChr11	PERCENT_K	1321	118375920	118377925	15.581595235
Ha412HOChr11	PERCENT_K	1322	118377932	118417422	16.34549283
Ha412HOChr11	PERCENT_MG	1321	118375920	118377925	18.49037235
Ha412HOChr11	PERCENT_MG	1322	118377932	118417422	19.020138275
Ha412HOChr11	PERCENT_NA	1326	119727445	119864375	-2.435880905
Ha412HOChr11	pH	1321	118375920	118377925	8.769228415
Ha412HOChr11	pH	1322	118377932	118417422	8.86559724
Ha412HOChr11	sodium	1326	119727445	119864375	-1.2825809449999999
Ha412HOChr11	SOL_SALTS	1326	119727445	119864375	4.21327606
Ha412HOChr12	CA	1733	80967186	81121805	-0.011883705000000008
Ha412HOChr12	CEC	1262	44312251	44314192	0.26977275
Ha412HOChr12	CEC	1733	80967186	81121805	0.412106265
Ha412HOChr12	P1	1315	46425049	46426530	-2.6096025000000003
Ha412HOChr12	PERCENT_K	1319	48345705	48366142	1.6248797000000001
Ha412HOChr12	PERCENT_K	1337	50659311	50817884	3.31925194
Ha412HOChr12	PERCENT_K	1341	51487644	51513234	4.905698305
Ha412HOChr12	PERCENT_MG	1733	80967186	81121805	0.871011195
Ha412HOChr12	PERCENT_NA	1332	48925152	49250724	-0.24083453999999993
Ha412HOChr12	PERCENT_NA	1333	49262226	49472281	2.013544395
Ha412HOChr12	PERCENT_NA	1335	49782678	50079256	-0.944068975
Ha412HOChr12	PERCENT_NA	1337	50659311	50817884	-2.177170525
Ha412HOChr12	sodium	1332	48925152	49250724	1.05146392
Ha412HOChr12	sodium	1333	49262226	49472281	4.66535572
Ha412HOChr12	sodium	1335	49782678	50079256	0.7803022399999999
Ha412HOChr12	sodium	1336	50079307	50472207	-1.51047662
Ha412HOChr12	sodium	1337	50659311	50817884	-1.06755243
Ha412HOChr12	SOL_SALTS	1332	48925152	49250724	5.3590990099999996
Ha412HOChr12	SOL_SALTS	1333	49262226	49472281	7.69376568
Ha412HOChr12	SOL_SALTS	1335	49782678	50079256	5.219989314999999
Ha412HOChr12	SOL_SALTS	1337	50659311	50817884	3.2739406300000002
Ha412HOChr13	sodium	313	35745725	35953798	-1.391687395
Ha412HOChr14	BICARB	510	61533917	61849426	-0.85207707
Ha412HOChr14	CA	978	106553069	106557938	-0.095298505
Ha412HOChr14	CEC	1461	137841417	137885469	0.672331675
Ha412HOChr14	MG	1128	115979084	116073429	4.8590529
Ha412HOChr14	PERCENT_NA	324	33167191	33372062	2.31307726
Ha412HOChr14	PERCENT_NA	326	33414084	33415094	-2.2116799350000003
Ha412HOChr14	sodium	324	33167191	33372062	1.37796108
Ha412HOChr14	sodium	326	33414084	33415094	-2.0922304
Ha412HOChr14	SOL_SALTS	324	33167191	33372062	2.54189627
Ha412HOChr15	P1	2042	120937482	121124807	-2.324587505
Ha412HOChr15	P1	2058	121781013	121784280	1.482903375
Ha412HOChr15	pH	2058	121781013	121784280	-1.338962095
Ha412HOChr16	BICARB	1011	100830735	101113769	-1.60533065
Ha412HOChr17	BICARB	2057	137356020	138387853	-2.274034185
Ha412HOChr17	K	2057	137356020	138387853	8.256632925
Ha412HOChr17	K	2058	138387894	138553834	8.14176672
Ha412HOChr17	MG	2057	137356020	138387853	9.957378045
Ha412HOChr17	MG	2058	138387894	138553834	9.665059315
Ha412HOChr17	P1	2057	137356020	138387853	3.505014885
Ha412HOChr17	P1	2058	138387894	138553834	3.1809475550000004
Ha412HOChr17	PERCENT_CA	2057	137356020	138387853	0.04266474000000001
Ha412HOChr17	PERCENT_K	2057	137356020	138387853	5.09478009
Ha412HOChr17	PERCENT_K	2058	138387894	138553834	1.9061583199999999
Ha412HOChr17	PERCENT_MG	2057	137356020	138387853	6.14821786
Ha412HOChr17	PERCENT_MG	2058	138387894	138553834	4.516521625
Ha412HOChr17	pH	2057	137356020	138387853	1.59969735
Ha412HOChr17	pH	2058	138387894	138553834	-0.514224135
