chr	variable	window	start	end	median_bayes
Ha412HOChr06	bFFP_e	1927	119531156	119679540	12.47910865
Ha412HOChr06	bFFP_e	1928	119679543	119684907	11.96111595
Ha412HOChr06	bFFP_e	1929	119684916	120182122	11.733106485
Ha412HOChr06	bFFP_e	1931	120190116	120344977	11.299760775
Ha412HOChr06	DD_0_e	1803	97925709	97927966	5.090107704999999
Ha412HOChr06	DD_0_e	1804	97927981	97930307	6.297709225
Ha412HOChr06	DD_0_e	1926	119511812	119531083	5.3185711300000005
Ha412HOChr06	DD_0_e	1927	119531156	119679540	6.07875748
Ha412HOChr06	DD_0_e	1928	119679543	119684907	5.1032865
Ha412HOChr06	DD_0_e	1929	119684916	120182122	6.888894705
Ha412HOChr06	DD_0_e	1931	120190116	120344977	5.229756815
Ha412HOChr06	DD_18_e	1926	119511812	119531083	11.847642915
Ha412HOChr06	DD_18_e	1927	119531156	119679540	13.602173525
Ha412HOChr06	DD_18_e	1928	119679543	119684907	12.02884467
Ha412HOChr06	DD_18_e	1929	119684916	120182122	13.905663019999999
Ha412HOChr06	DD_18_e	1931	120190116	120344977	10.62195474
Ha412HOChr06	DD18_e	1926	119511812	119531083	12.908480345000001
Ha412HOChr06	DD18_e	1927	119531156	119679540	15.64751115
Ha412HOChr06	DD18_e	1928	119679543	119684907	14.20560123
Ha412HOChr06	DD18_e	1929	119684916	120182122	15.966912285
Ha412HOChr06	DD5_e	1926	119511812	119531083	13.371003125000001
Ha412HOChr06	DD5_e	1927	119531156	119679540	15.95845367
Ha412HOChr06	DD5_e	1928	119679543	119684907	14.48564719
Ha412HOChr06	DD5_e	1929	119684916	120182122	15.971700545000001
Ha412HOChr06	DD5_e	1931	120190116	120344977	11.621671070000001
Ha412HOChr06	eFFP_e	1926	119511812	119531083	12.423479
Ha412HOChr06	eFFP_e	1927	119531156	119679540	13.515000455
Ha412HOChr06	eFFP_e	1928	119679543	119684907	12.614371599999998
Ha412HOChr06	eFFP_e	1929	119684916	120182122	13.291711815
Ha412HOChr06	eFFP_e	1930	120182141	120189965	8.06761728
Ha412HOChr06	eFFP_e	1931	120190116	120344977	12.34045766
Ha412HOChr06	elevation_e	1817	99026243	99030987	10.523740065
Ha412HOChr06	elevation_e	1926	119511812	119531083	11.465143735
Ha412HOChr06	elevation_e	1927	119531156	119679540	12.352664165
Ha412HOChr06	elevation_e	1928	119679543	119684907	12.06046343
Ha412HOChr06	elevation_e	1929	119684916	120182122	13.00406882
Ha412HOChr06	elevation_e	1998	128611039	128670831	10.927302390000001
Ha412HOChr06	EMT_e	1926	119511812	119531083	12.984894489999999
Ha412HOChr06	EMT_e	1927	119531156	119679540	12.670803554999999
Ha412HOChr06	EMT_e	1928	119679543	119684907	10.980440235
Ha412HOChr06	EMT_e	1929	119684916	120182122	13.280086115
Ha412HOChr06	EMT_e	1931	120190116	120344977	11.410592925
Ha412HOChr06	Eref_e	1926	119511812	119531083	7.814653345
Ha412HOChr06	Eref_e	1927	119531156	119679540	8.00883265
Ha412HOChr06	Eref_e	1928	119679543	119684907	7.467692015
Ha412HOChr06	Eref_e	1929	119684916	120182122	7.9264008850000005
Ha412HOChr06	EXT_e	1817	99026243	99030987	10.867422354999999
Ha412HOChr06	EXT_e	1927	119531156	119679540	10.07622237
Ha412HOChr06	EXT_e	1928	119679543	119684907	9.11790126
Ha412HOChr06	EXT_e	1998	128611039	128670831	10.705275754999999
Ha412HOChr06	FFP_e	1926	119511812	119531083	12.05331615
Ha412HOChr06	FFP_e	1927	119531156	119679540	13.618233435
Ha412HOChr06	FFP_e	1928	119679543	119684907	12.3236207
Ha412HOChr06	FFP_e	1929	119684916	120182122	12.430410335
Ha412HOChr06	FFP_e	1931	120190116	120344977	12.069803324999999
Ha412HOChr06	latitude_e	1927	119531156	119679540	8.166424769999999
Ha412HOChr06	latitude_e	1928	119679543	119684907	8.38169188
Ha412HOChr06	latitude_e	1929	119684916	120182122	9.280787405
Ha412HOChr06	longitude_e	1816	98846029	99026226	8.085606779999999
Ha412HOChr06	longitude_e	1817	99026243	99030987	9.896516435
Ha412HOChr06	longitude_e	1998	128611039	128670831	10.67926727
Ha412HOChr06	MAR_e	1802	97920905	97925701	5.3305298699999994
Ha412HOChr06	MAT_e	1926	119511812	119531083	12.96942358
Ha412HOChr06	MAT_e	1927	119531156	119679540	14.87074616
Ha412HOChr06	MAT_e	1928	119679543	119684907	12.701308820000001
Ha412HOChr06	MAT_e	1929	119684916	120182122	15.03838012
Ha412HOChr06	MAT_e	1931	120190116	120344977	11.613695315000001
Ha412HOChr06	MCMT_e	1926	119511812	119531083	12.89393401
Ha412HOChr06	MCMT_e	1927	119531156	119679540	13.443397925
Ha412HOChr06	MCMT_e	1928	119679543	119684907	12.306779070000001
Ha412HOChr06	MCMT_e	1929	119684916	120182122	13.773852975
Ha412HOChr06	MCMT_e	1930	120182141	120189965	9.87089202
Ha412HOChr06	MCMT_e	1931	120190116	120344977	11.60932794
Ha412HOChr06	MWMT_e	1926	119511812	119531083	9.419218019999999
Ha412HOChr06	MWMT_e	1927	119531156	119679540	11.029856235
Ha412HOChr06	MWMT_e	1928	119679543	119684907	9.309366279999999
Ha412HOChr06	MWMT_e	1929	119684916	120182122	10.309811329999999
Ha412HOChr06	NFFD_e	1926	119511812	119531083	11.8134838
Ha412HOChr06	NFFD_e	1927	119531156	119679540	13.237658175
Ha412HOChr06	NFFD_e	1928	119679543	119684907	12.597541804999999
Ha412HOChr06	NFFD_e	1929	119684916	120182122	13.08841961
Ha412HOChr06	NFFD_e	1931	120190116	120344977	12.351367075
Ha412HOChr06	RH_e	1926	119511812	119531083	4.408298365
Ha412HOChr06	RH_e	1927	119531156	119679540	3.38894035
Ha412HOChr06	RH_e	1928	119679543	119684907	5.496624049999999
Ha412HOChr06	RH_e	1929	119684916	120182122	4.148085765
Ha412HOChr06	RH_e	1931	120190116	120344977	5.031302175
Ha412HOChr06	TD_e	1923	116480400	116761047	2.957211815
Ha412HOChr06	TD_e	1926	119511812	119531083	3.2168288599999997
Ha412HOChr06	TD_e	1928	119679543	119684907	3.02262439
Ha412HOChr07	RH_e	509	70732603	70928062	2.866540115
Ha412HOChr07	TD_e	881	109241554	109285528	4.093956459999999
Ha412HOChr08	MAP_e	1303	65732801	65734725	1.909240505
Ha412HOChr08	MAR_e	2217	134762731	134769210	9.86842484
Ha412HOChr08	MAR_e	2218	134769256	134931276	5.477479134999999
Ha412HOChr08	TD_e	2345	150670635	150672592	3.944453905
Ha412HOChr10	MAP_e	3	303560	315078	1.9334729099999999
Ha412HOChr10	SHM_e	877	67697668	67727432	1.7056810900000001
Ha412HOChr11	CMD_e	1205	68035840	68041967	8.649623004999999
Ha412HOChr11	CMD_e	1506	120502234	120513537	7.04591055
Ha412HOChr11	DD_18_e	1204	68032832	68035802	9.64058324
Ha412HOChr11	DD_18_e	1205	68035840	68041967	9.920904825000001
Ha412HOChr11	DD18_e	1204	68032832	68035802	13.078591285
Ha412HOChr11	DD18_e	1205	68035840	68041967	15.445323635
Ha412HOChr11	DD5_e	1204	68032832	68035802	11.910730285
Ha412HOChr11	DD5_e	1205	68035840	68041967	14.235558095
Ha412HOChr11	elevation_e	1204	68032832	68035802	10.637016895
Ha412HOChr11	EMT_e	1204	68032832	68035802	8.257746384999999
Ha412HOChr11	EMT_e	1205	68035840	68041967	8.515716895
Ha412HOChr11	Eref_e	1202	68020571	68030256	7.089382765
Ha412HOChr11	Eref_e	1204	68032832	68035802	8.47522975
Ha412HOChr11	Eref_e	1205	68035840	68041967	9.651201785
Ha412HOChr11	Eref_e	1506	120502234	120513537	9.108856045
Ha412HOChr11	EXT_e	1506	120502234	120513537	9.500273665
Ha412HOChr11	FFP_e	1205	68035840	68041967	7.48595933
Ha412HOChr11	latitude_e	1205	68035840	68041967	8.117829669999999
Ha412HOChr11	latitude_e	1243	74746130	74748807	7.66828162
Ha412HOChr11	latitude_e	1244	74748840	74751767	10.205231000000001
Ha412HOChr11	MAT_e	1204	68032832	68035802	11.20496735
Ha412HOChr11	MAT_e	1205	68035840	68041967	12.244135295
Ha412HOChr11	MCMT_e	1205	68035840	68041967	9.335189465
Ha412HOChr11	MWMT_e	1204	68032832	68035802	10.13119159
Ha412HOChr11	MWMT_e	1205	68035840	68041967	11.857111165
Ha412HOChr11	MWMT_e	1506	120502234	120513537	8.670408325
Ha412HOChr11	NFFD_e	1205	68035840	68041967	8.21716804
Ha412HOChr11	RH_e	1244	74748840	74751767	4.8122168
Ha412HOChr12	AHM_e	2098	107017424	107383386	6.411494944999999
Ha412HOChr12	CMD_e	1991	97305222	97390901	6.07327364
Ha412HOChr12	CMD_e	2098	107017424	107383386	7.460889180000001
Ha412HOChr12	DD_0_e	2176	119215832	119339349	6.086267145
Ha412HOChr12	DD_0_e	2371	154650915	154654140	5.689973475
Ha412HOChr12	elevation_e	2373	155007527	155013406	10.756944245
Ha412HOChr12	EXT_e	2373	155007527	155013406	10.14989592
Ha412HOChr12	MAR_e	2318	146792519	146799013	5.206132085
Ha412HOChr12	MAR_e	2320	146804327	147380416	4.488065075
Ha412HOChr12	MAR_e	2327	149588281	149611183	5.410353929999999
Ha412HOChr12	MAR_e	2328	149611184	149810785	4.8301015199999995
Ha412HOChr12	MAR_e	2334	150642424	150646232	8.68263802
Ha412HOChr12	MAR_e	2335	150646318	150759296	5.478877580000001
Ha412HOChr12	MAR_e	2336	150759326	150764111	7.17651696
Ha412HOChr12	MWMT_e	2264	132495351	132499851	8.910510330000001
Ha412HOChr12	TD_e	2199	122229556	122530284	6.942738995
Ha412HOChr13	AHM_e	185	24104935	24115019	4.96437012
Ha412HOChr13	CMD_e	185	24104935	24115019	5.925551625000001
Ha412HOChr13	latitude_e	218	26032391	26067218	8.148907355
Ha412HOChr13	longitude_e	78	6709960	6713457	7.2147424749999995
Ha412HOChr13	longitude_e	328	38164617	38297049	7.654199835
Ha412HOChr13	longitude_e	329	38297081	38325074	8.033889685
Ha412HOChr13	longitude_e	331	38402513	38406759	8.06889332
Ha412HOChr13	MAP_e	185	24104935	24115019	2.7891443049999998
Ha412HOChr13	MAP_e	284	31660953	31722908	2.21444155
Ha412HOChr13	MSP_e	183	23516351	23531187	3.381177855
Ha412HOChr13	MSP_e	185	24104935	24115019	5.586574615
Ha412HOChr13	SHM_e	185	24104935	24115019	1.850374545
Ha412HOChr14	AHM_e	558	63266188	63292151	6.20814721
Ha412HOChr14	MAP_e	558	63266188	63292151	3.46539119
Ha412HOChr14	MSP_e	450	49104691	49255492	4.092058035
Ha412HOChr15	MSP_e	2246	125343061	125355423	3.103844465
Ha412HOChr16	AHM_e	2827	206751003	206904917	4.465902255
Ha412HOChr16	AHM_e	2835	207271441	207292436	4.9856306749999995
Ha412HOChr16	bFFP_e	1194	108646995	108754575	7.41875337
Ha412HOChr16	CMD_e	2827	206751003	206904917	6.105062565
Ha412HOChr16	DD_0_e	1194	108646995	108754575	8.655254495
Ha412HOChr16	DD_18_e	1194	108646995	108754575	9.769652345
Ha412HOChr16	eFFP_e	1194	108646995	108754575	8.89565926
Ha412HOChr16	FFP_e	1194	108646995	108754575	8.41867332
Ha412HOChr16	longitude_e	1192	108633773	108641013	7.7848367750000005
Ha412HOChr16	MAP_e	189	9839524	9841552	2.235266395
Ha412HOChr16	MAP_e	1160	106370168	106836971	2.46593781
Ha412HOChr16	MAP_e	1200	109498653	109500515	1.9393328699999999
Ha412HOChr16	MCMT_e	1194	108646995	108754575	10.49269202
Ha412HOChr16	NFFD_e	1194	108646995	108754575	8.084090055
Ha412HOChr16	RH_e	1134	102830877	103025089	2.80118706
Ha412HOChr16	TD_e	1188	108151118	108264565	4.93195086
Ha412HOChr17	AHM_e	600	17557222	17579389	6.2267371350000005
Ha412HOChr17	DD18_e	0	351580	355953	13.73377913
Ha412HOChr17	DD18_e	2	571289	610539	14.85889403
Ha412HOChr17	elevation_e	0	351580	355953	12.42834264
Ha412HOChr17	elevation_e	2	571289	610539	11.22992816
Ha412HOChr17	EXT_e	0	351580	355953	10.27981272
Ha412HOChr17	EXT_e	2	571289	610539	10.749664195000001
Ha412HOChr17	longitude_e	2	571289	610539	7.929764005
