chr	start	end	id	variable
Ha412HOChr04	210424880	210425666	Ha412HOChr04g0193471	SHM_e
Ha412HOChr07	35759619	35771367	Ha412HOChr07g0294661	SHM_e
Ha412HOChr07	87528507	87535938	Ha412HOChr07g0301271	SHM_e
Ha412HOChr12	54883944	54884576	Ha412HOChr12g0554981	SHM_e
Ha412HOChr13	116541681	116543356	Ha412HOChr13g0610621	SHM_e
Ha412HOChr13	117099015	117101868	Ha412HOChr13g0610751	SHM_e
Ha412HOChr03	180983248	180998136	Ha412HOChr03g0144431	DD_0_e
Ha412HOChr12	51389998	51404145	Ha412HOChr12g0554491	DD_0_e
Ha412HOChr12	51492428	51492726	Ha412HOChr12g0554501	DD_0_e
Ha412HOChr12	51499315	51501140	Ha412HOChr12g0554511	DD_0_e
Ha412HOChr14	49898973	49902296	Ha412HOChr14g0640501	DD_0_e
Ha412HOChr04	76410810	76413513	Ha412HOChr04g0165901	DD5_e
Ha412HOChr04	76462855	76464099	Ha412HOChr04g0165911	DD5_e
Ha412HOChr04	76485919	76489005	Ha412HOChr04g0165921	DD5_e
Ha412HOChr10	62103449	62105093	Ha412HOChr10g0445561	DD5_e
Ha412HOChr10	62701260	62704021	Ha412HOChr10g0445641	DD5_e
Ha412HOChr14	39831925	39837467	Ha412HOChr14g0639691	DD5_e
Ha412HOChr14	39835954	39837319	Ha412HOChr14g0639701	DD5_e
Ha412HOChr14	49898973	49902296	Ha412HOChr14g0640501	DD5_e
Ha412HOChr16	102309482	102317314	Ha412HOChr16g0770491	DD5_e
Ha412HOChr16	102322001	102325663	Ha412HOChr16g0770511	DD5_e
Ha412HOChr16	102322238	102323167	Ha412HOChr16g0770521	DD5_e
Ha412HOChr16	102317879	102320816	Ha412HOChr16g0770501	DD5_e
Ha412HOChr16	102467719	102468881	Ha412HOChr16g0770541	DD5_e
Ha412HOChr16	102472402	102481054	Ha412HOChr16g0770561	DD5_e
Ha412HOChr16	102469038	102472654	Ha412HOChr16g0770551	DD5_e
Ha412HOChr16	102563297	102564292	Ha412HOChr16g0770611	DD5_e
Ha412HOChr16	102745761	102747392	Ha412HOChr16g0770621	DD5_e
Ha412HOChr17	83339595	83341306	Ha412HOChr17g0833141	DD5_e
Ha412HOChr17	83364888	83366338	Ha412HOChr17g0833161	DD5_e
Ha412HOChr17	83365308	83366294	Ha412HOChr17g0833171	DD5_e
Ha412HOChr03	180983248	180998136	Ha412HOChr03g0144431	DD_18_e
Ha412HOChr04	76410810	76413513	Ha412HOChr04g0165901	DD_18_e
Ha412HOChr12	51492428	51492726	Ha412HOChr12g0554501	DD_18_e
Ha412HOChr12	51499315	51501140	Ha412HOChr12g0554511	DD_18_e
Ha412HOChr14	49898973	49902296	Ha412HOChr14g0640501	DD_18_e
Ha412HOChr16	102309482	102317314	Ha412HOChr16g0770491	DD_18_e
Ha412HOChr16	102322001	102325663	Ha412HOChr16g0770511	DD_18_e
Ha412HOChr16	102322238	102323167	Ha412HOChr16g0770521	DD_18_e
Ha412HOChr16	102317879	102320816	Ha412HOChr16g0770501	DD_18_e
Ha412HOChr16	102467719	102468881	Ha412HOChr16g0770541	DD_18_e
Ha412HOChr16	102472402	102481054	Ha412HOChr16g0770561	DD_18_e
Ha412HOChr16	102469038	102472654	Ha412HOChr16g0770551	DD_18_e
Ha412HOChr16	102563297	102564292	Ha412HOChr16g0770611	DD_18_e
Ha412HOChr17	82719749	82722677	Ha412HOChr17g0833071	DD_18_e
Ha412HOChr17	83339595	83341306	Ha412HOChr17g0833141	DD_18_e
Ha412HOChr17	83364888	83366338	Ha412HOChr17g0833161	DD_18_e
Ha412HOChr17	83365308	83366294	Ha412HOChr17g0833171	DD_18_e
Ha412HOChr04	76410810	76413513	Ha412HOChr04g0165901	DD18_e
Ha412HOChr04	76462855	76464099	Ha412HOChr04g0165911	DD18_e
Ha412HOChr04	76485919	76489005	Ha412HOChr04g0165921	DD18_e
Ha412HOChr04	76503356	76509310	Ha412HOChr04g0165931	DD18_e
Ha412HOChr10	62103449	62105093	Ha412HOChr10g0445561	DD18_e
Ha412HOChr10	62259548	62263179	Ha412HOChr10g0445611	DD18_e
Ha412HOChr10	62701260	62704021	Ha412HOChr10g0445641	DD18_e
Ha412HOChr10	63013741	63016101	Ha412HOChr10g0445691	DD18_e
Ha412HOChr14	39831925	39837467	Ha412HOChr14g0639691	DD18_e
Ha412HOChr14	39835954	39837319	Ha412HOChr14g0639701	DD18_e
Ha412HOChr14	49898973	49902296	Ha412HOChr14g0640501	DD18_e
Ha412HOChr04	76410810	76413513	Ha412HOChr04g0165901	NFFD_e
Ha412HOChr16	102309482	102317314	Ha412HOChr16g0770491	NFFD_e
Ha412HOChr16	102322001	102325663	Ha412HOChr16g0770511	NFFD_e
Ha412HOChr16	102322238	102323167	Ha412HOChr16g0770521	NFFD_e
Ha412HOChr16	102317879	102320816	Ha412HOChr16g0770501	NFFD_e
Ha412HOChr16	102467719	102468881	Ha412HOChr16g0770541	NFFD_e
Ha412HOChr16	102472402	102481054	Ha412HOChr16g0770561	NFFD_e
Ha412HOChr16	102469038	102472654	Ha412HOChr16g0770551	NFFD_e
Ha412HOChr16	102563297	102564292	Ha412HOChr16g0770611	NFFD_e
Ha412HOChr16	102745761	102747392	Ha412HOChr16g0770621	NFFD_e
Ha412HOChr17	83364888	83366338	Ha412HOChr17g0833161	NFFD_e
Ha412HOChr17	83365308	83366294	Ha412HOChr17g0833171	NFFD_e
Ha412HOChr03	180983248	180998136	Ha412HOChr03g0144431	bFFP_e
Ha412HOChr04	76485919	76489005	Ha412HOChr04g0165921	bFFP_e
Ha412HOChr12	84464108	84465494	Ha412HOChr12g0562621	bFFP_e
Ha412HOChr12	84462246	84463411	Ha412HOChr12g0562611	bFFP_e
Ha412HOChr16	102322001	102325663	Ha412HOChr16g0770511	bFFP_e
Ha412HOChr16	102322238	102323167	Ha412HOChr16g0770521	bFFP_e
Ha412HOChr16	102317879	102320816	Ha412HOChr16g0770501	bFFP_e
Ha412HOChr16	102467719	102468881	Ha412HOChr16g0770541	bFFP_e
Ha412HOChr16	102472402	102481054	Ha412HOChr16g0770561	bFFP_e
Ha412HOChr16	102469038	102472654	Ha412HOChr16g0770551	bFFP_e
Ha412HOChr16	102563297	102564292	Ha412HOChr16g0770611	bFFP_e
Ha412HOChr16	102745761	102747392	Ha412HOChr16g0770621	bFFP_e
Ha412HOChr16	164711380	164719568	Ha412HOChr16g0785591	bFFP_e
Ha412HOChr04	76410810	76413513	Ha412HOChr04g0165901	eFFP_e
Ha412HOChr04	76485919	76489005	Ha412HOChr04g0165921	eFFP_e
Ha412HOChr16	102309482	102317314	Ha412HOChr16g0770491	eFFP_e
Ha412HOChr16	102322001	102325663	Ha412HOChr16g0770511	eFFP_e
Ha412HOChr16	102322238	102323167	Ha412HOChr16g0770521	eFFP_e
Ha412HOChr16	102317879	102320816	Ha412HOChr16g0770501	eFFP_e
Ha412HOChr16	102467719	102468881	Ha412HOChr16g0770541	eFFP_e
Ha412HOChr16	102472402	102481054	Ha412HOChr16g0770561	eFFP_e
Ha412HOChr16	102469038	102472654	Ha412HOChr16g0770551	eFFP_e
Ha412HOChr16	102563297	102564292	Ha412HOChr16g0770611	eFFP_e
Ha412HOChr16	164711380	164719568	Ha412HOChr16g0785591	eFFP_e
Ha412HOChr17	82719749	82722677	Ha412HOChr17g0833071	eFFP_e
Ha412HOChr17	83339595	83341306	Ha412HOChr17g0833141	eFFP_e
Ha412HOChr17	83364888	83366338	Ha412HOChr17g0833161	eFFP_e
Ha412HOChr17	83365308	83366294	Ha412HOChr17g0833171	eFFP_e
Ha412HOChr03	180983248	180998136	Ha412HOChr03g0144431	FFP_e
Ha412HOChr04	76485919	76489005	Ha412HOChr04g0165921	FFP_e
Ha412HOChr12	84464108	84465494	Ha412HOChr12g0562621	FFP_e
Ha412HOChr12	84462246	84463411	Ha412HOChr12g0562611	FFP_e
Ha412HOChr16	102309482	102317314	Ha412HOChr16g0770491	FFP_e
Ha412HOChr16	102322001	102325663	Ha412HOChr16g0770511	FFP_e
Ha412HOChr16	102322238	102323167	Ha412HOChr16g0770521	FFP_e
Ha412HOChr16	102317879	102320816	Ha412HOChr16g0770501	FFP_e
Ha412HOChr16	102467719	102468881	Ha412HOChr16g0770541	FFP_e
Ha412HOChr16	102472402	102481054	Ha412HOChr16g0770561	FFP_e
Ha412HOChr16	102469038	102472654	Ha412HOChr16g0770551	FFP_e
Ha412HOChr16	102563297	102564292	Ha412HOChr16g0770611	FFP_e
Ha412HOChr16	102745761	102747392	Ha412HOChr16g0770621	FFP_e
Ha412HOChr16	164711380	164719568	Ha412HOChr16g0785591	FFP_e
Ha412HOChr04	76410810	76413513	Ha412HOChr04g0165901	EMT_e
Ha412HOChr16	102309482	102317314	Ha412HOChr16g0770491	EMT_e
Ha412HOChr16	102322001	102325663	Ha412HOChr16g0770511	EMT_e
Ha412HOChr16	102322238	102323167	Ha412HOChr16g0770521	EMT_e
Ha412HOChr16	102317879	102320816	Ha412HOChr16g0770501	EMT_e
Ha412HOChr16	102467719	102468881	Ha412HOChr16g0770541	EMT_e
Ha412HOChr16	102472402	102481054	Ha412HOChr16g0770561	EMT_e
Ha412HOChr16	102469038	102472654	Ha412HOChr16g0770551	EMT_e
Ha412HOChr16	102563297	102564292	Ha412HOChr16g0770611	EMT_e
Ha412HOChr16	102745761	102747392	Ha412HOChr16g0770621	EMT_e
Ha412HOChr16	104751390	104755106	Ha412HOChr16g0770851	EMT_e
Ha412HOChr16	164711380	164719568	Ha412HOChr16g0785591	EMT_e
Ha412HOChr17	82719749	82722677	Ha412HOChr17g0833071	EMT_e
Ha412HOChr17	83339595	83341306	Ha412HOChr17g0833141	EMT_e
Ha412HOChr17	83364888	83366338	Ha412HOChr17g0833161	EMT_e
Ha412HOChr17	83365308	83366294	Ha412HOChr17g0833171	EMT_e
Ha412HOChr06	135856040	135861021	Ha412HOChr06g0281771	EXT_e
Ha412HOChr06	135856099	135860439	Ha412HOChr06g0281781	EXT_e
Ha412HOChr11	127784833	127786029	Ha412HOChr11g0511041	EXT_e
Ha412HOChr11	128448452	128460455	Ha412HOChr11g0511111	EXT_e
Ha412HOChr11	128447360	128448450	Ha412HOChr11g0511101	EXT_e
Ha412HOChr11	129180829	129189342	Ha412HOChr11g0511191	EXT_e
Ha412HOChr11	129184079	129187123	Ha412HOChr11g0511201	EXT_e
Ha412HOChr11	129187805	129189253	Ha412HOChr11g0511211	EXT_e
Ha412HOChr11	138845694	138846060	Ha412HOChr11g0513121	Eref_e
Ha412HOChr11	138891064	138896596	Ha412HOChr11g0513131	Eref_e
Ha412HOChr12	164922668	164927210	Ha412HOChr12g0575561	Eref_e
Ha412HOChr12	165027461	165032434	Ha412HOChr12g0575571	Eref_e
Ha412HOChr14	39831925	39837467	Ha412HOChr14g0639691	Eref_e
Ha412HOChr14	39835954	39837319	Ha412HOChr14g0639701	Eref_e
Ha412HOChr17	173662401	173686975	Ha412HOChr17g0849371	Eref_e
Ha412HOChr02	123979738	123994878	Ha412HOChr02g0073381	CMD_e
Ha412HOChr05	52800456	52802339	Ha412HOChr05g0213311	CMD_e
Ha412HOChr06	135856040	135861021	Ha412HOChr06g0281771	CMD_e
Ha412HOChr06	135856099	135860439	Ha412HOChr06g0281781	CMD_e
Ha412HOChr06	135915187	135918590	Ha412HOChr06g0281801	CMD_e
Ha412HOChr06	136119847	136120221	Ha412HOChr06g0281821	CMD_e
Ha412HOChr06	136361013	136363258	Ha412HOChr06g0281851	CMD_e
Ha412HOChr08	149927151	149930620	Ha412HOChr08g0368031	CMD_e
Ha412HOChr09	159692230	159694561	Ha412HOChr09g0410991	CMD_e
Ha412HOChr10	90276883	90278242	Ha412HOChr10g0449731	MAR_e
Ha412HOChr12	56695775	56697024	Ha412HOChr12g0555561	MAR_e
Ha412HOChr02	169229139	169267961	Ha412HOChr02g0084321	RH_e
Ha412HOChr08	145425274	145435016	Ha412HOChr08g0367351	RH_e
Ha412HOChr13	15499874	15506028	Ha412HOChr13g0585611	RH_e
Ha412HOChr13	15710062	15714390	Ha412HOChr13g0585631	RH_e
Ha412HOChr13	15721813	15727847	Ha412HOChr13g0585641	RH_e
Ha412HOChr16	164702052	164708773	Ha412HOChr16g0785581	RH_e
Ha412HOChr16	164711380	164719568	Ha412HOChr16g0785591	RH_e
