chrom	start	end	mid	the_mds	outlier	n	mds_coord
HanXRQChr17	50533376	50836759	50685067.5	0.10554290175242734	Outlier	8562	mds38-pos
HanXRQChr17	51823468	52308566	52066017	0.1166538313400274	Outlier	8566	mds38-pos
HanXRQChr17	53277177	53544206	53410691.5	0.2185082041023666	Outlier	8570	mds38-pos
HanXRQChr17	53544272	53606801	53575536.5	0.15146698338663675	Outlier	8571	mds38-pos
HanXRQChr17	53606806	54014870	53810838	0.17083706984418898	Outlier	8572	mds38-pos
HanXRQChr17	54014891	54238892	54126891.5	0.18566551568001416	Outlier	8573	mds38-pos
HanXRQChr17	54238926	54540359	54389642.5	0.14196200570730358	Outlier	8574	mds38-pos
HanXRQChr17	54801969	54834989	54818479	0.12495766919253325	Outlier	8576	mds38-pos
HanXRQChr17	54834992	55198743	55016867.5	0.11665661838825711	Outlier	8577	mds38-pos
HanXRQChr17	55619077	55748827	55683952	0.1575922745466892	Outlier	8579	mds38-pos
HanXRQChr17	55748848	55884447	55816647.5	0.15093795924224973	Outlier	8580	mds38-pos
HanXRQChr17	56070983	56413201	56242092	0.12073066274419138	Outlier	8582	mds38-pos
HanXRQChr17	56413202	56689572	56551387	0.12374184908669454	Outlier	8583	mds38-pos
HanXRQChr17	59463825	59557372	59510598.5	0.1437239237259196	Outlier	8589	mds38-pos
HanXRQChr17	59557383	59829937	59693660	0.13115515233845823	Outlier	8590	mds38-pos
HanXRQChr17	60264213	60503189	60383701	0.1204188516566367	Outlier	8592	mds38-pos
HanXRQChr17	60532863	60612209	60572536	0.12609139080308127	Outlier	8595	mds38-pos
HanXRQChr17	61607745	61809205	61708475	0.12204674512988063	Outlier	8598	mds38-pos
HanXRQChr17	61809214	61980571	61894892.5	0.13421469208455103	Outlier	8599	mds38-pos
HanXRQChr17	61980592	62131523	62056057.5	0.11310245992107879	Outlier	8600	mds38-pos
HanXRQChr17	62736202	63578139	63157170.5	0.11252202019575294	Outlier	8604	mds38-pos
HanXRQChr17	63578141	63828804	63703472.5	0.11483990890194345	Outlier	8605	mds38-pos
HanXRQChr17	64466343	64692912	64579627.5	0.1104076069451532	Outlier	8608	mds38-pos
HanXRQChr17	64692936	64778162	64735549	0.15535807063237067	Outlier	8609	mds38-pos
HanXRQChr17	72229275	72331595	72280435	0.1179261530548774	Outlier	8636	mds38-pos
HanXRQChr17	73003794	73298127	73150960.5	0.12952924474665134	Outlier	8642	mds38-pos
HanXRQChr17	73298136	73439153	73368644.5	0.11935187981628151	Outlier	8643	mds38-pos
HanXRQChr10	68730200	69395793	69062996.5	-0.16043101304935567	Outlier	4542	mds37-neg
HanXRQChr10	69396427	71735908	70566167.5	-0.11358984950707611	Outlier	4543	mds37-neg
HanXRQChr10	73548849	74132458	73840653.5	-0.11369058058310338	Outlier	4548	mds37-neg
HanXRQChr10	74132463	75523645	74828054	-0.13371094399263542	Outlier	4549	mds37-neg
HanXRQChr10	95342176	95658460	95500318	-0.15192356596577755	Outlier	4590	mds37-neg
HanXRQChr10	102788987	103830733	103309860	-0.12837396658985603	Outlier	4610	mds37-neg
HanXRQChr10	110936667	112774436	111855551.5	-0.13709057213508355	Outlier	4630	mds37-neg
HanXRQChr10	125950285	128281162	127115723.5	-0.13771331375579743	Outlier	4661	mds37-neg
HanXRQChr10	129960359	130839187	130399773	-0.10854932751855777	Outlier	4663	mds37-neg
HanXRQChr10	139230103	140059605	139644854	-0.13925134578582618	Outlier	4678	mds37-neg
HanXRQChr10	155394661	155583195	155488928	-0.12136350748228097	Outlier	4707	mds37-neg
HanXRQChr10	161189853	161984066	161586959.5	-0.11920428323696504	Outlier	4716	mds37-neg
HanXRQChr01	18353280	18761129	18557204.5	0.14740534719004794	Outlier	52	mds37-pos
HanXRQChr01	18761153	19456443	19108798	0.13924778607264068	Outlier	53	mds37-pos
HanXRQChr01	23632317	26488313	25060315	0.13087424645521448	Outlier	61	mds37-pos
HanXRQChr01	26488349	27176833	26832591	0.12400178608862336	Outlier	62	mds37-pos
HanXRQChr01	30776531	33669366	32222948.5	0.1490157544862647	Outlier	65	mds37-pos
HanXRQChr01	33669380	34256268	33962824	0.11479353321601385	Outlier	66	mds37-pos
HanXRQChr01	34256280	34611512	34433896	0.12889268365237957	Outlier	67	mds37-pos
HanXRQChr01	38328237	38384257	38356247	0.1163322749178334	Outlier	74	mds37-pos
HanXRQChr01	38384261	38554014	38469137.5	0.12406935840964022	Outlier	75	mds37-pos
HanXRQChr01	50280854	51373380	50827117	0.1230294565620029	Outlier	108	mds37-pos
HanXRQChr01	119714597	119937149	119825873	0.10934355277149352	Outlier	327	mds37-pos
HanXRQChr01	119937166	120431699	120184432.5	0.12151058223334359	Outlier	328	mds37-pos
HanXRQChr08	93719265	93944184	93831724.5	0.10609915678128962	Outlier	3536	mds36-pos
HanXRQChr08	94628184	94904272	94766228	0.10659682934399389	Outlier	3540	mds36-pos
HanXRQChr08	94904286	94927957	94916121.5	0.1130634880062556	Outlier	3541	mds36-pos
HanXRQChr08	95345944	95690320	95518132	0.12184759175408563	Outlier	3544	mds36-pos
HanXRQChr08	96938421	97270921	97104671	0.11850447029872607	Outlier	3551	mds36-pos
HanXRQChr08	97270959	97390777	97330868	0.13232313192203465	Outlier	3552	mds36-pos
HanXRQChr08	97390825	97654553	97522689	0.11702784848159489	Outlier	3553	mds36-pos
HanXRQChr08	97654559	97739004	97696781.5	0.11649345497104226	Outlier	3554	mds36-pos
HanXRQChr08	98766332	98843270	98804801	0.11579368854596366	Outlier	3556	mds36-pos
HanXRQChr08	98843273	99255819	99049546	0.11967213628602422	Outlier	3557	mds36-pos
HanXRQChr08	99255846	99416090	99335968	0.13281149148501126	Outlier	3558	mds36-pos
HanXRQChr08	100543183	100710423	100626803	0.11644616877014966	Outlier	3563	mds36-pos
HanXRQChr08	101817590	102483134	102150362	0.1071507789074848	Outlier	3568	mds36-pos
HanXRQChr14	43241884	43673895	43457889.5	-0.12909112677787032	Outlier	6654	mds35-neg
HanXRQChr14	47152594	47890693	47521643.5	-0.12561216762272784	Outlier	6665	mds35-neg
HanXRQChr14	47890694	48560140	48225417	-0.12027517484907209	Outlier	6666	mds35-neg
HanXRQChr14	48560175	49412991	48986583	-0.132768117803545	Outlier	6667	mds35-neg
HanXRQChr14	49673590	50478910	50076250	-0.1174968330163046	Outlier	6669	mds35-neg
HanXRQChr14	51284197	51592010	51438103.5	-0.11688772457074996	Outlier	6672	mds35-neg
HanXRQChr16	7605801	7922779	7764290	-0.1510856586358753	Outlier	7796	mds34-neg
HanXRQChr16	9554013	9986756	9770384.5	-0.24162983484398404	Outlier	7801	mds34-neg
HanXRQChr16	9986780	10159893	10073336.5	-0.2852988818706281	Outlier	7802	mds34-neg
HanXRQChr16	10159895	10193637	10176766	-0.27311145109376456	Outlier	7803	mds34-neg
HanXRQChr16	10193645	10414919	10304282	-0.26998843707333964	Outlier	7804	mds34-neg
HanXRQChr16	10415818	10656367	10536092.5	-0.196954516049513	Outlier	7805	mds34-neg
HanXRQChr16	10656368	10748593	10702480.5	-0.1174490897003061	Outlier	7806	mds34-neg
HanXRQChr16	10748680	10890624	10819652	-0.3008968001355684	Outlier	7807	mds34-neg
HanXRQChr16	10891079	11042916	10966997.5	-0.1281671888167751	Outlier	7808	mds34-neg
HanXRQChr16	11210598	11414356	11312477	-0.2609164299592824	Outlier	7811	mds34-neg
HanXRQChr16	11414362	11550715	11482538.5	-0.2617969828832373	Outlier	7812	mds34-neg
HanXRQChr16	11550722	11592282	11571502	-0.250996982419364	Outlier	7813	mds34-neg
HanXRQChr16	11592286	11731517	11661901.5	-0.25231915095000845	Outlier	7814	mds34-neg
HanXRQChr16	11731525	11840853	11786189	-0.2208732765967974	Outlier	7815	mds34-neg
HanXRQChr16	11840854	11902110	11871482	-0.2455554662759515	Outlier	7816	mds34-neg
HanXRQChr16	11902148	11938612	11920380	-0.23826416283507565	Outlier	7817	mds34-neg
HanXRQChr16	12582706	12974776	12778741	-0.2690990431095868	Outlier	7819	mds34-neg
HanXRQChr16	12974777	13069611	13022194	-0.3050330043365618	Outlier	7820	mds34-neg
HanXRQChr16	13069617	13243568	13156592.5	-0.2877360524310993	Outlier	7821	mds34-neg
HanXRQChr09	79364307	80643572	80003939.5	0.11479697444546588	Outlier	3856	mds34-pos
HanXRQChr09	89605988	90126923	89866455.5	0.11839405246473388	Outlier	3876	mds34-pos
HanXRQChr09	96442479	97209433	96825956	0.13300841243560704	Outlier	3893	mds34-pos
HanXRQChr09	101656256	101898793	101777524.5	0.11246726627967107	Outlier	3897	mds34-pos
HanXRQChr09	64117723	64355532	64236627.5	-0.11074580224025585	Outlier	3811	mds33-neg
HanXRQChr09	79364307	80643572	80003939.5	-0.11321423932700195	Outlier	3856	mds33-neg
HanXRQChr09	95656875	96221542	95939208.5	-0.11170543090692657	Outlier	3891	mds33-neg
HanXRQChr09	96442479	97209433	96825956	-0.17652143978993118	Outlier	3893	mds33-neg
HanXRQChr09	101262338	101656242	101459290	-0.1408250184558022	Outlier	3896	mds33-neg
HanXRQChr09	101656256	101898793	101777524.5	-0.13839224020418117	Outlier	3897	mds33-neg
HanXRQChr02	24275566	24370988	24323277	0.13504989256318103	Outlier	544	mds31-pos
HanXRQChr02	24371000	24652594	24511797	0.12273049565167375	Outlier	545	mds31-pos
HanXRQChr02	26263018	26883013	26573015.5	0.11851326237428127	Outlier	550	mds31-pos
HanXRQChr02	32653815	32966233	32810024	0.11686550845806508	Outlier	567	mds31-pos
HanXRQChr02	32998403	34528307	33763355	0.11682169858009171	Outlier	569	mds31-pos
HanXRQChr02	36477430	37230566	36853998	0.11664864336079198	Outlier	574	mds31-pos
HanXRQChr02	46507840	47231053	46869446.5	0.12840654653276948	Outlier	592	mds31-pos
HanXRQChr02	47487410	47731215	47609312.5	0.12731592327205926	Outlier	594	mds31-pos
HanXRQChr02	51810420	52003785	51907102.5	0.17120193240285048	Outlier	601	mds31-pos
HanXRQChr02	52003791	52616040	52309915.5	0.16727197916433145	Outlier	602	mds31-pos
HanXRQChr02	53029222	53767967	53398594.5	0.11595770210814618	Outlier	604	mds31-pos
HanXRQChr02	55840507	56953965	56397236	0.1276998994513513	Outlier	610	mds31-pos
HanXRQChr02	57975232	60273229	59124230.5	0.11459019230679181	Outlier	614	mds31-pos
HanXRQChr02	60273256	60784067	60528661.5	0.21433381183323447	Outlier	615	mds31-pos
HanXRQChr02	60784111	61877508	61330809.5	0.20030667773848018	Outlier	616	mds31-pos
HanXRQChr02	61877525	62812845	62345185	0.15625251239141802	Outlier	617	mds31-pos
HanXRQChr02	63135380	63284870	63210125	0.1425895309445078	Outlier	619	mds31-pos
HanXRQChr02	63284897	63506837	63395867	0.1956482058788603	Outlier	620	mds31-pos
HanXRQChr02	63506849	63544170	63525509.5	0.2107149707101315	Outlier	621	mds31-pos
HanXRQChr02	63544239	64373418	63958828.5	0.16661441203639257	Outlier	622	mds31-pos
HanXRQChr02	64373442	64873790	64623616	0.11744707217886564	Outlier	623	mds31-pos
HanXRQChr02	69712584	70820216	70266400	0.14312819719776423	Outlier	632	mds31-pos
HanXRQChr02	72519604	73816876	73168240	0.18941476063813384	Outlier	635	mds31-pos
HanXRQChr02	73816878	74469986	74143432	0.14841951922999919	Outlier	636	mds31-pos
HanXRQChr02	74469987	75356758	74913372.5	0.1296126461953535	Outlier	637	mds31-pos
HanXRQChr02	78111304	79473530	78792417	0.14096435778641336	Outlier	643	mds31-pos
HanXRQChr02	79473605	80486717	79980161	0.1265825993651319	Outlier	644	mds31-pos
HanXRQChr02	80486719	80630382	80558550.5	0.18681994334049062	Outlier	645	mds31-pos
HanXRQChr02	80630383	81887198	81258790.5	0.18697436969396983	Outlier	646	mds31-pos
HanXRQChr02	85964428	86647497	86305962.5	0.14420035338167717	Outlier	652	mds31-pos
HanXRQChr02	93941163	94641795	94291479	0.23143183298332037	Outlier	663	mds31-pos
HanXRQChr02	94641796	95050701	94846248.5	0.17077972146404247	Outlier	664	mds31-pos
HanXRQChr02	95333444	95515197	95424320.5	0.12526943454483558	Outlier	666	mds31-pos
HanXRQChr02	95920309	96965073	96442691	0.11998678641619055	Outlier	668	mds31-pos
HanXRQChr02	96965074	98194260	97579667	0.2081850751691431	Outlier	669	mds31-pos
HanXRQChr02	98194332	98695806	98445069	0.17566442682429165	Outlier	670	mds31-pos
HanXRQChr02	103456106	104191301	103823703.5	0.16562209547178314	Outlier	678	mds31-pos
HanXRQChr02	104191304	104307641	104249472.5	0.12689947430840193	Outlier	679	mds31-pos
HanXRQChr02	104745109	105000400	104872754.5	0.12566546877175044	Outlier	681	mds31-pos
HanXRQChr02	105981484	106628674	106305079	0.11533731530198306	Outlier	684	mds31-pos
HanXRQChr02	106628710	107211121	106919915.5	0.14224482263312802	Outlier	685	mds31-pos
HanXRQChr02	107211195	108043962	107627578.5	0.162877791072865	Outlier	686	mds31-pos
HanXRQChr02	108043981	109206492	108625236.5	0.119822970648171	Outlier	687	mds31-pos
HanXRQChr02	109206541	109962840	109584690.5	0.1180696175726995	Outlier	688	mds31-pos
HanXRQChr17	194165875	194934976	194550425.5	0.2007904578093453	Outlier	8872	mds24-pos
HanXRQChr17	194935085	195083736	195009410.5	0.14132091681375966	Outlier	8873	mds24-pos
HanXRQChr17	195083752	195274438	195179095	0.19000915142816935	Outlier	8874	mds24-pos
HanXRQChr17	195274439	195410976	195342707.5	0.22397549591263302	Outlier	8875	mds24-pos
HanXRQChr17	195410991	195558935	195484963	0.16815062241518142	Outlier	8876	mds24-pos
HanXRQChr17	195558936	195656220	195607578	0.23562728845181655	Outlier	8877	mds24-pos
HanXRQChr17	195656229	195760113	195708171	0.18860001311351784	Outlier	8878	mds24-pos
HanXRQChr17	195760132	195835615	195797873.5	0.2228395822545996	Outlier	8879	mds24-pos
HanXRQChr17	195835617	196145498	195990557.5	0.24884241723239076	Outlier	8880	mds24-pos
HanXRQChr17	196145500	196334311	196239905.5	0.22447933306297954	Outlier	8881	mds24-pos
HanXRQChr17	196334990	197082419	196708704.5	0.22059497914802062	Outlier	8882	mds24-pos
HanXRQChr17	197082579	197234351	197158465	0.17244110626875747	Outlier	8883	mds24-pos
HanXRQChr17	197799116	198227503	198013309.5	0.1451920708113928	Outlier	8887	mds24-pos
HanXRQChr17	198227505	198618477	198422991	0.22677656979550992	Outlier	8888	mds24-pos
HanXRQChr17	198618532	198888898	198753715	0.25632047736854363	Outlier	8889	mds24-pos
HanXRQChr17	198888966	199166512	199027739	0.31838884743525114	Outlier	8890	mds24-pos
HanXRQChr17	199166514	199490445	199328479.5	0.1808721895702459	Outlier	8891	mds24-pos
HanXRQChr17	199497486	199612818	199555152	0.2422555263633698	Outlier	8892	mds24-pos
HanXRQChr17	199612825	199979524	199796174.5	0.17151907918510106	Outlier	8893	mds24-pos
HanXRQChr17	201324564	201763764	201544164	0.14821973684871567	Outlier	8897	mds24-pos
HanXRQChr17	201997994	202077813	202037903.5	0.17934297647817665	Outlier	8899	mds24-pos
HanXRQChr17	202077815	202536935	202307375	0.15175229989838318	Outlier	8900	mds24-pos
HanXRQChr17	202536940	202617383	202577161.5	0.1533303359033183	Outlier	8901	mds24-pos
HanXRQChr17	214555093	214701078	214628085.5	0.13505887761711025	Outlier	8943	mds24-pos
HanXRQChr06	51058789	51217423	51138106	0.3384471776144198	Outlier	2799	mds23-pos
HanXRQChr06	51217435	51736491	51476963	0.35535391322639287	Outlier	2800	mds23-pos
HanXRQChr06	52305213	52673130	52489171.5	0.27360417510647517	Outlier	2802	mds23-pos
HanXRQChr06	52673135	52883503	52778319	0.505380541453455	Outlier	2803	mds23-pos
HanXRQChr06	52883506	53105390	52994448	0.43130224454253974	Outlier	2804	mds23-pos
HanXRQChr06	53105417	53618395	53361906	0.25271722370992067	Outlier	2805	mds23-pos
HanXRQChr06	53618403	54136258	53877330.5	0.33118972587384393	Outlier	2806	mds23-pos
HanXRQChr06	54136260	54185713	54160986.5	0.39274213651518614	Outlier	2807	mds23-pos
HanXRQChr06	54185763	54446543	54316153	0.3815277467330116	Outlier	2808	mds23-pos
HanXRQChr06	55228397	55576298	55402347.5	0.29406535611281737	Outlier	2811	mds23-pos
HanXRQChr06	55576303	56159081	55867692	0.37126257999550977	Outlier	2812	mds23-pos
HanXRQChr06	56159092	56436521	56297806.5	0.37869818254776466	Outlier	2813	mds23-pos
HanXRQChr06	56436560	56938088	56687324	0.3191184181756404	Outlier	2814	mds23-pos
HanXRQChr06	59163200	59449172	59306186	0.44395074642198273	Outlier	2819	mds23-pos
HanXRQChr06	59449175	59625727	59537451	0.48561770597272524	Outlier	2820	mds23-pos
HanXRQChr06	59625734	59843820	59734777	0.3550101677312088	Outlier	2821	mds23-pos
HanXRQChr06	59843859	60255863	60049861	0.3651572764364652	Outlier	2822	mds23-pos
HanXRQChr06	60255887	60471982	60363934.5	0.4206400663672796	Outlier	2823	mds23-pos
HanXRQChr06	60472014	60928952	60700483	0.4938928876655967	Outlier	2824	mds23-pos
HanXRQChr06	60928988	61530789	61229888.5	0.3625683104644525	Outlier	2825	mds23-pos
HanXRQChr06	61530796	62175708	61853252	0.2803829871675665	Outlier	2826	mds23-pos
HanXRQChr06	62175750	62309655	62242702.5	0.34023836502941235	Outlier	2827	mds23-pos
HanXRQChr06	62309679	62879407	62594543	0.4155194808586105	Outlier	2828	mds23-pos
HanXRQChr06	62879437	63163905	63021671	0.4940757510569778	Outlier	2829	mds23-pos
HanXRQChr06	63163911	63233579	63198745	0.3063880365601345	Outlier	2830	mds23-pos
HanXRQChr06	63233580	63549366	63391473	0.38672514247611123	Outlier	2831	mds23-pos
HanXRQChr06	64294739	65520145	64907442	0.18158404842895542	Outlier	2833	mds23-pos
HanXRQChr06	70105547	70306121	70205834	0.17868939739676448	Outlier	2841	mds23-pos
HanXRQChr06	71034671	71454635	71244653	0.2050808470120773	Outlier	2843	mds23-pos
HanXRQChr17	13633012	13971656	13802334	-0.2225288109545058	Outlier	8400	mds13-neg
HanXRQChr17	13971680	14002473	13987076.5	-0.224892209127671	Outlier	8401	mds13-neg
HanXRQChr17	16165905	16217877	16191891	-0.2735768112059367	Outlier	8408	mds13-neg
HanXRQChr17	16217880	16274670	16246275	-0.2910789823025159	Outlier	8409	mds13-neg
HanXRQChr17	16274684	16363570	16319127	-0.28364684066441337	Outlier	8410	mds13-neg
HanXRQChr17	16363571	16524030	16443800.5	-0.2604725702708611	Outlier	8411	mds13-neg
HanXRQChr17	16524040	16611109	16567574.5	-0.2535049304916424	Outlier	8412	mds13-neg
HanXRQChr17	16611144	16779334	16695239	-0.2514492442595826	Outlier	8413	mds13-neg
HanXRQChr17	16779344	17046164	16912754	-0.22319788453753406	Outlier	8414	mds13-neg
HanXRQChr17	17046183	17092316	17069249.5	-0.28853581699806147	Outlier	8415	mds13-neg
HanXRQChr17	17092321	17227791	17160056	-0.2771158896645018	Outlier	8416	mds13-neg
HanXRQChr17	17524236	17620920	17572578	-0.29887942650291244	Outlier	8418	mds13-neg
HanXRQChr17	17620921	17647466	17634193.5	-0.26607708617077025	Outlier	8419	mds13-neg
HanXRQChr17	17647470	17820695	17734082.5	-0.2762017483364569	Outlier	8420	mds13-neg
HanXRQChr17	17820696	17856989	17838842.5	-0.2717032665920123	Outlier	8421	mds13-neg
HanXRQChr17	18395171	18621175	18508173	-0.2796918868170294	Outlier	8424	mds13-neg
HanXRQChr17	18621177	18996781	18808979	-0.2556207635540942	Outlier	8425	mds13-neg
HanXRQChr17	18997021	19119622	19058321.5	-0.2751661009595242	Outlier	8426	mds13-neg
HanXRQChr17	19119625	19252458	19186041.5	-0.2701499941951327	Outlier	8427	mds13-neg
HanXRQChr17	19252490	19302373	19277431.5	-0.23830927612869468	Outlier	8428	mds13-neg
HanXRQChr17	19302532	19834896	19568714	-0.23806350964497722	Outlier	8429	mds13-neg
HanXRQChr17	20218037	20279653	20248845	-0.27511344748550043	Outlier	8431	mds13-neg
HanXRQChr17	20279696	20357685	20318690.5	-0.2627598472041738	Outlier	8432	mds13-neg
HanXRQChr17	20357700	20394997	20376348.5	-0.2715367667503412	Outlier	8433	mds13-neg
HanXRQChr17	20395015	20411983	20403499	-0.2519195157351017	Outlier	8434	mds13-neg
HanXRQChr17	20411987	20517596	20464791.5	-0.252439711988204	Outlier	8435	mds13-neg
HanXRQChr17	20517599	20597968	20557783.5	-0.23583960743494659	Outlier	8436	mds13-neg
HanXRQChr17	20597972	20890428	20744200	-0.2599235808484372	Outlier	8437	mds13-neg
HanXRQChr17	20890461	21126020	21008240.5	-0.2649661429669122	Outlier	8438	mds13-neg
HanXRQChr17	21126024	21188967	21157495.5	-0.24395292875742342	Outlier	8439	mds13-neg
HanXRQChr17	21188978	21563927	21376452.5	-0.25480330176633165	Outlier	8440	mds13-neg
HanXRQChr17	21563930	21677156	21620543	-0.24581599494662149	Outlier	8441	mds13-neg
HanXRQChr17	21677349	22072329	21874839	-0.2681114974027752	Outlier	8442	mds13-neg
HanXRQChr17	22072335	22147088	22109711.5	-0.26980999368431	Outlier	8443	mds13-neg
HanXRQChr17	22147107	22273202	22210154.5	-0.26112506173352434	Outlier	8444	mds13-neg
HanXRQChr17	22273205	22434728	22353966.5	-0.2686873358024253	Outlier	8445	mds13-neg
HanXRQChr17	22434729	22484783	22459756	-0.30529782370835623	Outlier	8446	mds13-neg
HanXRQChr17	22484789	22580692	22532740.5	-0.27196777316498766	Outlier	8447	mds13-neg
HanXRQChr17	22580725	22759786	22670255.5	-0.2886827321032399	Outlier	8448	mds13-neg
HanXRQChr17	22759799	22859167	22809483	-0.2373737111813059	Outlier	8449	mds13-neg
HanXRQChr17	22859195	22896478	22877836.5	-0.22049471988345545	Outlier	8450	mds13-neg
HanXRQChr17	22896488	22948857	22922672.5	-0.30217507279360917	Outlier	8451	mds13-neg
HanXRQChr17	23685914	23791329	23738621.5	-0.26296086578414835	Outlier	8453	mds13-neg
HanXRQChr17	23791332	23819567	23805449.5	-0.26426731590873787	Outlier	8454	mds13-neg
HanXRQChr17	23819585	23907928	23863756.5	-0.21177963755740015	Outlier	8455	mds13-neg
HanXRQChr17	23907933	24065800	23986866.5	-0.24331880216675988	Outlier	8456	mds13-neg
HanXRQChr17	24065850	24241769	24153809.5	-0.2611727675319644	Outlier	8457	mds13-neg
HanXRQChr17	24244097	24419780	24331938.5	-0.28364945365385347	Outlier	8458	mds13-neg
HanXRQChr17	24419789	24483456	24451622.5	-0.2514739471066647	Outlier	8459	mds13-neg
HanXRQChr17	24483504	24593572	24538538	-0.25491492274963656	Outlier	8460	mds13-neg
HanXRQChr17	24594479	24683065	24638772	-0.2616441370978759	Outlier	8461	mds13-neg
HanXRQChr17	24683066	24784736	24733901	-0.2310935194151082	Outlier	8462	mds13-neg
HanXRQChr17	25120907	25450572	25285739.5	-0.2626424229179499	Outlier	8465	mds13-neg
HanXRQChr17	25450602	25536338	25493470	-0.26030133444317444	Outlier	8466	mds13-neg
HanXRQChr17	25536342	25620861	25578601.5	-0.27945992192673474	Outlier	8467	mds13-neg
HanXRQChr17	25620867	25683581	25652224	-0.2690075694583269	Outlier	8468	mds13-neg
HanXRQChr17	25683631	25751481	25717556	-0.23787991653297852	Outlier	8469	mds13-neg
HanXRQChr17	25751514	25922532	25837023	-0.23702389471296104	Outlier	8470	mds13-neg
HanXRQChr17	26007689	26294098	26150893.5	-0.23539501395241963	Outlier	8472	mds13-neg
HanXRQChr17	26294169	27155802	26724985.5	-0.22965734749194555	Outlier	8473	mds13-neg
HanXRQChr17	39480649	39725363	39603006	-0.27632416099865953	Outlier	8520	mds13-neg
HanXRQChr17	39725370	39927229	39826299.5	-0.26280189952637006	Outlier	8521	mds13-neg
HanXRQChr07	56641116	56731345	56686230.5	0.21612100325669456	Outlier	3015	mds13-pos
HanXRQChr07	56731348	57354622	57042985	0.20828986643160902	Outlier	3016	mds13-pos
HanXRQChr07	57354633	57693604	57524118.5	0.2011841070398433	Outlier	3017	mds13-pos
HanXRQChr07	58650211	58969980	58810095.5	0.22053497035116246	Outlier	3019	mds13-pos
HanXRQChr07	58969988	59189021	59079504.5	0.2246242101956718	Outlier	3020	mds13-pos
HanXRQChr07	59189022	59397211	59293116.5	0.25424594112392623	Outlier	3021	mds13-pos
HanXRQChr07	59647051	59704747	59675899	0.25858719398262253	Outlier	3023	mds13-pos
HanXRQChr07	59704750	60018458	59861604	0.24209877698096735	Outlier	3024	mds13-pos
HanXRQChr07	60018461	60113678	60066069.5	0.23555949900855186	Outlier	3025	mds13-pos
HanXRQChr07	61117705	62029091	61573398	0.22395034221477444	Outlier	3028	mds13-pos
HanXRQChr07	62029102	62174498	62101800	0.27587440260965623	Outlier	3029	mds13-pos
HanXRQChr07	62174500	62566591	62370545.5	0.2244431101021761	Outlier	3030	mds13-pos
HanXRQChr07	62950634	63254452	63102543	0.22475681994887772	Outlier	3033	mds13-pos
HanXRQChr07	63254470	63373035	63313752.5	0.19875681286030528	Outlier	3034	mds13-pos
