Scaffold ID, scaffold position, LG, genetic position
Ha412HOChr15,26643469,3,13.12
Ha412HOChr05,54889387,5,56.74
Ha412HOChr09,143409186,9,40.07
Ha412HOChr06,11746581,6,29.08
Ha412HOChr01,153469697,1,60.64
Ha412HOChr04,216005689,4,90.07
Ha412HOChr16,164581832,16,58.87
Ha412HOChr14,153208609,14,26.95
Ha412HOChr08,25031153,8,41.49
Ha412HOChr14,142498706,14,24.47
Ha412HOChr05,152627644,5,63.83
Ha412HOChr13,78956556,13,10.28
Ha412HOChr05,133391953,5,60.99
Ha412HOChr01,59457798,1,6.03
Ha412HOChr07,123107615,7,15.60
Ha412HOChr10,159869257,10,50.35
Ha412HOChr15,23699199,15,39.72
Ha412HOChr15,68872249,5,63.83
Ha412HOChr16,21331026,16,45.74
Ha412HOChr12,61753533,12,50.35
Ha412HOChr01,154090351,1,60.99
Ha412HOChr08,46612853,8,45.39
Ha412HOChr16,215298282,15,45.74
Ha412HOChr06,10517444,6,25.53
Ha412HOChr02,60621506,2,27.66
Ha412HOChr14,154048344,14,26.95
Ha412HOChr05,181416566,5,83.33
Ha412HOChr05,163592976,5,63.83
Ha412HOChr02,147625526,2,30.14
Ha412HOChr05,164929324,5,63.83
Ha412HOChr08,9924472,8,30.85
Ha412HOChr14,102582784,14,6.74
Ha412HOChr16,3175844,16,5.32
Ha412HOChr08,58596432,8,45.74
Ha412HOChr08,23415480,8,40.07
Ha412HOChr03,4637473,2,28.72
Ha412HOChr16,42851473,16,49.29
Ha412HOChr08,26071387,8,41.84
Ha412HOChr14,143450815,14,25.53
Ha412HOChr13,62875730,13,1.77
Ha412HOChr05,161427479,5,63.83
Ha412HOChr03,141921874,3,18.79
Ha412HOChr11,723198,11,0.00
Ha412HOChr06,34412161,6,36.17
Ha412HOChr11,179085125,11,60.99
Ha412HOChr10,29599419,10,39.36
Ha412HOChr12,7222215,12,14.89
Ha412HOChr16,186113262,16,62.06
Ha412HOChr15,10741369,15,34.04
Ha412HOChr13,164304367,13,46.81
Ha412HOChr05,161965536,5,63.83
Ha412HOChr07,131532861,7,18.09
Ha412HOChr02,181319788,13,52.84
Ha412HOChr02,159743797,2,31.21
Ha412HOChr07,152957139,7,33.69
Ha412HOChr10,177203015,10,58.51
Ha412HOChr09,45431029,9,21.28
Ha412HOChr13,7985444,13,0.71
Ha412HOChr03,152537962,3,21.99
Ha412HOChr09,191931532,9,68.09
Ha412HOChr06,4261768,6,8.87
Ha412HOChr01,147428573,1,52.48
Ha412HOChr01,112987558,1,24.11
Ha412HOChr09,132928059,9,32.98
Ha412HOChr13,49608752,13,0.71
Ha412HOChr06,55505674,6,41.84
Ha412HOChr05,132100164,5,60.64
Ha412HOChr05,186328051,5,108.51
Ha412HOChr01,76069419,1,11.70
Ha412HOChr05,1668626,5,4.61
Ha412HOChr10,124444389,10,45.04
Ha412HOChr11,193128324,11,92.55
Ha412HOChr09,196170904,9,82.27
Ha412HOChr03,158079348,3,27.66
Ha412HOChr11,188365861,11,79.08
Ha412HOChr06,49235501,6,41.84
Ha412HOChr05,112411607,5,57.80
Ha412HOChr15,61325610,15,49.29
Ha412HOChr14,141637223,14,24.47
Ha412HOChr09,133217755,9,32.98
Ha412HOChr09,102170955,9,21.99
Ha412HOChr08,50790240,8,45.74
Ha412HOChr13,91748655,13,24.82
Ha412HOChr12,71782696,12,56.38
Ha412HOChr14,150237206,14,26.24
Ha412HOChr15,60536437,15,48.94
Ha412HOChr15,5379972,15,18.44
Ha412HOChr07,128560932,7,17.02
Ha412HOChr13,163875931,13,46.81
Ha412HOChr16,143445688,16,50.71
Ha412HOChr01,130842121,1,28.01
Ha412HOChr14,157095955,14,28.01
Ha412HOChr02,71565408,2,27.66
Ha412HOChr11,191783656,11,90.43
Ha412HOChr01,134707930,1,30.14
Ha412HOChr04,212266420,4,78.01
Ha412HOChr16,147379261,16,51.42
Ha412HOChr15,14464119,15,36.52
Ha412HOChr02,46955188,2,27.30
Ha412HOChr14,162150989,14,31.21
Ha412HOChr03,153220698,3,21.99
Ha412HOChr01,113908966,1,24.47
Ha412HOChr07,153395807,7,35.11
Ha412HOChr06,101904412,6,45.04
Ha412HOChr10,177595488,10,59.22
Ha412HOChr15,732143,15,0.35
Ha412HOChr01,142825951,1,42.55
Ha412HOChr12,71277260,12,56.74
Ha412HOChr13,68972275,13,2.48
Ha412HOChr08,25478715,8,41.49
Ha412HOChr02,183879568,2,68.09
Ha412HOChr04,25478392,4,47.16
Ha412HOChr04,203123701,4,62.77
Ha412HOChr05,4186775,1,41.84
Ha412HOChr05,19973343,5,50.35
Ha412HOChr08,5403196,8,19.86
Ha412HOChr14,167009457,14,31.56
Ha412HOChr17,11522530,17,25.89
Ha412HOChr08,92432387,8,51.77
Ha412HOChr04,215157264,4,85.82
Ha412HOChr09,133334389,9,33.33
Ha412HOChr09,188646747,9,56.74
Ha412HOChr14,117157032,14,12.77
Ha412HOChr10,116031154,10,44.68
Ha412HOChr08,8321002,8,28.01
Ha412HOChr09,194484216,9,75.53
Ha412HOChr10,21979242,10,34.04
Ha412HOChr01,151659472,1,59.57
Ha412HOChr08,49551687,8,45.39
Ha412HOChr14,120683217,14,15.25
Ha412HOChr04,55210450,4,52.48
Ha412HOChr11,193132853,11,92.55
Ha412HOChr05,173847315,5,63.83
Ha412HOChr04,446233,4,0.00
Ha412HOChr09,191035295,9,64.18
Ha412HOChr13,174877655,13,59.93
Ha412HOChr02,183514091,2,66.31
Ha412HOChr09,189602316,9,56.74
Ha412HOChr16,59372597,16,49.65
Ha412HOChr08,109996206,8,58.16
Ha412HOChr02,128694926,2,28.72
Ha412HOChr14,187873414,14,71.63
Ha412HOChr16,61522213,16,49.65
Ha412HOChr05,182243669,5,86.52
Ha412HOChr15,52590190,15,45.74
Ha412HOChr05,163555877,5,63.83
Ha412HOChr17,2068946,17,2.13
Ha412HOChr02,89677501,2,27.66
Ha412HOChr02,89677501,2,3.55
Ha412HOChr02,2711411,2,3.90
Ha412HOChr09,55902057,9,21.63
Ha412HOChr02,170410451,2,32.62
Ha412HOChr17,15517498,17,30.14
Ha412HOChr13,172394544,13,56.38
Ha412HOChr16,64094487,16,49.65
Ha412HOChr08,41216588,8,45.04
Ha412HOChr02,39249958,2,26.95
Ha412HOChr09,187278807,9,56.03
Ha412HOChr04,60870495,4,53.19
Ha412HOChr01,136830374,1,33.33
Ha412HOChr12,12406340,10,52.84
Ha412HOChr16,8523172,2,0.00
Ha412HOChr01,114605634,1,24.47
Ha412HOChr05,5854926,5,31.56
Ha412HOChr06,26501316,6,36.17
Ha412HOChr05,52105522,5,56.74
Ha412HOChr05,114916389,5,58.16
Ha412HOChr08,26007606,8,41.84
Ha412HOChr15,134673435,15,70.57
Ha412HOChr08,9626105,8,30.85
Ha412HOChr09,144523416,9,40.07
Ha412HOChr05,174932754,5,63.83
Ha412HOChr10,115209300,10,44.68
Ha412HOChr10,178241362,10,62.77
Ha412HOChr08,8188101,8,28.01
Ha412HOChr02,173503842,2,35.46
Ha412HOChr12,176542949,12,70.57
Ha412HOChr06,14524708,6,29.08
Ha412HOChr16,142471830,16,50.71
Ha412HOChr15,16472394,3,54.26
Ha412HOChr16,7819449,3,54.26
Ha412HOChr13,174463406,13,59.93
Ha412HOChr07,161444941,7,59.22
Ha412HOChr03,176241404,3,54.26
Ha412HOChr05,136587472,5,60.99
Ha412HOChr04,216491616,4,96.10
Ha412HOChr08,79149201,8,47.52
Ha412HOChr16,122158878,16,49.65
Ha412HOChr03,158044625,3,27.66
Ha412HOChr15,184766868,15,86.17
Ha412HOChr09,196703702,9,83.33
Ha412HOChr09,3418389,9,1.06
Ha412HOChr05,154767836,5,63.83
Ha412HOChr16,7006324,16,21.99
Ha412HOChr14,114935380,14,11.35
Ha412HOChr01,139403859,1,35.46
Ha412HOChr02,64332126,2,27.66
Ha412HOChr02,120535939,2,27.66
Ha412HOChr15,13673381,15,36.52
Ha412HOChr01,1098358,1,0.00
Ha412HOChr13,171113241,13,55.67
Ha412HOChr16,188229593,16,62.77
Ha412HOChr15,2788266,15,8.16
Ha412HOChr01,149122398,1,53.19
Ha412HOChr14,159548822,14,30.14
Ha412HOChr17,1309190,17,0.00
Ha412HOChr10,124241109,10,45.04
Ha412HOChr16,185674676,16,62.06
Ha412HOChr05,174175937,5,63.83
Ha412HOChr01,126727360,11,59.93
Ha412HOChr01,138791569,1,35.46
Ha412HOChr10,10076205,10,23.76
Ha412HOChr08,26082015,8,41.84
Ha412HOChr08,175878660,8,63.83
Ha412HOChr03,103965759,3,13.12
Ha412HOChr07,1247612,7,0.00
Ha412HOChr06,4317219,6,8.87
Ha412HOChr03,175799134,3,54.26
Ha412HOChr01,114606027,1,24.47
Ha412HOChr08,124892992,8,62.41
Ha412HOChr08,107773756,8,58.16
Ha412HOChr08,26826673,8,42.20
Ha412HOChr05,179624284,5,70.57
Ha412HOChr05,179624284,8,61.35
Ha412HOChr12,1249070,12,25.89
Ha412HOChr08,46544280,8,45.39
Ha412HOChr07,153324657,7,35.11
Ha412HOChr17,10522433,17,25.53
Ha412HOChr16,61942800,16,49.65
Ha412HOChr10,171675041,10,53.19
Ha412HOChr10,149696282,10,48.23
Ha412HOChr05,153110863,5,63.83
Ha412HOChr02,37642108,2,26.95
Ha412HOChr08,18616558,8,39.36
Ha412HOChr10,14376102,10,29.79
Ha412HOChr06,21197398,6,33.33
Ha412HOChr15,54091570,15,45.74
Ha412HOChr05,23303189,5,53.55
Ha412HOChr10,157852655,10,49.29
Ha412HOChr03,175433832,3,53.55
Ha412HOChr11,26163594,11,49.29
Ha412HOChr04,61698502,4,53.19
Ha412HOChr16,206705108,16,83.69
Ha412HOChr08,112857891,8,60.64
Ha412HOChr01,147533250,1,52.48
Ha412HOChr15,4359191,15,12.77
Ha412HOChr01,131542623,1,28.01
Ha412HOChr12,3867219,12,20.92
Ha412HOChr15,9381388,15,27.30
Ha412HOChr08,85051226,8,47.87
Ha412HOChr09,196116205,9,80.85
Ha412HOChr10,170090728,10,52.48
Ha412HOChr14,166747741,14,31.56
Ha412HOChr04,185810570,4,56.74
Ha412HOChr14,153211981,14,26.95
Ha412HOChr02,45692945,2,27.30
Ha412HOChr08,7791720,8,25.89
Ha412HOChr08,38161577,8,44.68
Ha412HOChr06,47348926,3,21.99
Ha412HOChr03,177053944,3,58.16
Ha412HOChr02,165836326,2,32.62
Ha412HOChr17,12102704,17,26.24
Ha412HOChr11,192227892,11,90.43
Ha412HOChr08,344190,8,1.06
Ha412HOChr05,144601762,5,61.70
Ha412HOChr09,187900594,9,56.03
Ha412HOChr15,103758862,7,3.55
Ha412HOChr01,127628989,1,25.18
Ha412HOChr09,143411767,9,40.07
Ha412HOChr15,10364348,15,34.04
Ha412HOChr10,189118940,10,99.65
Ha412HOChr04,191515554,4,60.99
Ha412HOChr05,184622891,5,94.68
Ha412HOChr07,151230332,7,31.56
Ha412HOChr02,104430206,2,27.66
Ha412HOChr03,176428574,3,54.96
Ha412HOChr06,100149915,6,45.04
Ha412HOChr09,186271579,9,54.61
Ha412HOChr04,52687231,4,52.48
Ha412HOChr13,71127609,13,2.48
Ha412HOChr16,185292007,16,62.41
Ha412HOChr05,170191808,5,63.83
Ha412HOChr04,192345980,4,60.99
Ha412HOChr14,9976969,14,0.35
Ha412HOChr13,175158035,13,59.93
Ha412HOChr04,191567625,4,60.99
Ha412HOChr05,168812098,5,63.83
Ha412HOChr08,50774624,8,39.36
Ha412HOChr05,170206061,5,63.83
Ha412HOChr13,172998870,13,56.38
Ha412HOChr16,205729785,16,82.27
Ha412HOChr09,158828918,8,39.36
Ha412HOChr04,215414617,4,87.59
Ha412HOChr12,1716591,12,25.18
Ha412HOChr01,95441894,1,22.70
Ha412HOChr08,37521879,8,44.33
Ha412HOChr04,201404783,4,62.77
Ha412HOChr10,138014456,10,45.39
Ha412HOChr06,99391827,6,45.04
Ha412HOChr04,605325,4,0.00
Ha412HOChr14,152506778,14,26.60
Ha412HOChr09,194449391,9,75.53
Ha412HOChr11,3932691,11,9.93
Ha412HOChr07,129247045,7,17.02
Ha412HOChr08,20761331,8,39.36
Ha412HOChr15,12830627,15,35.82
Ha412HOChr01,113651823,1,24.47
Ha412HOChr15,16679557,13,56.38
Ha412HOChr14,148447087,14,25.89
Ha412HOChr05,168803537,5,63.83
Ha412HOChr02,146696123,2,30.14
Ha412HOChr04,36487597,4,52.48
Ha412HOChr04,217884600,4,109.22
Ha412HOChr16,113972760,16,49.65
Ha412HOChr08,100459263,8,57.45
Ha412HOChr16,26750639,16,46.45
Ha412HOChr14,185227017,14,60.28
Ha412HOChr10,123025810,10,45.04
Ha412HOChr13,87922842,13,15.60
Ha412HOChr05,137193443,5,61.35
Ha412HOChr05,114919233,5,58.16
Ha412HOChr10,116822845,10,44.68
Ha412HOChr14,181779379,14,46.10
Ha412HOChr05,178156359,5,67.38
Ha412HOChr14,134704333,14,21.99
Ha412HOChr15,63249204,15,49.65
Ha412HOChr05,2074632,5,11.70
Ha412HOChr05,149231377,5,63.83
Ha412HOChr09,126355767,9,26.95
Ha412HOChr09,98048618,2,26.95
Ha412HOChr03,144190592,3,19.86
Ha412HOChr16,211291834,16,89.72
Ha412HOChr02,31394030,2,26.95
Ha412HOChr06,18018921,6,30.50
Ha412HOChr03,110790539,3,13.12
Ha412HOChr16,163231890,16,56.74
Ha412HOChr15,131319719,15,71.99
Ha412HOChr16,143440383,16,50.71
Ha412HOChr01,129619239,6,30.50
Ha412HOChr16,112164432,16,49.65
Ha412HOChr08,114972625,8,61.70
Ha412HOChr16,209462155,16,88.30
Ha412HOChr10,188793291,10,96.10
Ha412HOChr05,168240554,5,63.83
Ha412HOChr15,3443073,15,8.87
Ha412HOChr12,1254291,12,25.89
Ha412HOChr14,142196368,14,24.47
Ha412HOChr08,23078495,8,40.07
Ha412HOChr12,18750438,12,38.30
Ha412HOChr05,112523683,5,57.80
Ha412HOChr06,11882253,6,28.72
Ha412HOChr15,10205473,8,32.62
Ha412HOChr16,210736233,16,89.01
Ha412HOChr02,43110337,2,26.95
Ha412HOChr05,166455953,5,63.83
Ha412HOChr07,96773187,7,13.12
Ha412HOChr12,9710451,10,101.06
Ha412HOChr03,141572958,3,18.79
Ha412HOChr13,124438385,13,13.83
Ha412HOChr03,115018440,3,13.12
Ha412HOChr01,156706283,1,62.77
Ha412HOChr14,150959746,14,26.24
Ha412HOChr08,13746486,8,35.11
Ha412HOChr13,83379079,13,13.83
Ha412HOChr17,51373868,13,13.83
Ha412HOChr10,156607329,10,49.29
Ha412HOChr14,119225760,14,14.89
Ha412HOChr10,170109149,10,52.84
Ha412HOChr09,189485706,9,56.74
Ha412HOChr15,8749321,15,25.89
Ha412HOChr10,152083017,10,48.58
Ha412HOChr01,151034609,1,58.51
Ha412HOChr02,28578876,2,26.95
Ha412HOChr14,187178720,10,45.04
Ha412HOChr04,219252168,4,112.06
Ha412HOChr16,133661884,16,50.71
Ha412HOChr08,6000175,8,20.21
Ha412HOChr13,172498442,13,56.38
Ha412HOChr13,171358008,13,56.38
Ha412HOChr10,170094336,10,52.84
Ha412HOChr01,136890617,1,33.33
Ha412HOChr06,11033163,6,25.53
Ha412HOChr12,8702616,12,7.80
Ha412HOChr10,170132493,10,52.84
Ha412HOChr04,656153,4,0.00
Ha412HOChr10,20544870,10,32.62
Ha412HOChr11,188922328,11,80.14
Ha412HOChr14,146056839,14,25.53
Ha412HOChr14,145053520,14,25.53
Ha412HOChr08,25880806,8,41.84
Ha412HOChr13,165618678,13,47.16
Ha412HOChr02,173515834,2,35.46
Ha412HOChr14,167256535,14,31.56
Ha412HOChr09,127339830,9,31.56
Ha412HOChr08,44239762,8,45.39
Ha412HOChr13,92144158,13,26.95
Ha412HOChr05,109992729,5,57.80
Ha412HOChr09,191283014,9,64.18
Ha412HOChr16,145311735,16,51.06
Ha412HOChr08,35712815,8,44.33
Ha412HOChr01,138528059,1,35.11
Ha412HOChr15,10219458,15,34.04
Ha412HOChr02,33444603,2,26.95
Ha412HOChr10,12408774,10,29.43
Ha412HOChr07,161630290,7,59.22
Ha412HOChr14,111182424,14,10.99
Ha412HOChr04,30481655,4,47.16
Ha412HOChr08,69199269,8,46.81
Ha412HOChr11,16992541,11,46.45
Ha412HOChr03,181360193,3,70.92
Ha412HOChr01,61573778,1,6.38
Ha412HOChr01,140918889,1,36.52
Ha412HOChr11,7450716,11,27.30
Ha412HOChr10,10426808,10,26.60
Ha412HOChr01,112794196,1,24.11
Ha412HOChr02,29659445,2,26.95
Ha412HOChr07,159742892,7,54.96
Ha412HOChr07,2358630,7,3.90
Ha412HOChr08,20840709,8,39.36
Ha412HOChr17,15611729,17,30.50
Ha412HOChr14,162747679,14,31.21
Ha412HOChr08,42179668,8,45.04
Ha412HOChr14,111801326,14,11.35
Ha412HOChr05,167465105,5,63.83
Ha412HOChr16,133778166,16,50.71
Ha412HOChr07,141799617,7,21.99
Ha412HOChr11,12695169,11,45.39
Ha412HOChr08,26693718,8,42.20
Ha412HOChr01,154061138,1,60.99
Ha412HOChr04,190642098,4,58.87
Ha412HOChr08,2402341,8,14.54
Ha412HOChr16,189441802,16,62.77
Ha412HOChr01,139596199,1,35.46
Ha412HOChr03,145707987,3,21.63
Ha412HOChr12,10355637,12,0.00
Ha412HOChr02,27732557,2,26.95
Ha412HOChr14,186931607,14,66.67
Ha412HOChr02,175015460,2,35.82
Ha412HOChr16,118237284,16,49.65
Ha412HOChr03,155800201,3,24.47
Ha412HOChr16,216570806,16,98.23
Ha412HOChr07,149276198,7,24.47
Ha412HOChr09,197541532,9,88.30
Ha412HOChr16,21355426,16,45.74
Ha412HOChr03,175363680,3,53.19
Ha412HOChr09,199515129,9,92.55
Ha412HOChr13,82473295,13,13.12
Ha412HOChr10,150201020,10,48.23
Ha412HOChr08,15568168,8,38.65
Ha412HOChr13,163885854,13,46.81
Ha412HOChr12,19124396,12,38.30
Ha412HOChr08,114234895,8,61.35
Ha412HOChr03,148353637,3,21.99
Ha412HOChr02,149257003,2,30.50
Ha412HOChr10,14381052,10,29.79
Ha412HOChr16,163326325,16,56.74
Ha412HOChr06,18187299,6,30.50
Ha412HOChr02,184281406,2,68.44
Ha412HOChr03,162721219,3,30.50
Ha412HOChr12,3918237,12,20.57
Ha412HOChr07,77706607,7,13.12
Ha412HOChr14,187765854,14,71.28
Ha412HOChr01,52246135,1,6.03
Ha412HOChr10,175334747,10,57.45
Ha412HOChr06,41501262,6,39.72
Ha412HOChr16,71909944,16,49.65
Ha412HOChr13,84425861,13,14.18
Ha412HOChr06,99271203,6,45.04
Ha412HOChr06,66954678,6,42.55
Ha412HOChr06,4637027,6,9.22
Ha412HOChr12,59516130,12,50.35
Ha412HOChr03,162599160,3,30.50
Ha412HOChr08,26067886,8,41.84
Ha412HOChr06,28367264,6,36.17
Ha412HOChr05,174758986,5,63.83
Ha412HOChr12,4308026,12,20.57
Ha412HOChr05,150407390,5,63.83
Ha412HOChr04,212234975,4,78.01
Ha412HOChr08,1892694,8,10.99
Ha412HOChr10,189852204,10,100.00
Ha412HOChr05,23441954,5,53.90
Ha412HOChr08,5686888,8,20.21
Ha412HOChr09,46416261,9,21.28
Ha412HOChr03,178377706,3,63.12
Ha412HOChr16,56174299,16,49.65
Ha412HOChr16,209800743,16,89.01
Ha412HOChr16,175898568,16,59.93
Ha412HOChr05,172579896,5,63.83
Ha412HOChr06,59011185,6,42.55
Ha412HOChr08,84620536,8,47.87
Ha412HOChr01,52241505,1,6.03
Ha412HOChr04,201785595,4,62.77
Ha412HOChr01,53910790,12,38.30
Ha412HOChr12,68578524,12,55.32
Ha412HOChr03,175595666,3,53.90
Ha412HOChr12,18711194,12,38.30
Ha412HOChr16,130982850,16,50.71
Ha412HOChr07,151185836,7,31.56
Ha412HOChr07,97845908,7,13.48
Ha412HOChr03,7070211,3,0.00
Ha412HOChr14,117388093,14,21.28
Ha412HOChr09,193254930,9,71.63
Ha412HOChr02,149127516,2,30.50
Ha412HOChr09,199719448,9,92.55
Ha412HOChr07,97659795,7,13.48
Ha412HOChr05,166020260,5,63.83
Ha412HOChr07,156782152,7,48.58
Ha412HOChr14,146118836,14,25.53
Ha412HOChr10,181192507,10,67.73
Ha412HOChr09,128102008,9,31.56
Ha412HOChr13,174696841,13,59.93
Ha412HOChr08,100400684,8,57.09
Ha412HOChr10,170127145,10,52.84
Ha412HOChr10,133283983,10,45.04
Ha412HOChr09,152242911,5,60.99
Ha412HOChr15,29604606,15,40.07
Ha412HOChr10,113597870,10,44.68
Ha412HOChr07,157347117,7,49.65
Ha412HOChr02,35825047,2,26.95
Ha412HOChr09,144132680,9,40.07
Ha412HOChr06,25905161,6,35.82
Ha412HOChr05,11494129,5,45.74
Ha412HOChr08,26069780,8,41.84
Ha412HOChr02,164448049,2,32.62
Ha412HOChr03,168571137,3,35.11
Ha412HOChr15,6540496,15,20.92
Ha412HOChr16,112163996,16,49.65
Ha412HOChr14,181143094,14,44.33
Ha412HOChr13,93151394,13,27.30
Ha412HOChr14,167611413,14,31.56
Ha412HOChr16,175851128,16,59.57
Ha412HOChr12,5938831,12,17.02
Ha412HOChr15,732532,15,0.35
Ha412HOChr10,4468621,10,15.25
Ha412HOChr10,171418151,10,53.19
Ha412HOChr16,21698956,16,45.74
Ha412HOChr05,7900243,5,39.72
Ha412HOChr17,6407631,5,39.72
Ha412HOChr14,26443563,14,2.13
Ha412HOChr02,114919117,2,27.66
Ha412HOChr10,4801241,10,16.67
Ha412HOChr14,112667486,14,11.35
Ha412HOChr08,63645868,8,46.81
Ha412HOChr07,97104958,7,13.48
Ha412HOChr16,164582045,16,58.87
Ha412HOChr15,10792043,15,34.04
Ha412HOChr02,123179518,2,27.66
Ha412HOChr05,152024171,5,63.83
Ha412HOChr03,101296313,3,13.12
Ha412HOChr15,122038325,7,21.99
Ha412HOChr14,186724341,14,66.67
Ha412HOChr13,1112887,13,0.00
Ha412HOChr07,147867868,7,24.11
Ha412HOChr11,2516441,11,7.80
Ha412HOChr01,66220881,1,6.74
Ha412HOChr15,983736,15,0.35
Ha412HOChr01,113978576,1,24.47
Ha412HOChr13,160474683,13,46.81
Ha412HOChr08,43294521,8,45.04
Ha412HOChr05,173758451,5,63.83
Ha412HOChr05,157399708,5,63.83
Ha412HOChr04,33211420,4,52.48
Ha412HOChr14,186074265,14,62.77
Ha412HOChr16,164883282,16,58.87
Ha412HOChr01,23333778,9,36.88
Ha412HOChr05,135952055,9,36.88
Ha412HOChr05,172870707,5,63.83
Ha412HOChr03,160931892,3,27.66
Ha412HOChr14,97264951,14,5.67
Ha412HOChr17,9783773,17,24.11
Ha412HOChr09,136902740,9,36.88
Ha412HOChr17,10437127,17,25.18
Ha412HOChr02,173260554,2,35.11
Ha412HOChr08,22059635,8,39.72
Ha412HOChr15,185507909,15,86.88
Ha412HOChr03,153219536,3,21.99
Ha412HOChr09,186902661,9,56.03
Ha412HOChr08,7311419,8,25.53
Ha412HOChr04,59024863,4,53.19
Ha412HOChr12,10102762,12,0.00
Ha412HOChr05,101897787,8,45.04
Ha412HOChr03,152023718,3,21.99
Ha412HOChr14,160523971,3,21.99
Ha412HOChr05,177810441,5,63.83
Ha412HOChr04,20975930,4,46.45
Ha412HOChr08,8236403,8,28.01
Ha412HOChr03,155183726,3,24.47
Ha412HOChr02,183523675,2,66.31
Ha412HOChr09,196191008,9,82.27
Ha412HOChr04,214143557,4,85.46
Ha412HOChr07,74605830,7,13.12
Ha412HOChr02,147097926,2,30.14
Ha412HOChr07,155905761,7,45.74
Ha412HOChr11,178880490,11,60.99
Ha412HOChr11,26055287,11,49.29
Ha412HOChr14,125330283,14,17.38
Ha412HOChr10,133613626,10,45.04
Ha412HOChr13,170776534,13,53.90
Ha412HOChr14,119524120,14,14.89
Ha412HOChr03,109591345,3,13.12
Ha412HOChr09,132235339,9,32.62
Ha412HOChr08,9968138,8,30.85
Ha412HOChr15,3633922,15,9.22
Ha412HOChr08,43564837,8,45.04
Ha412HOChr10,21146455,10,33.69
Ha412HOChr16,55844836,16,49.65
Ha412HOChr02,31430830,2,26.95
Ha412HOChr05,10146327,5,44.68
Ha412HOChr07,1179208,7,0.00
Ha412HOChr05,8391474,5,42.91
Ha412HOChr17,1735085,17,2.13
Ha412HOChr16,209420997,16,88.30
Ha412HOChr12,10548835,12,0.00
Ha412HOChr04,217386736,4,103.55
Ha412HOChr08,2370637,8,14.54
