Scaffold ID, scaffold position, LG, genetic position
Ha412HOChr04,57296642,4,45.02
Ha412HOChr09,114830538,15,66.80
Ha412HOChr04,27355808,10,49.37
Ha412HOChr06,55771142,6,44.29
Ha412HOChr16,1859015,16,1.45
Ha412HOChr10,29599419,10,40.66
Ha412HOChr15,10741369,15,26.14
Ha412HOChr03,10710668,3,14.16
Ha412HOChr05,161965536,5,53.37
Ha412HOChr07,131532861,7,18.15
Ha412HOChr05,108193002,5,48.28
Ha412HOChr17,202388077,17,91.48
Ha412HOChr02,181319788,2,57.72
Ha412HOChr02,159743797,2,31.95
Ha412HOChr10,176762389,10,54.45
Ha412HOChr04,211719536,4,63.89
Ha412HOChr07,152957139,7,37.03
Ha412HOChr10,177203015,10,55.91
Ha412HOChr09,45431029,9,19.97
Ha412HOChr13,117099669,13,51.19
Ha412HOChr13,7985444,13,0.73
Ha412HOChr09,191931532,9,63.53
Ha412HOChr09,171358663,9,52.28
Ha412HOChr01,112987558,1,26.50
Ha412HOChr06,8078031,10,42.84
Ha412HOChr08,43494492,8,45.38
Ha412HOChr09,19003046,9,17.79
Ha412HOChr10,128394585,10,42.84
Ha412HOChr10,176172430,10,54.45
Ha412HOChr03,169376227,3,45.02
Ha412HOChr05,132100164,5,50.82
Ha412HOChr05,186328051,5,89.67
Ha412HOChr02,181823790,2,58.45
Ha412HOChr12,26059777,12,32.67
Ha412HOChr01,76069419,12,32.67
Ha412HOChr01,2597501,1,2.54
Ha412HOChr01,130415049,1,28.32
Ha412HOChr10,124444389,10,42.84
Ha412HOChr09,196170904,9,80.96
Ha412HOChr03,158079348,12,32.67
Ha412HOChr09,172655373,9,52.28
Ha412HOChr11,188365861,11,72.61
Ha412HOChr15,61325610,15,39.93
Ha412HOChr14,141637223,14,36.30
Ha412HOChr13,45305355,13,2.90
Ha412HOChr14,154051844,14,42.47
Ha412HOChr11,152753206,11,48.28
Ha412HOChr15,124442003,12,2.18
Ha412HOChr09,133217755,9,34.12
Ha412HOChr09,102170955,9,22.14
Ha412HOChr12,71782696,12,50.82
Ha412HOChr03,22022621,3,23.23
Ha412HOChr12,8382757,12,2.18
Ha412HOChr15,5379972,15,14.52
Ha412HOChr07,128560932,7,17.43
Ha412HOChr13,163875931,13,62.08
Ha412HOChr10,105232565,10,42.84
Ha412HOChr09,38879118,9,19.24
Ha412HOChr10,43491579,10,42.84
Ha412HOChr14,157095955,14,43.93
Ha412HOChr15,116196093,15,54.45
Ha412HOChr02,71565408,2,23.23
Ha412HOChr11,191783656,11,77.32
Ha412HOChr08,73165412,8,53.37
Ha412HOChr04,212266420,4,66.07
Ha412HOChr16,147379261,16,44.65
Ha412HOChr01,121777593,1,27.95
Ha412HOChr15,14464119,15,29.77
Ha412HOChr14,135591702,14,33.40
Ha412HOChr07,4538092,7,4.36
Ha412HOChr02,181743718,2,58.45
Ha412HOChr12,173439346,12,62.80
Ha412HOChr14,162150989,14,46.47
Ha412HOChr03,153220698,3,37.75
Ha412HOChr01,113908966,1,27.23
Ha412HOChr07,153395807,7,37.75
Ha412HOChr05,150573784,5,53.37
Ha412HOChr10,177595488,10,55.91
Ha412HOChr17,5980862,17,16.70
Ha412HOChr12,71277260,12,50.82
Ha412HOChr14,155339752,14,43.93
Ha412HOChr02,159638160,2,31.95
Ha412HOChr08,25478715,8,34.85
Ha412HOChr17,94942561,17,54.45
Ha412HOChr01,79866601,1,17.06
Ha412HOChr04,203123701,4,61.71
Ha412HOChr05,19973343,5,41.39
Ha412HOChr08,5403196,8,11.62
Ha412HOChr17,11522530,17,26.86
Ha412HOChr10,19446696,10,33.40
Ha412HOChr04,215157264,4,73.33
Ha412HOChr09,133334389,9,34.12
Ha412HOChr09,148517773,9,46.10
Ha412HOChr01,9259588,1,8.35
Ha412HOChr04,16825438,4,29.41
Ha412HOChr15,85599975,9,31.58
Ha412HOChr02,182967783,2,59.17
Ha412HOChr06,9762960,6,18.15
Ha412HOChr14,117157032,14,19.24
Ha412HOChr10,71969490,10,42.84
Ha412HOChr10,116031154,10,42.84
Ha412HOChr11,170737662,11,57.36
Ha412HOChr08,8321002,8,15.97
Ha412HOChr12,27542773,12,35.58
Ha412HOChr09,148379893,9,46.10
Ha412HOChr17,23059775,17,39.21
Ha412HOChr09,194484216,9,73.69
Ha412HOChr10,21979242,10,36.30
Ha412HOChr05,173847315,5,53.37
Ha412HOChr09,191035295,9,61.71
Ha412HOChr02,183514091,2,61.35
Ha412HOChr09,189602316,9,60.26
Ha412HOChr08,115819401,8,69.34
Ha412HOChr04,25794058,4,38.48
Ha412HOChr02,21260499,2,18.88
Ha412HOChr16,35315878,16,37.75
Ha412HOChr08,109996206,8,64.26
Ha412HOChr17,112396845,17,55.18
Ha412HOChr14,187873414,14,76.24
Ha412HOChr05,182243669,5,69.34
Ha412HOChr06,46681624,6,39.93
Ha412HOChr15,52590190,15,36.30
Ha412HOChr05,163555877,5,53.37
Ha412HOChr17,70143526,5,53.37
Ha412HOChr17,2068946,17,0.00
Ha412HOChr02,89677501,2,23.23
Ha412HOChr02,89677501,2,23.23
Ha412HOChr13,134361111,13,56.63
Ha412HOChr09,55902057,9,21.78
Ha412HOChr02,170410451,2,36.30
Ha412HOChr16,140285054,16,43.20
Ha412HOChr10,168584245,10,50.10
Ha412HOChr08,41216588,8,45.38
Ha412HOChr09,187278807,9,58.45
Ha412HOChr04,60870495,4,45.74
Ha412HOChr11,189879096,11,76.24
Ha412HOChr01,114605634,1,27.95
Ha412HOChr11,181796186,11,63.53
Ha412HOChr05,5854926,5,18.88
Ha412HOChr08,86123162,8,54.82
Ha412HOChr06,26501316,6,27.59
Ha412HOChr05,114916389,5,48.65
Ha412HOChr08,26007606,8,35.94
Ha412HOChr02,30459846,4,40.66
Ha412HOChr12,28088995,12,35.58
Ha412HOChr14,180849621,14,60.26
Ha412HOChr08,9626105,8,15.97
Ha412HOChr09,144523416,9,43.20
Ha412HOChr05,174932754,8,35.94
Ha412HOChr10,178241362,10,55.91
Ha412HOChr10,189695603,10,82.04
Ha412HOChr08,8188101,8,13.80
Ha412HOChr06,14524708,6,22.51
Ha412HOChr15,117168763,15,58.08
Ha412HOChr05,40428351,5,47.56
Ha412HOChr14,112267212,14,15.25
Ha412HOChr04,215426466,4,76.24
Ha412HOChr04,216491616,4,79.50
Ha412HOChr17,14447909,17,31.22
Ha412HOChr01,1707403,3,42.84
Ha412HOChr12,165332465,12,58.81
Ha412HOChr09,172304125,9,52.28
Ha412HOChr04,65528224,4,45.74
Ha412HOChr11,152768394,11,48.28
Ha412HOChr02,125353028,2,23.96
Ha412HOChr09,196703702,9,81.32
Ha412HOChr04,215870290,4,76.96
Ha412HOChr05,154767836,5,53.37
Ha412HOChr13,142643058,13,58.08
Ha412HOChr08,37772635,8,43.93
Ha412HOChr11,18855555,10,39.21
Ha412HOChr06,80120065,6,53.73
Ha412HOChr01,47085401,1,8.35
Ha412HOChr09,159679308,15,64.62
Ha412HOChr09,50172330,9,21.06
Ha412HOChr07,149305576,7,26.86
Ha412HOChr07,133611115,7,19.60
Ha412HOChr13,171113241,13,74.42
Ha412HOChr04,191281817,4,57.36
Ha412HOChr16,188229593,16,55.18
Ha412HOChr10,26603197,10,38.48
Ha412HOChr14,159548822,14,45.38
Ha412HOChr10,174541117,10,54.09
Ha412HOChr08,73847131,8,53.37
Ha412HOChr16,185674676,16,53.00
Ha412HOChr08,117703809,8,69.70
Ha412HOChr05,174175937,5,53.37
Ha412HOChr01,126727360,1,27.95
Ha412HOChr10,40219221,10,42.84
Ha412HOChr08,26082015,8,35.94
Ha412HOChr08,175878660,8,74.06
Ha412HOChr03,103965759,3,28.32
Ha412HOChr07,1247612,7,0.00
Ha412HOChr06,4317219,6,9.80
Ha412HOChr11,150942231,11,48.28
Ha412HOChr01,114606027,1,27.95
Ha412HOChr09,134127904,9,35.94
Ha412HOChr05,179624284,5,57.72
Ha412HOChr11,19887540,11,39.57
Ha412HOChr08,46544280,8,46.10
Ha412HOChr07,153324657,7,37.75
Ha412HOChr16,61942800,3,39.21
Ha412HOChr05,153110863,5,53.37
Ha412HOChr08,78842741,8,54.09
Ha412HOChr17,25672614,17,39.21
Ha412HOChr08,18616558,8,27.59
Ha412HOChr06,21197398,6,26.14
Ha412HOChr15,54091570,15,36.30
Ha412HOChr11,26163594,15,29.77
Ha412HOChr04,61698502,4,45.74
Ha412HOChr16,206705108,16,76.60
Ha412HOChr03,179000503,3,67.16
Ha412HOChr12,3867219,12,14.16
Ha412HOChr03,124951478,13,7.99
Ha412HOChr09,131036184,9,32.67
Ha412HOChr08,85051226,8,54.09
Ha412HOChr09,196116205,9,79.14
Ha412HOChr14,166747741,2,23.96
Ha412HOChr04,185810570,4,56.63
Ha412HOChr14,153211981,14,41.75
Ha412HOChr08,7791720,8,13.80
Ha412HOChr08,38161577,8,45.38
Ha412HOChr03,177053944,3,57.36
Ha412HOChr14,153241321,14,42.47
Ha412HOChr09,187900594,9,58.45
Ha412HOChr15,103758862,1,29.77
Ha412HOChr09,143411767,9,41.02
Ha412HOChr13,158727204,13,61.35
Ha412HOChr10,157030315,10,48.65
Ha412HOChr10,159980911,10,49.37
Ha412HOChr04,191515554,4,57.36
Ha412HOChr07,151230332,7,31.95
Ha412HOChr15,6919149,15,17.43
Ha412HOChr09,186271579,9,57.72
Ha412HOChr09,180785010,9,55.54
Ha412HOChr14,5690376,14,0.00
Ha412HOChr03,27551146,3,24.69
Ha412HOChr04,52687231,4,43.56
Ha412HOChr05,166434484,5,53.37
Ha412HOChr03,89633170,3,26.14
Ha412HOChr13,71127609,13,6.90
Ha412HOChr06,7939181,6,14.52
Ha412HOChr05,170191808,5,53.37
Ha412HOChr04,192345980,4,57.36
Ha412HOChr10,43492646,10,42.84
Ha412HOChr14,9976969,14,0.73
Ha412HOChr04,191567625,4,57.36
Ha412HOChr05,168812098,5,53.37
Ha412HOChr05,170206061,5,53.37
Ha412HOChr02,142342161,11,10.53
Ha412HOChr01,95441894,1,22.51
Ha412HOChr08,37521879,8,43.93
Ha412HOChr04,201404783,4,60.26
Ha412HOChr17,203408058,9,27.59
Ha412HOChr09,170272249,9,52.28
Ha412HOChr11,20311973,9,27.59
Ha412HOChr10,79183485,10,42.84
Ha412HOChr09,194449391,9,72.24
Ha412HOChr11,3932691,11,8.35
Ha412HOChr07,129247045,7,18.15
Ha412HOChr04,1628539,4,2.90
Ha412HOChr15,12830627,15,27.59
Ha412HOChr01,113651823,9,27.59
Ha412HOChr06,151058632,6,58.81
Ha412HOChr05,106068224,5,48.28
Ha412HOChr05,168803537,5,53.37
Ha412HOChr06,4749794,6,9.80
Ha412HOChr02,146696123,2,26.86
Ha412HOChr04,36487597,4,41.39
Ha412HOChr10,123025810,10,42.84
Ha412HOChr13,87922842,13,28.68
Ha412HOChr15,35055254,15,30.49
Ha412HOChr06,13184815,6,22.51
Ha412HOChr05,125290777,5,49.37
Ha412HOChr11,157598682,11,52.28
Ha412HOChr10,116822845,10,42.84
Ha412HOChr14,181779379,14,63.17
Ha412HOChr09,18777013,9,17.79
Ha412HOChr15,63249204,15,41.39
Ha412HOChr12,11534326,12,19.60
Ha412HOChr03,144190592,3,36.30
Ha412HOChr16,211291834,16,82.77
Ha412HOChr02,160851055,2,31.95
Ha412HOChr16,36920319,9,46.10
Ha412HOChr03,26375791,3,24.69
Ha412HOChr17,71214754,17,54.45
Ha412HOChr15,41075064,15,33.40
Ha412HOChr09,19204931,9,17.79
Ha412HOChr06,18018921,6,25.77
Ha412HOChr15,131319719,15,63.89
Ha412HOChr16,12927947,16,22.14
Ha412HOChr13,106151685,13,50.46
Ha412HOChr01,129619239,6,25.77
Ha412HOChr08,114972625,8,68.61
Ha412HOChr14,170407439,14,47.19
Ha412HOChr05,168240554,5,53.37
Ha412HOChr09,20835349,9,18.51
Ha412HOChr08,23078495,8,33.40
Ha412HOChr06,11882253,6,21.06
Ha412HOChr15,10205473,15,25.41
Ha412HOChr15,7211320,15,19.60
Ha412HOChr05,166455953,5,53.37
Ha412HOChr13,124438385,13,21.06
Ha412HOChr01,156706283,1,65.35
Ha412HOChr10,130099756,10,42.84
Ha412HOChr08,13746486,8,21.78
Ha412HOChr13,83379079,13,21.06
Ha412HOChr17,51373868,17,51.55
Ha412HOChr10,181680444,12,13.43
Ha412HOChr15,41909785,15,33.40
Ha412HOChr12,20404401,12,32.67
Ha412HOChr09,5364222,9,5.08
Ha412HOChr09,189485706,9,60.26
Ha412HOChr04,29045243,4,39.21
Ha412HOChr10,152083017,10,46.47
Ha412HOChr02,28578876,2,20.33
Ha412HOChr16,12785216,16,22.14
Ha412HOChr13,172498442,13,75.87
Ha412HOChr10,90843924,10,42.84
Ha412HOChr13,171358008,13,75.87
Ha412HOChr11,39771214,13,51.19
Ha412HOChr10,170094336,10,50.82
Ha412HOChr01,136890617,10,43.20
Ha412HOChr06,11033163,6,19.60
Ha412HOChr13,130211678,13,56.63
Ha412HOChr14,6742132,14,0.00
Ha412HOChr04,656153,4,0.00
Ha412HOChr10,20544870,10,34.12
Ha412HOChr11,188922328,11,74.78
Ha412HOChr11,189178658,11,74.78
Ha412HOChr14,146056839,14,38.84
Ha412HOChr14,145053520,14,38.84
Ha412HOChr13,165618678,13,63.53
Ha412HOChr09,127339830,9,30.13
Ha412HOChr09,191283014,9,62.08
Ha412HOChr16,145311735,16,44.65
Ha412HOChr10,176855648,10,54.45
Ha412HOChr15,10219458,15,26.14
Ha412HOChr03,22122743,3,23.23
Ha412HOChr10,12408774,10,25.05
Ha412HOChr17,10535551,17,26.14
Ha412HOChr04,4471310,4,11.25
Ha412HOChr14,111182424,14,14.52
Ha412HOChr04,203006895,4,60.99
Ha412HOChr03,181360193,3,71.88
Ha412HOChr17,4954345,17,12.34
Ha412HOChr03,28690858,3,25.41
Ha412HOChr01,140918889,1,34.85
Ha412HOChr03,1955287,3,0.00
Ha412HOChr11,7450716,11,19.24
Ha412HOChr10,10426808,10,21.42
Ha412HOChr01,112794196,1,26.50
Ha412HOChr06,12251656,6,21.06
Ha412HOChr13,159101384,13,61.35
Ha412HOChr03,109613447,3,29.77
Ha412HOChr13,147108376,3,29.77
Ha412HOChr02,181741352,2,58.45
Ha412HOChr07,99427639,7,12.34
Ha412HOChr17,15611729,17,31.95
Ha412HOChr14,178078653,14,56.27
Ha412HOChr08,42179668,8,45.38
Ha412HOChr14,111801326,14,14.52
Ha412HOChr15,177653321,15,66.80
Ha412HOChr01,48524324,1,8.35
Ha412HOChr05,167465105,5,53.37
Ha412HOChr10,152426804,10,47.92
Ha412HOChr08,28173986,8,40.30
Ha412HOChr16,189441802,16,55.18
Ha412HOChr10,46196133,10,42.84
Ha412HOChr01,139596199,1,30.49
Ha412HOChr02,24134440,2,20.33
Ha412HOChr03,145707987,3,36.30
Ha412HOChr02,27732557,2,20.33
Ha412HOChr03,155800201,3,40.66
Ha412HOChr10,154599591,10,48.65
Ha412HOChr09,137203911,9,38.84
Ha412HOChr16,216570806,16,91.48
Ha412HOChr11,181687970,11,63.53
Ha412HOChr13,15446578,13,1.45
Ha412HOChr09,197541532,9,86.40
Ha412HOChr11,49079971,11,45.38
Ha412HOChr03,81466482,3,26.14
Ha412HOChr09,199515129,9,91.85
Ha412HOChr13,82473295,13,19.60
Ha412HOChr05,4374887,5,10.16
Ha412HOChr16,175633959,16,50.10
Ha412HOChr17,50469163,17,48.65
Ha412HOChr14,13231061,14,0.73
Ha412HOChr12,19124396,12,29.04
Ha412HOChr08,114234895,8,67.89
Ha412HOChr13,70109599,13,6.17
Ha412HOChr06,122418518,14,0.73
Ha412HOChr16,207566268,16,77.32
Ha412HOChr10,14381052,10,29.04
Ha412HOChr06,18187299,6,24.69
Ha412HOChr16,187171904,16,52.28
Ha412HOChr12,37337113,12,38.48
Ha412HOChr17,65533764,17,53.73
Ha412HOChr03,18695830,3,19.60
Ha412HOChr10,190598295,10,82.77
Ha412HOChr12,40842486,12,39.93
Ha412HOChr14,188001492,14,76.96
Ha412HOChr06,4637027,6,9.80
Ha412HOChr12,38626979,12,39.93
Ha412HOChr03,171870665,3,46.47
Ha412HOChr08,26067886,8,35.94
Ha412HOChr06,28367264,6,27.59
Ha412HOChr05,174758986,5,53.37
Ha412HOChr10,12401205,10,25.05
Ha412HOChr09,172025852,9,52.28
Ha412HOChr01,81260145,1,17.79
Ha412HOChr04,212234975,4,66.07
Ha412HOChr08,1892694,8,5.81
Ha412HOChr11,170775159,11,57.36
Ha412HOChr14,126729588,10,37.75
Ha412HOChr08,5686888,8,12.34
Ha412HOChr09,46416261,9,19.97
Ha412HOChr12,19378332,12,29.04
Ha412HOChr05,172579896,5,53.37
Ha412HOChr06,59011185,12,64.98
Ha412HOChr08,84620536,8,54.09
Ha412HOChr01,53910790,1,9.08
Ha412HOChr12,68578524,12,50.82
Ha412HOChr07,137802926,7,20.33
Ha412HOChr07,151185836,7,31.95
Ha412HOChr17,191207933,12,58.81
Ha412HOChr09,26430128,9,18.51
Ha412HOChr12,174079920,12,64.26
Ha412HOChr03,7070211,3,10.16
Ha412HOChr17,171069509,17,55.91
Ha412HOChr09,199719448,9,91.85
Ha412HOChr05,166020260,5,53.37
Ha412HOChr14,146118836,14,38.84
Ha412HOChr13,13465944,13,1.45
Ha412HOChr03,154249070,3,38.48
Ha412HOChr09,128102008,9,30.13
Ha412HOChr08,100400684,8,62.80
Ha412HOChr10,152547358,10,47.92
Ha412HOChr09,188286702,10,47.56
Ha412HOChr10,113597870,10,42.84
Ha412HOChr07,157347117,10,42.84
Ha412HOChr12,45895307,10,42.84
Ha412HOChr08,90920850,8,58.45
Ha412HOChr14,186220735,14,72.61
Ha412HOChr13,105184314,13,49.01
Ha412HOChr17,190892096,17,58.81
Ha412HOChr09,167694251,8,43.93
Ha412HOChr02,35825047,10,42.84
Ha412HOChr04,8040901,4,25.41
Ha412HOChr09,198898054,9,91.85
Ha412HOChr10,116030860,10,42.84
Ha412HOChr16,192629689,10,50.82
Ha412HOChr09,129185235,4,8.71
Ha412HOChr09,144132680,9,41.75
Ha412HOChr09,109785643,9,22.14
Ha412HOChr02,142424005,10,50.82
Ha412HOChr10,179112573,10,50.82
Ha412HOChr06,25905161,6,27.59
Ha412HOChr13,93151394,13,38.12
Ha412HOChr15,3863318,15,7.26
Ha412HOChr16,175851128,16,50.10
Ha412HOChr12,5938831,12,5.08
Ha412HOChr01,8593912,1,7.62
Ha412HOChr03,28680917,3,25.41
Ha412HOChr10,4468621,10,10.16
Ha412HOChr08,74316800,8,53.37
Ha412HOChr08,25298757,8,34.85
Ha412HOChr06,19683703,6,24.69
Ha412HOChr06,7440097,6,15.25
Ha412HOChr15,112397588,15,50.82
Ha412HOChr17,6407631,17,17.43
Ha412HOChr14,26443563,14,2.18
Ha412HOChr08,89035181,8,57.00
Ha412HOChr10,4801241,10,10.89
Ha412HOChr11,182198572,11,63.53
Ha412HOChr14,112667486,14,15.25
Ha412HOChr08,63645868,8,53.37
Ha412HOChr07,97104958,14,22.87
Ha412HOChr16,164582045,16,49.37
Ha412HOChr02,157698936,2,31.95
Ha412HOChr05,152024171,5,53.37
Ha412HOChr03,101296313,3,26.14
Ha412HOChr14,186724341,14,74.06
Ha412HOChr04,208759852,4,63.89
Ha412HOChr14,176637328,12,19.60
Ha412HOChr01,96559504,1,23.96
Ha412HOChr13,1112887,13,0.00
Ha412HOChr07,147867868,1,35.58
Ha412HOChr05,123194768,9,91.85
Ha412HOChr12,12195694,12,19.60
Ha412HOChr08,35843284,8,43.20
Ha412HOChr16,125850644,9,20.33
Ha412HOChr14,138945215,16,53.73
Ha412HOChr01,1366299,16,53.73
Ha412HOChr15,983736,16,55.91
Ha412HOChr17,45700413,17,45.74
Ha412HOChr01,113978576,1,26.50
Ha412HOChr17,99107309,17,54.45
Ha412HOChr05,173758451,5,53.37
Ha412HOChr02,179272314,2,45.38
Ha412HOChr10,190273782,10,11.62
Ha412HOChr12,5448905,12,7.26
Ha412HOChr05,157399708,5,53.37
Ha412HOChr14,186074265,14,71.88
Ha412HOChr16,164883282,16,49.37
Ha412HOChr08,12381868,5,87.85
Ha412HOChr01,1752412,5,87.85
Ha412HOChr06,140145814,5,88.22
Ha412HOChr05,172870707,5,53.37
Ha412HOChr06,8358666,1,68.98
Ha412HOChr11,44177067,11,45.38
Ha412HOChr06,55892011,5,87.85
Ha412HOChr10,173811418,10,54.09
Ha412HOChr14,97264951,14,10.16
Ha412HOChr06,11255271,6,20.33
Ha412HOChr06,18036907,5,87.85
Ha412HOChr09,136902740,9,38.84
Ha412HOChr12,4961227,12,10.53
Ha412HOChr14,96267259,14,10.16
Ha412HOChr16,29478360,16,37.39
Ha412HOChr04,211694784,4,63.89
Ha412HOChr15,41573588,15,33.40
Ha412HOChr03,153219536,3,37.75
Ha412HOChr09,186902661,9,58.45
Ha412HOChr08,7311419,8,13.80
Ha412HOChr04,59024863,4,45.74
Ha412HOChr12,10102762,12,0.00
Ha412HOChr09,191177537,9,61.71
Ha412HOChr13,105137638,13,49.01
Ha412HOChr05,101897787,8,45.38
Ha412HOChr16,200496586,16,66.80
Ha412HOChr03,22157329,3,23.23
Ha412HOChr07,101414217,7,13.07
Ha412HOChr04,5877587,4,18.15
Ha412HOChr14,185216048,14,70.43
Ha412HOChr17,100524764,17,54.45
Ha412HOChr03,152023718,3,37.03
Ha412HOChr05,35033227,5,47.56
Ha412HOChr09,189902247,9,60.26
Ha412HOChr14,140425949,14,34.85
Ha412HOChr08,63036015,8,53.37
Ha412HOChr08,8236403,8,14.52
Ha412HOChr02,183523675,2,61.35
Ha412HOChr08,222976,8,0.00
Ha412HOChr09,196191008,9,80.96
Ha412HOChr04,214143557,4,69.70
Ha412HOChr03,177192402,3,57.36
Ha412HOChr07,74605830,7,12.34
Ha412HOChr10,134924436,10,42.84
Ha412HOChr04,201292044,4,60.26
Ha412HOChr07,155905761,7,47.19
Ha412HOChr14,130881098,14,31.22
Ha412HOChr14,188995099,14,79.14
