Scaffold ID, scaffold position, LG, genetic position
Ha412HOChr09,213043,9,3.943
Ha412HOChr05,186718034,5,99.788
Ha412HOChr12,38569045,12,12.06
Ha412HOChr11,54736361,11,26.532
Ha412HOChr08,26008739,8,40.499
Ha412HOChr08,8188351,8,24.577
Ha412HOChr11,24258572,11,21.233
Ha412HOChr02,111763625,2,25.755
Ha412HOChr04,212977284,4,20.059
Ha412HOChr04,216953736,4,39.639
Ha412HOChr08,54577969,8,48.579
Ha412HOChr08,40054446,8,45.504
Ha412HOChr10,13574672,10,43.31
Ha412HOChr10,176002660,10,56.521
Ha412HOChr05,95963468,5,40.11
Ha412HOChr05,132775414,5,41.876
Ha412HOChr08,87557522,8,53.034
Ha412HOChr07,977525,7,0
Ha412HOChr10,29841184,10,47.052
Ha412HOChr15,34887626,15,11.726
Ha412HOChr12,23868705,12,15.329
Ha412HOChr15,34638956,15,11.726
Ha412HOChr09,199529499,9,106.787
Ha412HOChr07,132366479,7,15.376
Ha412HOChr14,171826643,14,0
Ha412HOChr02,24348487,2,25.899
Ha412HOChr08,2603345,8,16.029
Ha412HOChr07,138997982,7,17.684
Ha412HOChr03,169770933,3,64.051
Ha412HOChr01,67404710,1,29.313
Ha412HOChr12,36334128,12,12.772
Ha412HOChr10,115385279,10,47.603
Ha412HOChr10,129137672,10,48.294
Ha412HOChr08,60165248,8,48.896
Ha412HOChr07,1305903,7,0.781
Ha412HOChr01,151325647,1,66.444
Ha412HOChr05,49743693,5,39.704
Ha412HOChr05,179361496,5,63.783
Ha412HOChr05,35887815,5,39.704
Ha412HOChr11,58281752,11,27.778
Ha412HOChr16,212283084,16,101.51
Ha412HOChr04,204483751,4,14.658
Ha412HOChr08,113178100,8,63.667
Ha412HOChr09,197331421,9,95.077
Ha412HOChr06,20360269,6,44.88
Ha412HOChr05,180285566,5,69.664
Ha412HOChr12,61860381,12,10.243
Ha412HOChr04,190977184,4,9.029
Ha412HOChr04,190977735,4,9.029
Ha412HOChr01,134210601,1,29.682
Ha412HOChr01,38047387,1,29.313
Ha412HOChr10,148446495,10,48.82
Ha412HOChr10,167078912,10,51.955
Ha412HOChr10,13582870,10,43.31
Ha412HOChr01,30170710,1,29.313
Ha412HOChr10,14408715,10,43.58
Ha412HOChr13,97798094,13,6.109
Ha412HOChr12,61859767,12,10.243
Ha412HOChr10,155201471,10,49.569
Ha412HOChr12,83314389,12,3.78
Ha412HOChr05,75178412,5,39.704
Ha412HOChr14,188824060,14,38.561
Ha412HOChr03,166931471,3,62.084
Ha412HOChr05,38769161,5,39.704
Ha412HOChr10,43246392,10,47.603
Ha412HOChr10,190204485,10,94.835
Ha412HOChr10,21286601,10,45.42
Ha412HOChr08,88909486,8,55.74
Ha412HOChr10,145355971,10,48.82
Ha412HOChr09,196523931,9,96.044
Ha412HOChr01,100929222,1,29.313
Ha412HOChr08,50603081,8,48.191
Ha412HOChr10,886426,10,0.359
Ha412HOChr02,11336221,2,7.825
Ha412HOChr10,178241877,10,59.014
Ha412HOChr16,14684638,16,39.943
Ha412HOChr08,118406954,8,65.671
Ha412HOChr14,172477266,14,0
Ha412HOChr08,49671135,8,48.191
Ha412HOChr10,149031869,10,48.82
Ha412HOChr13,164250985,13,17.471
Ha412HOChr04,156260702,4,3.635
Ha412HOChr08,74314988,8,50.336
Ha412HOChr04,216172774,4,36.543
Ha412HOChr10,172557959,10,55.175
Ha412HOChr15,28616197,15,11.074
Ha412HOChr09,137360090,9,48.253
Ha412HOChr08,37543134,8,45.107
Ha412HOChr01,154070271,1,80.019
Ha412HOChr08,96207496,8,57.32
Ha412HOChr10,184379571,10,70.007
Ha412HOChr05,93754846,5,40.11
Ha412HOChr01,73364510,1,29.313
Ha412HOChr07,122995255,7,13.281
Ha412HOChr16,1166348,16,0
Ha412HOChr10,69530071,10,47.603
Ha412HOChr10,15116483,10,43.967
Ha412HOChr05,182923751,5,82.953
Ha412HOChr01,134398619,1,29.682
Ha412HOChr01,65788693,1,29.313
Ha412HOChr11,188460737,11,50.867
Ha412HOChr10,166038292,10,51.52
Ha412HOChr10,175293185,10,55.939
Ha412HOChr05,107265739,5,40.11
Ha412HOChr01,134975002,1,29.682
Ha412HOChr10,113966919,10,47.603
Ha412HOChr08,60165817,8,48.896
Ha412HOChr04,212259658,4,19.669
Ha412HOChr08,37047424,8,45.107
Ha412HOChr12,34360270,12,13.169
Ha412HOChr05,12670485,5,34.482
Ha412HOChr10,141150101,10,48.294
Ha412HOChr10,10608771,10,32.522
Ha412HOChr05,52413639,5,39.704
Ha412HOChr08,25222744,8,40.11
Ha412HOChr08,23370576,8,38.94
Ha412HOChr03,97348935,16,2.572
Ha412HOChr10,32274428,10,47.603
Ha412HOChr01,75948160,1,29.313
Ha412HOChr15,31861902,15,11.509
Ha412HOChr14,174155835,14,1.012
Ha412HOChr09,883684,9,3.943
Ha412HOChr10,81008049,10,47.603
Ha412HOChr10,119659842,10,48.018
Ha412HOChr15,5476559,15,37.154
Ha412HOChr08,20558132,8,37.286
Ha412HOChr11,50260109,11,26.06
Ha412HOChr01,38033571,1,29.313
Ha412HOChr09,170115073,9,62.346
Ha412HOChr10,171414741,10,54.265
Ha412HOChr08,57991071,8,48.579
Ha412HOChr03,111595885,3,44.229
Ha412HOChr01,134213560,1,29.682
Ha412HOChr03,158441992,3,56.372
Ha412HOChr10,44128059,10,47.603
Ha412HOChr04,185807936,4,7.114
Ha412HOChr07,125751397,7,13.831
Ha412HOChr15,35373930,15,11.726
Ha412HOChr08,62184221,8,48.896
Ha412HOChr16,22764359,16,45.476
Ha412HOChr04,201542352,4,13.462
Ha412HOChr03,164241741,3,60.113
Ha412HOChr16,205060290,16,87.023
Ha412HOChr01,59359635,1,29.313
Ha412HOChr11,185369562,11,46.775
Ha412HOChr01,97244505,1,29.313
Ha412HOChr04,166704901,10,47.603
Ha412HOChr07,98666733,7,10.559
Ha412HOChr08,117490190,8,65.671
Ha412HOChr10,127886948,10,48.294
Ha412HOChr17,171085487,17,4.354
Ha412HOChr10,116821489,10,47.603
Ha412HOChr15,594561,15,53.946
Ha412HOChr12,39500367,12,12.06
Ha412HOChr12,39488296,12,12.06
Ha412HOChr10,21176469,10,45.038
Ha412HOChr02,158258766,2,28.03
Ha412HOChr01,151462517,1,67.624
Ha412HOChr15,5477810,15,37.154
Ha412HOChr15,5477091,15,37.154
Ha412HOChr08,41227569,8,45.504
Ha412HOChr09,200004349,9,106.787
Ha412HOChr05,44330524,5,39.704
Ha412HOChr10,115209331,10,47.603
Ha412HOChr05,17563154,5,37.615
Ha412HOChr10,40638664,10,47.603
Ha412HOChr05,60886089,5,39.704
Ha412HOChr04,199068491,4,13.064
Ha412HOChr09,196820783,9,95.541
Ha412HOChr14,170545227,14,0.064
Ha412HOChr04,213327717,4,21.618
Ha412HOChr01,136524477,1,29.682
Ha412HOChr01,101779259,1,29.313
Ha412HOChr03,176639865,3,83.493
Ha412HOChr03,168564927,3,62.473
Ha412HOChr01,94741051,1,29.313
Ha412HOChr05,92480655,5,40.11
Ha412HOChr01,13526304,1,29.313
Ha412HOChr08,37542448,8,45.107
Ha412HOChr02,183827707,2,79.852
Ha412HOChr12,29592718,12,13.463
Ha412HOChr06,3415708,6,7.562
Ha412HOChr01,29353603,1,29.313
Ha412HOChr10,173631007,10,55.71
Ha412HOChr12,20141546,12,16.05
Ha412HOChr05,41271278,5,39.704
Ha412HOChr16,212088886,16,101.123
Ha412HOChr09,157046606,10,47.603
Ha412HOChr10,79183265,10,47.603
Ha412HOChr05,104313743,5,40.11
Ha412HOChr11,28558857,11,22.877
Ha412HOChr11,185504089,11,46.775
Ha412HOChr11,185503655,11,46.775
Ha412HOChr04,182391456,4,5.768
Ha412HOChr11,47891047,11,25.714
Ha412HOChr04,213864468,4,24.22
Ha412HOChr01,71054550,1,29.313
Ha412HOChr08,43998937,8,46.295
Ha412HOChr05,35881384,5,39.818
Ha412HOChr09,169256624,9,62.346
Ha412HOChr01,43624110,1,29.313
Ha412HOChr08,115767385,8,65.671
Ha412HOChr10,99308793,10,47.603
Ha412HOChr10,170655700,10,54.107
Ha412HOChr01,35447236,1,29.313
Ha412HOChr08,58239085,8,48.579
Ha412HOChr04,203906725,4,13.862
Ha412HOChr04,213328837,4,21.618
Ha412HOChr01,79134261,1,29.313
Ha412HOChr05,105866432,5,40.11
Ha412HOChr17,169432394,17,4.354
Ha412HOChr02,164349146,2,30.945
Ha412HOChr05,108506530,5,40.11
Ha412HOChr05,52105465,5,39.704
Ha412HOChr05,35087481,5,39.704
Ha412HOChr08,89046085,8,55.74
Ha412HOChr04,182921870,4,5.768
Ha412HOChr09,177292688,9,64.145
Ha412HOChr01,38877799,1,29.313
Ha412HOChr01,38877260,1,29.313
Ha412HOChr04,189497793,4,9.029
Ha412HOChr07,18072123,7,10.181
Ha412HOChr11,57697259,11,27.778
Ha412HOChr12,161067670,12,1.265
Ha412HOChr06,7669120,6,26.238
Ha412HOChr10,154599630,10,49.569
Ha412HOChr07,133285963,7,15.376
Ha412HOChr16,20942690,16,43.921
Ha412HOChr08,126975051,8,66.858
Ha412HOChr01,13490846,1,29.313
Ha412HOChr16,217657719,16,105.797
Ha412HOChr01,798516,1,0
Ha412HOChr10,845861,10,0
Ha412HOChr15,34919658,15,11.726
Ha412HOChr10,46192380,10,47.603
Ha412HOChr12,44127395,12,12.06
Ha412HOChr12,44127102,12,12.06
Ha412HOChr09,167738180,9,61.713
Ha412HOChr10,152385657,10,49.204
Ha412HOChr05,92778740,5,40.11
Ha412HOChr10,99306802,10,47.603
Ha412HOChr09,170739048,9,62.346
Ha412HOChr01,119581209,1,29.682
Ha412HOChr08,30309222,8,42.711
Ha412HOChr10,171435316,10,54.383
Ha412HOChr05,187011690,5,99.788
Ha412HOChr01,149611114,1,55.774
Ha412HOChr10,80927517,10,47.603
Ha412HOChr04,188320499,4,8.659
Ha412HOChr10,163572278,10,50.427
Ha412HOChr08,3004615,8,16.435
Ha412HOChr10,99481457,10,47.593
Ha412HOChr08,74311672,8,50.336
Ha412HOChr12,42034997,12,12.06
Ha412HOChr01,100020158,1,29.313
Ha412HOChr04,213759210,4,23.02
Ha412HOChr11,11711857,11,16.27
Ha412HOChr11,9277976,11,7.185
Ha412HOChr02,161823501,2,29.453
Ha412HOChr01,2076169,1,8.94
Ha412HOChr01,137814402,1,30.004
Ha412HOChr01,137813202,1,30.004
Ha412HOChr03,115010885,3,44.627
Ha412HOChr12,35193957,12,12.772
Ha412HOChr01,22701835,1,29.313
Ha412HOChr15,32711261,15,11.726
Ha412HOChr04,182924978,4,5.768
Ha412HOChr12,90341098,12,3.012
Ha412HOChr07,155365421,7,50.328
Ha412HOChr01,94319704,1,29.313
Ha412HOChr03,166057733,3,60.113
Ha412HOChr08,87585625,8,53.421
Ha412HOChr15,1907625,15,52.813
Ha412HOChr05,3592959,5,10.297
Ha412HOChr12,30124495,12,13.463
Ha412HOChr01,113717020,1,29.682
Ha412HOChr17,191059962,17,7.017
Ha412HOChr10,148456334,10,48.82
Ha412HOChr10,148455914,10,48.82
Ha412HOChr11,192404704,11,64.906
Ha412HOChr03,172855387,3,65.266
Ha412HOChr04,187465624,4,7.876
Ha412HOChr12,17794432,12,18.066
Ha412HOChr03,103963836,3,43.722
Ha412HOChr02,183827179,2,79.873
Ha412HOChr12,48542815,12,12.06
Ha412HOChr06,11877193,6,36.315
Ha412HOChr04,206369482,4,15.741
Ha412HOChr12,38385978,12,12.06
Ha412HOChr08,92430246,8,56.509
Ha412HOChr01,51512938,1,29.313
Ha412HOChr08,64379967,8,49.255
Ha412HOChr08,64374040,8,49.255
Ha412HOChr03,154399490,3,53.67
Ha412HOChr07,1629682,7,2.312
Ha412HOChr11,197831768,11,71.362
Ha412HOChr11,197832418,11,71.362
Ha412HOChr11,197831426,11,71.362
Ha412HOChr05,137530015,5,41.876
Ha412HOChr07,141811149,7,20.705
Ha412HOChr01,101312129,1,29.313
Ha412HOChr01,139801975,1,30.883
Ha412HOChr07,144796959,7,22.515
Ha412HOChr12,165331998,12,1.265
Ha412HOChr15,3618209,15,44.17
Ha412HOChr07,160537368,7,66.899
Ha412HOChr03,115072258,3,44.571
Ha412HOChr02,113176322,2,25.755
Ha412HOChr12,23528854,12,15.72
Ha412HOChr05,185459950,5,92.827
Ha412HOChr03,177374596,3,84.124
Ha412HOChr01,133371198,1,29.682
Ha412HOChr05,129808095,5,41.876
Ha412HOChr03,173327252,3,66.357
Ha412HOChr02,24329163,2,25.916
Ha412HOChr04,216517387,4,39.122
Ha412HOChr05,112390086,5,40.11
Ha412HOChr14,187001576,14,33.969
Ha412HOChr01,81270177,1,29.313
Ha412HOChr17,32849259,10,48.315
Ha412HOChr02,25215386,2,25.398
Ha412HOChr01,77384177,1,29.313
Ha412HOChr04,186880732,4,7.502
Ha412HOChr01,72740585,1,29.313
Ha412HOChr08,13238407,8,32.611
Ha412HOChr12,167840788,12,0.791
Ha412HOChr10,152553051,10,49.204
Ha412HOChr08,100400547,8,58.507
Ha412HOChr08,143998102,8,66.858
Ha412HOChr10,166038799,10,51.52
Ha412HOChr05,54409579,5,39.704
Ha412HOChr12,34785178,12,12.772
Ha412HOChr05,48757917,5,39.704
Ha412HOChr01,126139326,1,29.682
Ha412HOChr06,26391313,6,45.727
Ha412HOChr13,102603625,13,9.074
Ha412HOChr08,8936065,8,26.39
Ha412HOChr05,94492921,5,40.11
Ha412HOChr02,147005325,2,24.108
Ha412HOChr02,147004773,2,24.108
Ha412HOChr01,132639342,1,29.682
Ha412HOChr17,198307090,17,19.842
Ha412HOChr01,11381064,1,29.313
Ha412HOChr07,2281521,7,3.095
Ha412HOChr13,160478813,13,16.707
Ha412HOChr10,180301062,10,60.129
Ha412HOChr14,187541677,14,35.105
Ha412HOChr08,74311187,8,50.336
Ha412HOChr09,199526297,9,106.787
Ha412HOChr03,166361973,3,60.899
Ha412HOChr14,173952914,14,0.645
Ha412HOChr01,108326096,1,29.682
Ha412HOChr16,121082797,11,26.532
Ha412HOChr09,165426645,9,60.966
Ha412HOChr01,126816214,1,29.682
Ha412HOChr09,196606319,9,95.877
Ha412HOChr10,47863530,10,47.603
Ha412HOChr10,47863911,10,47.603
Ha412HOChr10,150358877,10,49.204
Ha412HOChr10,93592485,10,47.603
Ha412HOChr04,204206363,4,14.658
Ha412HOChr12,23872271,12,15.329
Ha412HOChr03,156197657,3,55.262
Ha412HOChr08,91378426,8,56.509
Ha412HOChr13,100816978,13,8.529
Ha412HOChr16,15972197,16,41.025
Ha412HOChr08,55826572,8,48.579
Ha412HOChr10,163589528,10,50.427
Ha412HOChr17,176475066,17,4.261
Ha412HOChr09,176377745,9,64.145
Ha412HOChr02,181824356,2,65.871
Ha412HOChr02,181824022,2,65.871
Ha412HOChr17,194006257,17,9.853
Ha412HOChr09,132941375,9,39.917
Ha412HOChr01,98737974,1,29.313
Ha412HOChr15,34473026,15,11.726
Ha412HOChr10,123204931,10,48.294
Ha412HOChr05,112403290,5,40.11
Ha412HOChr14,174059635,14,1.012
Ha412HOChr01,156690010,1,86.273
Ha412HOChr10,145253837,10,48.82
Ha412HOChr01,68073668,1,29.313
Ha412HOChr09,180703733,9,66.556
Ha412HOChr12,39779193,12,12.06
Ha412HOChr05,185900727,5,95.559
Ha412HOChr03,111599110,3,44.248
Ha412HOChr05,184813234,5,88.553
Ha412HOChr12,164646843,12,1.265
Ha412HOChr12,21710605,12,15.704
Ha412HOChr15,3617859,15,44.301
Ha412HOChr15,3617730,15,44.301
Ha412HOChr01,117492432,1,29.682
Ha412HOChr10,181534234,10,62.43
Ha412HOChr05,43854624,5,39.704
Ha412HOChr10,188903163,10,85.23
Ha412HOChr12,35021442,12,12.772
Ha412HOChr01,74445469,1,29.313
Ha412HOChr03,180836770,3,105.114
Ha412HOChr08,122910218,8,66.466
Ha412HOChr16,10165862,16,31.47
Ha412HOChr04,221375375,5,9.378
Ha412HOChr05,181301881,5,76.912
Ha412HOChr08,64662158,8,49.255
Ha412HOChr10,162751585,10,50.427
Ha412HOChr04,212202764,4,18.519
Ha412HOChr10,112784683,10,47.603
Ha412HOChr10,79095909,10,47.603
Ha412HOChr13,107541707,13,8.951
Ha412HOChr10,151468439,10,49.204
Ha412HOChr11,11700117,11,16.27
Ha412HOChr05,105482897,5,40.11
Ha412HOChr12,30183552,12,13.463
Ha412HOChr01,87879775,1,29.313
Ha412HOChr09,196604622,9,95.877
Ha412HOChr10,153046461,10,49.569
Ha412HOChr05,18039372,5,37.615
Ha412HOChr15,3943499,15,42.598
Ha412HOChr03,103112110,3,43.698
Ha412HOChr07,27850172,7,10.181
Ha412HOChr05,26498998,5,39.306
Ha412HOChr08,57937358,8,48.579
Ha412HOChr10,100286770,10,47.603
Ha412HOChr02,27318794,2,25.899
Ha412HOChr01,21122948,1,29.313
Ha412HOChr11,57893822,11,27.778
Ha412HOChr10,141924007,10,48.482
Ha412HOChr03,156196795,3,55.261
Ha412HOChr09,190125137,7,43.435
Ha412HOChr09,168185978,9,61.713
Ha412HOChr07,14953594,7,9.876
Ha412HOChr11,198394394,11,71.691
Ha412HOChr16,19292067,16,43.605
Ha412HOChr10,148456825,10,48.82
Ha412HOChr10,169123735,10,53.425
Ha412HOChr04,183202527,4,5.768
Ha412HOChr08,26194309,8,40.499
Ha412HOChr17,187682415,17,4.261
Ha412HOChr03,113336327,3,44.229
Ha412HOChr10,171446950,10,54.383
Ha412HOChr10,185096801,10,72.186
Ha412HOChr12,38385385,12,12.06
Ha412HOChr10,142315107,10,48.477
Ha412HOChr01,146683557,3,92.204
Ha412HOChr12,41044154,12,12.06
Ha412HOChr12,41051569,12,12.06
Ha412HOChr05,105373056,5,40.11
Ha412HOChr01,32410086,1,29.313
Ha412HOChr10,89790350,10,47.603
Ha412HOChr09,144323673,9,53.126
Ha412HOChr01,61560898,1,29.313
Ha412HOChr10,93331772,10,47.603
Ha412HOChr08,79142526,8,51.534
Ha412HOChr12,61716475,12,10.243
Ha412HOChr10,10558541,10,32.522
Ha412HOChr16,213996097,16,102.277
Ha412HOChr04,215195078,4,29.395
Ha412HOChr12,42034364,12,12.06
Ha412HOChr01,33185361,1,29.313
Ha412HOChr01,33185939,1,29.313
Ha412HOChr10,133988903,10,48.294
Ha412HOChr04,183291251,4,5.768
Ha412HOChr10,163566883,10,50.427
Ha412HOChr09,198868742,9,106.038
Ha412HOChr17,194958989,17,11.779
Ha412HOChr14,187790610,14,35.449
Ha412HOChr01,2178911,1,9.338
Ha412HOChr10,175662923,10,56.252
Ha412HOChr01,74212060,1,29.313
Ha412HOChr01,35796248,1,29.313
Ha412HOChr11,37170682,3,62.473
Ha412HOChr02,147094335,2,24.108
Ha412HOChr10,150303335,10,49.204
Ha412HOChr14,185770191,14,31.201
Ha412HOChr04,201628313,4,13.462
Ha412HOChr01,114341756,1,29.682
Ha412HOChr11,198835638,11,73.213
Ha412HOChr12,86669974,12,3.78
Ha412HOChr12,40892898,12,12.06
Ha412HOChr12,167099034,12,1.265
Ha412HOChr05,186200314,5,98.641
Ha412HOChr11,57670621,11,27.778
Ha412HOChr04,217126396,4,40.444
Ha412HOChr05,179865847,5,66.851
Ha412HOChr11,32543647,11,22.877
Ha412HOChr11,54544187,11,26.532
Ha412HOChr11,54543333,11,26.532
Ha412HOChr03,173325794,3,66.357
Ha412HOChr07,132245151,7,15.436
Ha412HOChr11,170697028,11,35.852
Ha412HOChr10,57487226,10,47.603
Ha412HOChr08,583255,8,0
Ha412HOChr08,78844429,8,51.151
Ha412HOChr08,64806243,8,49.642
Ha412HOChr04,153838743,4,3.635
Ha412HOChr03,157082637,3,55.261
Ha412HOChr10,79095602,10,47.603
Ha412HOChr07,132408902,7,15.376
Ha412HOChr10,78078459,10,47.603
Ha412HOChr09,182332832,9,66.556
Ha412HOChr05,38021405,5,39.704
Ha412HOChr03,158440543,3,56.372
Ha412HOChr01,119257781,1,29.682
Ha412HOChr06,25903260,6,45.727
Ha412HOChr13,106452475,13,8.951
Ha412HOChr01,131720500,1,29.682
Ha412HOChr12,30650066,12,13.463
Ha412HOChr03,176620381,3,83.098
Ha412HOChr14,184603120,14,25.103
Ha412HOChr03,181223077,3,105.885
Ha412HOChr04,190512890,4,9.029
Ha412HOChr01,134299940,1,29.682
Ha412HOChr05,18050206,5,37.615
Ha412HOChr05,133493050,5,41.876
Ha412HOChr01,22260604,1,29.313
Ha412HOChr10,170138553,10,53.752
Ha412HOChr05,56794436,5,39.704
Ha412HOChr01,130042791,1,29.682
Ha412HOChr12,55261134,12,12.143
Ha412HOChr08,58593420,8,48.579
Ha412HOChr11,140054431,11,28.133
Ha412HOChr05,138801884,5,41.876
Ha412HOChr11,199018453,11,73.595
Ha412HOChr13,136092546,10,47.603
Ha412HOChr04,206372706,4,15.741
Ha412HOChr01,131434029,1,29.682
Ha412HOChr01,125685523,1,29.682
Ha412HOChr04,182924536,4,5.768
Ha412HOChr12,37813749,12,12.773
Ha412HOChr10,39178600,10,47.603
Ha412HOChr04,169618804,4,4.803
Ha412HOChr10,866316,10,0.37
Ha412HOChr04,33211074,4,0.337
Ha412HOChr10,73315440,10,47.603
Ha412HOChr10,73315679,10,47.603
Ha412HOChr10,18926548,10,44.656
Ha412HOChr01,73061537,1,29.313
Ha412HOChr04,153613686,4,3.635
Ha412HOChr01,115688791,1,29.682
Ha412HOChr06,24119358,6,45.97
Ha412HOChr06,24120003,6,45.97
Ha412HOChr17,177320939,17,4.261
Ha412HOChr02,179952559,2,57.964
Ha412HOChr10,17825483,10,43.967
Ha412HOChr01,53154594,1,29.313
Ha412HOChr14,187540662,14,35.081
Ha412HOChr10,40029016,10,47.603
Ha412HOChr07,131539937,7,15.039
Ha412HOChr10,164139435,10,51.104
Ha412HOChr01,82518427,1,29.313
Ha412HOChr01,94595354,1,29.313
Ha412HOChr08,95930041,8,57.32
Ha412HOChr01,23333136,1,29.313
Ha412HOChr01,118311519,1,29.682
Ha412HOChr12,34522972,12,12.772
Ha412HOChr16,206786604,16,89.909
