Scaffold ID, scaffold position, LG, genetic position
Ha412HOChr08,2703574,8,12.06
Ha412HOChr16,197306249,16,53.55
Ha412HOChr10,189035041,10,65.25
Ha412HOChr01,136345950,1,29.43
Ha412HOChr04,174533764,4,35.82
Ha412HOChr08,6839683,8,20.92
Ha412HOChr10,39331452,10,26.24
Ha412HOChr03,93869839,14,7.45
Ha412HOChr14,126817387,14,7.45
Ha412HOChr14,112128485,14,7.45
Ha412HOChr01,147228050,1,44.68
Ha412HOChr05,121635885,5,25.53
Ha412HOChr03,166867952,3,40.43
Ha412HOChr15,23935992,15,35.11
Ha412HOChr03,171462432,3,42.55
Ha412HOChr11,197832769,11,67.02
Ha412HOChr10,49721859,10,26.24
Ha412HOChr13,87416573,12,1.42
Ha412HOChr11,5016529,11,18.09
Ha412HOChr02,175167744,2,28.72
Ha412HOChr01,94249159,1,22.34
Ha412HOChr08,42173471,8,36.52
Ha412HOChr14,172338956,14,22.34
Ha412HOChr10,115398111,10,26.24
Ha412HOChr09,132234517,9,34.40
Ha412HOChr17,25376830,17,32.62
Ha412HOChr10,31698737,10,25.89
Ha412HOChr12,9945298,12,1.42
Ha412HOChr09,159646306,9,45.39
Ha412HOChr14,96263255,14,2.84
Ha412HOChr02,30465319,2,17.02
Ha412HOChr17,65157179,17,34.40
Ha412HOChr09,116753099,9,28.01
Ha412HOChr16,22849998,7,56.03
Ha412HOChr04,153261560,4,34.40
Ha412HOChr12,173429129,12,69.50
Ha412HOChr03,114967755,3,26.60
Ha412HOChr15,60202729,15,45.39
Ha412HOChr02,155881663,2,22.34
Ha412HOChr01,88696029,1,21.99
Ha412HOChr08,589724,8,0.35
Ha412HOChr10,116259965,10,26.24
Ha412HOChr15,26643469,15,35.82
Ha412HOChr04,6518510,4,22.34
Ha412HOChr01,36712443,3,0.00
Ha412HOChr09,124347531,9,29.43
Ha412HOChr09,143409186,9,29.43
Ha412HOChr08,71215734,8,37.23
Ha412HOChr10,46212374,10,26.24
Ha412HOChr05,1980270,5,1.06
Ha412HOChr06,11746581,6,30.14
Ha412HOChr01,123862847,1,26.60
Ha412HOChr13,169726669,13,31.91
Ha412HOChr03,181282590,3,69.15
Ha412HOChr14,153208609,14,14.54
Ha412HOChr09,182030411,9,51.42
Ha412HOChr14,142498706,14,13.12
Ha412HOChr05,152627644,5,32.98
Ha412HOChr16,99309695,12,53.55
Ha412HOChr11,152627054,11,35.82
Ha412HOChr06,154786831,6,46.10
Ha412HOChr13,78956556,13,5.67
Ha412HOChr05,133391953,5,25.89
Ha412HOChr11,172928823,11,41.13
Ha412HOChr02,143834635,2,20.57
Ha412HOChr17,191268693,17,40.43
Ha412HOChr15,23699199,15,35.11
Ha412HOChr14,182752301,14,29.08
Ha412HOChr15,68872249,5,46.10
Ha412HOChr12,61753533,12,58.51
Ha412HOChr01,154090351,1,60.28
Ha412HOChr10,164487558,10,28.37
Ha412HOChr08,46612853,8,37.23
Ha412HOChr12,14986227,12,42.55
Ha412HOChr12,15253647,12,42.55
Ha412HOChr15,118150834,15,46.81
Ha412HOChr17,159660109,17,35.46
Ha412HOChr02,60621506,2,17.38
Ha412HOChr16,931913,16,0.00
Ha412HOChr01,135119973,1,28.72
Ha412HOChr13,106535985,13,5.67
Ha412HOChr02,147625526,2,21.99
Ha412HOChr11,28030986,11,29.79
Ha412HOChr15,9102028,15,23.05
Ha412HOChr03,176626048,3,52.48
Ha412HOChr09,177388021,9,51.42
Ha412HOChr14,102582784,14,2.84
Ha412HOChr13,79491618,13,5.67
Ha412HOChr16,3175844,16,4.96
Ha412HOChr11,175125808,11,41.13
Ha412HOChr08,58596432,8,37.23
Ha412HOChr14,167301312,14,20.57
Ha412HOChr03,4637473,3,5.67
Ha412HOChr16,42851473,16,43.97
Ha412HOChr12,27014318,12,52.48
Ha412HOChr08,26071387,8,34.04
Ha412HOChr02,172842249,2,28.37
Ha412HOChr14,143450815,14,13.83
Ha412HOChr09,129425162,9,31.56
Ha412HOChr13,62875730,13,5.67
Ha412HOChr03,141921874,3,31.21
Ha412HOChr07,149368938,7,30.14
Ha412HOChr06,34412161,6,40.78
Ha412HOChr15,23184895,15,35.11
Ha412HOChr04,27355808,4,32.62
Ha412HOChr10,29599419,10,25.89
Ha412HOChr14,172087071,14,22.34
Ha412HOChr13,164304367,13,20.92
Ha412HOChr05,108193002,5,25.53
Ha412HOChr17,202388077,17,56.74
Ha412HOChr17,10469615,17,27.66
Ha412HOChr10,176762389,10,31.91
Ha412HOChr07,152957139,7,39.36
Ha412HOChr10,177203015,10,32.98
Ha412HOChr17,147716466,17,35.46
Ha412HOChr13,117099669,13,5.67
Ha412HOChr09,191931532,10,40.78
Ha412HOChr06,4261768,6,11.35
Ha412HOChr16,207883616,16,66.31
Ha412HOChr09,171358663,9,51.06
Ha412HOChr09,132928059,9,34.75
Ha412HOChr06,8078031,6,22.70
Ha412HOChr09,188194906,9,53.90
Ha412HOChr17,5692807,17,20.21
Ha412HOChr04,169367710,16,43.97
Ha412HOChr09,164525566,9,46.45
Ha412HOChr09,19003046,16,62.06
Ha412HOChr06,55505674,6,43.62
Ha412HOChr05,132100164,5,25.89
Ha412HOChr12,79597550,16,43.97
Ha412HOChr02,181823790,2,48.23
Ha412HOChr12,26059777,12,52.48
Ha412HOChr01,76069419,1,19.15
Ha412HOChr05,1668626,5,0.71
Ha412HOChr10,124444389,10,26.24
Ha412HOChr11,193128324,11,63.48
Ha412HOChr09,196170904,9,79.43
Ha412HOChr09,172655373,12,52.48
Ha412HOChr06,49235501,6,42.55
Ha412HOChr05,112411607,5,25.53
Ha412HOChr14,141637223,14,13.12
Ha412HOChr13,45305355,13,5.67
Ha412HOChr11,152753206,11,35.82
Ha412HOChr03,158749765,3,34.40
Ha412HOChr15,124442003,15,47.87
Ha412HOChr09,133217755,9,34.75
Ha412HOChr08,50790240,8,37.23
Ha412HOChr01,78431086,1,19.50
Ha412HOChr12,71782696,12,59.93
Ha412HOChr03,22022621,3,23.05
Ha412HOChr12,8382757,12,13.83
Ha412HOChr06,37146716,6,41.13
Ha412HOChr15,5379972,1,16.31
Ha412HOChr13,163875931,13,19.86
Ha412HOChr16,214329868,16,79.79
Ha412HOChr10,43491579,10,26.24
Ha412HOChr14,157095955,14,16.31
Ha412HOChr02,71565408,2,17.73
Ha412HOChr11,191783656,11,59.57
Ha412HOChr13,105671664,13,5.67
Ha412HOChr08,73165412,8,37.23
Ha412HOChr01,129255581,1,27.30
Ha412HOChr01,121777593,1,26.60
Ha412HOChr06,153311520,6,46.10
Ha412HOChr06,42706698,11,59.57
Ha412HOChr15,14464119,15,31.21
Ha412HOChr02,117822021,2,17.73
Ha412HOChr15,39537871,15,38.65
Ha412HOChr14,135591702,14,9.57
Ha412HOChr07,4538092,7,3.90
Ha412HOChr02,181743718,2,47.87
Ha412HOChr02,46955188,2,17.02
Ha412HOChr14,162150989,14,18.44
Ha412HOChr09,19345054,9,21.99
Ha412HOChr03,153220698,3,33.33
Ha412HOChr07,153395807,7,40.78
Ha412HOChr15,61072168,1,43.26
Ha412HOChr10,177595488,10,36.17
Ha412HOChr05,185110095,5,64.89
Ha412HOChr12,38132569,12,55.67
Ha412HOChr15,732143,15,0.00
Ha412HOChr13,79014599,13,5.67
Ha412HOChr14,172478050,14,22.34
Ha412HOChr17,5980862,17,20.57
Ha412HOChr01,142825951,1,43.26
Ha412HOChr12,71277260,12,59.93
Ha412HOChr04,25478392,4,32.62
Ha412HOChr05,4186775,5,2.48
Ha412HOChr08,5403196,11,36.88
Ha412HOChr14,167009457,14,20.57
Ha412HOChr06,137859995,6,44.33
Ha412HOChr17,11522530,17,28.37
Ha412HOChr08,92432387,8,40.78
Ha412HOChr04,215157264,4,62.41
Ha412HOChr01,9259588,1,18.09
Ha412HOChr09,188646747,14,4.96
Ha412HOChr06,17636336,6,34.40
Ha412HOChr15,85599975,9,31.91
Ha412HOChr02,182967783,2,52.84
Ha412HOChr01,77811454,1,19.50
Ha412HOChr14,117157032,14,4.96
Ha412HOChr10,116031154,10,26.24
Ha412HOChr08,8321002,8,21.99
Ha412HOChr12,27542773,12,52.48
Ha412HOChr08,95356792,8,40.78
Ha412HOChr16,144570798,16,45.39
Ha412HOChr01,151659472,1,58.87
Ha412HOChr14,120683217,14,5.32
Ha412HOChr11,193132853,11,63.48
Ha412HOChr09,191035295,9,63.83
Ha412HOChr09,189602316,9,59.57
Ha412HOChr01,96459495,1,24.11
Ha412HOChr08,115819401,8,42.55
Ha412HOChr02,21260499,2,16.67
Ha412HOChr11,54731180,11,29.79
Ha412HOChr16,985138,16,0.00
Ha412HOChr08,109996206,8,41.84
Ha412HOChr17,112396845,17,34.40
Ha412HOChr05,6535913,5,9.93
Ha412HOChr07,154523674,7,47.87
Ha412HOChr05,182243669,5,61.70
Ha412HOChr05,163555877,5,35.11
Ha412HOChr17,2068946,17,2.84
Ha412HOChr02,89677501,2,0.00
Ha412HOChr02,2711411,2,0.00
Ha412HOChr02,170410451,2,27.30
Ha412HOChr13,172394544,2,0.00
Ha412HOChr16,64094487,16,43.97
Ha412HOChr02,39249958,2,17.02
Ha412HOChr09,187278807,9,53.19
Ha412HOChr04,60870495,4,34.04
Ha412HOChr11,189879096,11,54.26
Ha412HOChr04,183550221,4,36.52
Ha412HOChr16,8523172,16,25.89
Ha412HOChr01,114605634,1,26.24
Ha412HOChr11,181796186,11,43.97
Ha412HOChr11,189892270,11,54.26
Ha412HOChr08,86123162,8,37.59
Ha412HOChr06,26501316,6,40.43
Ha412HOChr05,52105522,5,25.53
Ha412HOChr01,6839036,1,16.31
Ha412HOChr07,87535341,15,36.88
Ha412HOChr15,31958059,15,36.88
Ha412HOChr08,26007606,8,34.04
Ha412HOChr13,97776457,13,5.67
Ha412HOChr02,30459846,2,17.02
Ha412HOChr14,180849621,14,28.72
Ha412HOChr07,111304949,7,8.87
Ha412HOChr05,174932754,5,43.97
Ha412HOChr10,115209300,8,34.04
Ha412HOChr16,45756820,16,43.97
Ha412HOChr03,40317084,3,24.47
Ha412HOChr10,178241362,10,36.52
Ha412HOChr10,189695603,12,6.74
Ha412HOChr02,173503842,2,28.37
Ha412HOChr12,176542949,12,74.11
Ha412HOChr04,33261892,4,32.98
Ha412HOChr15,117168763,15,46.81
Ha412HOChr15,16472394,3,47.87
Ha412HOChr16,7819449,3,47.87
Ha412HOChr05,40428351,5,25.53
Ha412HOChr07,161444941,3,58.51
Ha412HOChr03,178382569,3,58.51
Ha412HOChr03,176241404,3,47.87
Ha412HOChr04,215426466,4,64.89
Ha412HOChr04,216491616,4,67.38
Ha412HOChr01,1707403,1,4.26
Ha412HOChr06,44931574,6,41.84
Ha412HOChr11,4013611,3,58.51
Ha412HOChr12,165332465,12,63.12
Ha412HOChr16,122158878,16,43.97
Ha412HOChr03,158044625,3,34.40
Ha412HOChr11,152768394,11,36.88
Ha412HOChr15,184766868,15,59.22
Ha412HOChr06,38078260,6,41.13
Ha412HOChr09,3418389,9,1.42
Ha412HOChr05,154767836,5,32.98
Ha412HOChr01,53265115,1,18.09
Ha412HOChr01,139403859,1,32.98
Ha412HOChr15,13673381,15,31.21
Ha412HOChr01,1098358,1,2.84
Ha412HOChr09,159679308,9,45.39
Ha412HOChr09,50172330,9,25.53
Ha412HOChr16,188229593,16,47.16
Ha412HOChr01,96477444,1,24.11
Ha412HOChr10,26603197,10,25.89
Ha412HOChr01,149122398,1,46.45
Ha412HOChr14,159548822,14,17.38
Ha412HOChr17,1309190,17,0.00
Ha412HOChr01,93994000,1,22.34
Ha412HOChr05,104960998,5,25.53
Ha412HOChr10,124241109,10,26.24
Ha412HOChr08,73847131,8,37.23
Ha412HOChr08,117703809,8,42.55
Ha412HOChr01,126727360,1,26.60
Ha412HOChr01,138791569,1,31.91
Ha412HOChr04,198513220,4,43.26
Ha412HOChr08,26082015,8,34.40
Ha412HOChr17,155169411,17,35.46
Ha412HOChr03,103965759,3,25.89
Ha412HOChr06,4317219,6,11.35
Ha412HOChr04,16911999,4,26.95
Ha412HOChr11,150942231,11,34.75
Ha412HOChr08,124892992,8,42.55
Ha412HOChr17,7007501,17,23.05
Ha412HOChr08,26826673,8,34.40
Ha412HOChr05,179624284,8,42.20
Ha412HOChr15,10810510,15,24.47
Ha412HOChr01,57287551,1,18.09
Ha412HOChr08,46544280,8,37.23
Ha412HOChr07,153324657,7,40.07
Ha412HOChr16,61942800,16,43.97
Ha412HOChr17,203413244,17,58.87
Ha412HOChr10,171675041,10,30.14
Ha412HOChr05,153110863,5,32.98
Ha412HOChr14,130559588,14,7.80
Ha412HOChr06,42545644,6,41.84
Ha412HOChr02,37642108,2,17.02
Ha412HOChr08,20562842,8,32.27
Ha412HOChr08,18616558,8,31.56
Ha412HOChr10,14376102,10,22.70
Ha412HOChr05,23303189,5,20.21
Ha412HOChr10,157852655,10,26.60
Ha412HOChr03,175433832,3,46.45
Ha412HOChr11,26163594,11,29.79
Ha412HOChr04,61698502,4,34.04
Ha412HOChr16,206705108,16,63.12
Ha412HOChr08,112857891,8,41.84
Ha412HOChr03,144555314,3,31.56
Ha412HOChr03,104121848,3,25.89
Ha412HOChr15,4359191,15,14.54
Ha412HOChr01,131542623,1,28.37
Ha412HOChr11,197828800,11,67.02
Ha412HOChr09,131036184,9,31.91
Ha412HOChr15,9381388,15,23.05
Ha412HOChr17,21234305,17,32.62
Ha412HOChr09,196116205,9,79.43
Ha412HOChr10,170090728,10,29.08
Ha412HOChr14,166747741,14,20.57
Ha412HOChr02,45692945,2,17.02
Ha412HOChr08,7791720,8,20.92
Ha412HOChr06,47348926,3,33.33
Ha412HOChr03,177053944,3,53.55
Ha412HOChr14,153241321,14,14.54
Ha412HOChr08,344190,8,0.00
Ha412HOChr05,144601762,5,28.01
Ha412HOChr09,187900594,9,53.55
Ha412HOChr01,127628989,1,27.30
Ha412HOChr12,30037825,12,53.55
Ha412HOChr15,10364348,15,24.47
Ha412HOChr10,157030315,10,26.60
Ha412HOChr10,159980911,10,26.60
Ha412HOChr01,56469800,1,18.09
Ha412HOChr15,6919149,15,20.21
Ha412HOChr03,176428574,3,48.94
Ha412HOChr14,140569229,14,13.12
Ha412HOChr09,186271579,9,52.13
Ha412HOChr15,181416374,15,50.35
Ha412HOChr17,190909904,17,40.43
Ha412HOChr14,5690376,14,0.35
Ha412HOChr04,52687231,4,32.98
Ha412HOChr13,71127609,13,5.67
Ha412HOChr06,7939181,6,22.70
Ha412HOChr04,192345980,4,41.84
Ha412HOChr10,43492646,10,26.24
Ha412HOChr17,198209355,17,43.26
Ha412HOChr11,9554268,11,26.60
Ha412HOChr04,191567625,4,41.84
Ha412HOChr04,181767993,4,35.82
Ha412HOChr05,168812098,5,35.46
Ha412HOChr08,50774624,8,31.56
Ha412HOChr16,844554,16,0.00
Ha412HOChr05,170206061,5,36.88
Ha412HOChr01,117630584,1,26.24
Ha412HOChr16,205729785,16,62.77
Ha412HOChr17,60172940,17,34.40
Ha412HOChr02,142342161,2,20.57
Ha412HOChr03,166052109,3,38.65
Ha412HOChr16,107589334,16,43.97
Ha412HOChr04,201404783,4,45.04
Ha412HOChr17,203408058,17,58.87
Ha412HOChr09,170272249,9,51.06
Ha412HOChr10,138014456,10,26.24
Ha412HOChr08,123267965,8,42.55
Ha412HOChr14,123829819,14,5.67
Ha412HOChr02,140265676,2,20.21
Ha412HOChr07,129247045,7,10.64
Ha412HOChr08,20761331,8,32.27
Ha412HOChr13,97553950,5,34.75
Ha412HOChr01,113651823,1,26.24
Ha412HOChr06,151058632,6,43.97
Ha412HOChr06,87002430,6,43.97
Ha412HOChr07,149271830,7,30.50
Ha412HOChr14,148447087,14,14.18
Ha412HOChr02,135095758,2,17.73
Ha412HOChr02,146696123,2,21.99
Ha412HOChr04,36487597,4,32.98
Ha412HOChr04,217884600,4,73.40
Ha412HOChr14,185227017,14,37.23
Ha412HOChr16,43875800,16,43.97
Ha412HOChr15,35055254,15,37.94
Ha412HOChr05,137193443,5,28.01
Ha412HOChr05,125290777,5,25.89
Ha412HOChr10,116822845,10,26.24
Ha412HOChr14,181779379,10,26.24
Ha412HOChr05,178156359,5,48.58
Ha412HOChr17,152595204,17,35.46
Ha412HOChr14,134704333,14,9.57
Ha412HOChr15,63249204,15,45.74
Ha412HOChr05,2074632,5,1.06
Ha412HOChr12,11534326,12,40.07
Ha412HOChr01,56478605,1,18.09
Ha412HOChr05,170700877,5,36.88
Ha412HOChr09,98048618,2,17.02
Ha412HOChr03,144190592,3,31.56
Ha412HOChr09,19204931,9,21.99
Ha412HOChr06,18018921,6,34.40
Ha412HOChr15,131319719,15,46.81
Ha412HOChr16,12927947,16,39.36
Ha412HOChr16,143440383,16,45.39
Ha412HOChr12,15512216,12,42.55
Ha412HOChr16,112164432,16,43.97
Ha412HOChr08,114972625,8,42.20
Ha412HOChr10,188793291,10,65.25
Ha412HOChr12,30525747,12,54.96
Ha412HOChr15,3443073,15,12.06
Ha412HOChr01,130706617,1,28.01
Ha412HOChr09,20835349,9,22.70
Ha412HOChr16,214120879,16,78.72
Ha412HOChr09,12155270,9,16.31
Ha412HOChr12,18750438,12,46.81
Ha412HOChr05,112523683,5,25.53
Ha412HOChr15,10205473,15,24.47
Ha412HOChr16,210736233,16,70.92
Ha412HOChr15,7211320,15,21.28
Ha412HOChr02,43110337,2,17.02
Ha412HOChr02,140870746,2,20.21
Ha412HOChr15,18726673,15,34.40
Ha412HOChr05,166455953,5,35.46
Ha412HOChr07,96773187,7,8.16
Ha412HOChr15,61022451,15,45.74
Ha412HOChr12,9710451,10,71.63
Ha412HOChr03,115018440,3,26.60
Ha412HOChr01,156706283,1,63.12
Ha412HOChr10,156607329,10,26.60
Ha412HOChr13,124940833,13,6.38
Ha412HOChr15,41909785,15,43.97
Ha412HOChr17,202041769,17,55.32
Ha412HOChr13,72740724,5,28.01
Ha412HOChr10,156518900,5,28.01
Ha412HOChr10,170109149,10,29.08
Ha412HOChr09,5364222,9,5.32
Ha412HOChr10,152083017,10,26.60
Ha412HOChr01,151034609,1,55.32
Ha412HOChr02,28578876,2,17.02
Ha412HOChr16,12785216,16,36.52
Ha412HOChr11,32541901,11,29.79
Ha412HOChr13,111482269,13,5.67
Ha412HOChr14,187178720,14,43.62
Ha412HOChr04,219252168,4,76.24
Ha412HOChr08,6000175,8,19.15
Ha412HOChr10,90843924,10,26.24
Ha412HOChr13,171358008,8,35.11
Ha412HOChr11,39771214,11,29.79
Ha412HOChr01,136890617,10,26.24
Ha412HOChr13,130211678,13,14.18
Ha412HOChr06,43114022,6,41.84
Ha412HOChr03,108311681,3,25.89
Ha412HOChr13,97776404,13,5.67
Ha412HOChr01,60471800,1,18.09
Ha412HOChr10,170132493,10,29.08
Ha412HOChr03,126002201,3,27.30
Ha412HOChr04,656153,4,0.35
Ha412HOChr10,20544870,10,25.53
Ha412HOChr11,188922328,11,51.06
Ha412HOChr08,25880806,8,34.04
Ha412HOChr02,173515834,2,28.37
Ha412HOChr14,167256535,14,20.57
Ha412HOChr09,127339830,9,30.85
Ha412HOChr08,44239762,8,36.52
Ha412HOChr13,92144158,13,5.67
Ha412HOChr04,198925319,4,42.91
Ha412HOChr16,145311735,16,45.39
Ha412HOChr16,195755554,16,52.48
Ha412HOChr08,35712815,8,35.11
Ha412HOChr01,138528059,1,31.56
Ha412HOChr15,10219458,15,24.47
Ha412HOChr03,22122743,3,23.05
Ha412HOChr01,105000979,1,25.53
Ha412HOChr10,12408774,10,13.83
Ha412HOChr01,95654451,1,24.11
Ha412HOChr07,161630290,7,69.86
Ha412HOChr04,4471310,4,17.02
Ha412HOChr10,175273443,10,31.91
Ha412HOChr14,111182424,14,4.26
Ha412HOChr10,7366981,10,6.03
Ha412HOChr04,30481655,4,32.98
Ha412HOChr04,203006895,4,47.16
Ha412HOChr11,16992541,11,29.79
Ha412HOChr03,181360193,3,69.15
Ha412HOChr02,142270730,2,20.57
Ha412HOChr02,63145913,2,17.73
Ha412HOChr17,19792849,17,32.62
Ha412HOChr03,28690858,3,24.11
Ha412HOChr17,147195387,17,35.46
Ha412HOChr01,140918889,1,37.59
Ha412HOChr03,1955287,3,69.15
Ha412HOChr01,112794196,1,26.24
Ha412HOChr17,25625662,17,32.62
Ha412HOChr09,167736713,9,49.65
Ha412HOChr03,170457638,3,42.55
Ha412HOChr13,159101384,13,17.02
Ha412HOChr09,198700131,9,92.91
Ha412HOChr02,181741352,2,47.87
Ha412HOChr17,15611729,17,30.14
Ha412HOChr14,162747679,14,19.50
Ha412HOChr08,42179668,8,36.52
Ha412HOChr14,111801326,14,4.26
Ha412HOChr15,177653321,15,46.81
Ha412HOChr01,48524324,1,18.09
Ha412HOChr07,141799617,7,19.86
Ha412HOChr16,11110041,16,31.91
Ha412HOChr10,5423954,10,6.03
Ha412HOChr08,2402341,8,10.28
Ha412HOChr08,28173986,8,34.40
Ha412HOChr16,189441802,16,47.52
Ha412HOChr10,46196133,10,26.24
Ha412HOChr01,139596199,1,36.52
Ha412HOChr03,145707987,3,31.91
Ha412HOChr12,10355637,12,0.00
Ha412HOChr04,33176691,4,32.98
Ha412HOChr16,118237284,16,43.97
Ha412HOChr07,159212732,7,57.09
Ha412HOChr09,137203911,9,36.52
Ha412HOChr16,216570806,16,89.01
Ha412HOChr11,181687970,11,43.97
Ha412HOChr13,15446578,13,5.67
Ha412HOChr11,49079971,11,29.79
Ha412HOChr03,175363680,3,46.45
Ha412HOChr13,117100242,13,5.67
Ha412HOChr09,11984719,9,14.54
Ha412HOChr13,82473295,13,5.67
Ha412HOChr05,4374887,5,6.74
Ha412HOChr16,175633959,16,47.16
Ha412HOChr11,133440745,11,32.98
Ha412HOChr13,163885854,13,19.86
Ha412HOChr06,90621484,6,45.04
Ha412HOChr12,19124396,12,47.16
Ha412HOChr08,114234895,8,42.20
Ha412HOChr03,148353637,3,32.98
Ha412HOChr13,70109599,13,5.67
Ha412HOChr02,149257003,2,21.99
Ha412HOChr16,163326325,16,46.81
Ha412HOChr06,18187299,6,34.40
Ha412HOChr02,184281406,2,58.51
Ha412HOChr03,162721219,3,36.52
Ha412HOChr07,77706607,7,8.16
Ha412HOChr14,187765854,14,46.81
Ha412HOChr03,18695830,3,21.63
Ha412HOChr10,175334747,10,31.91
Ha412HOChr16,71909944,16,43.97
Ha412HOChr10,190598295,10,71.63
Ha412HOChr12,40842486,12,56.74
Ha412HOChr06,4637027,6,14.54
Ha412HOChr12,38626979,12,55.67
Ha412HOChr03,171870665,3,42.55
Ha412HOChr12,59516130,12,58.51
Ha412HOChr03,162599160,3,36.52
Ha412HOChr08,26067886,8,34.04
Ha412HOChr06,28367264,6,40.43
Ha412HOChr05,174758986,5,42.91
Ha412HOChr12,4308026,12,34.04
Ha412HOChr04,8041582,4,23.76
Ha412HOChr09,172025852,9,51.06
Ha412HOChr01,81260145,1,19.50
Ha412HOChr05,108507101,5,25.53
Ha412HOChr11,139787197,11,33.33
Ha412HOChr04,212234975,4,55.32
Ha412HOChr17,176753016,17,36.52
Ha412HOChr10,189852204,10,70.92
Ha412HOChr11,178067040,11,43.26
Ha412HOChr11,170775159,11,41.13
Ha412HOChr08,118410317,8,42.55
Ha412HOChr04,145970665,4,34.40
Ha412HOChr16,56174299,16,43.97
Ha412HOChr16,209800743,16,70.57
Ha412HOChr15,41415901,15,43.97
Ha412HOChr12,12539957,12,40.43
Ha412HOChr12,19378332,12,47.87
Ha412HOChr16,175898568,16,47.16
Ha412HOChr06,59011185,6,43.97
Ha412HOChr08,84620536,8,37.59
Ha412HOChr04,201785595,4,45.04
Ha412HOChr01,53910790,1,18.09
Ha412HOChr12,18711194,12,46.81
Ha412HOChr16,130982850,16,45.04
Ha412HOChr09,26430128,14,7.80
Ha412HOChr12,174079920,12,72.34
Ha412HOChr14,187177722,14,43.62
Ha412HOChr03,7070211,3,13.83
Ha412HOChr14,117388093,14,5.32
Ha412HOChr09,193254930,14,7.80
Ha412HOChr01,133751785,1,28.72
Ha412HOChr14,1745645,14,0.00
Ha412HOChr03,5456318,3,10.99
Ha412HOChr07,156782152,7,54.61
Ha412HOChr13,13465944,13,5.67
Ha412HOChr03,154249070,3,33.33
Ha412HOChr17,205401298,17,60.64
Ha412HOChr13,174696841,13,50.00
Ha412HOChr05,17827893,5,20.21
Ha412HOChr17,150802963,17,35.46
Ha412HOChr10,170127145,10,29.08
Ha412HOChr10,133283983,10,26.24
Ha412HOChr15,29604606,15,36.88
Ha412HOChr11,155801029,11,37.23
Ha412HOChr03,177549951,3,56.74
Ha412HOChr09,188286702,10,26.24
Ha412HOChr10,113597870,10,26.24
Ha412HOChr05,97431147,5,25.53
Ha412HOChr12,45895307,12,57.09
Ha412HOChr13,105184314,10,29.08
Ha412HOChr16,212505942,16,78.01
Ha412HOChr02,35825047,2,17.02
Ha412HOChr04,8040901,4,23.76
Ha412HOChr09,198898054,9,93.97
Ha412HOChr10,116030860,10,26.24
Ha412HOChr16,192629689,16,50.71
Ha412HOChr09,144132680,9,38.30
Ha412HOChr10,179112573,10,37.94
Ha412HOChr01,130948074,1,28.01
Ha412HOChr06,12167172,6,30.14
Ha412HOChr06,25905161,6,40.07
Ha412HOChr09,7947996,9,10.64
Ha412HOChr02,137788394,2,20.21
Ha412HOChr08,26069780,8,34.04
Ha412HOChr02,164448049,2,23.76
Ha412HOChr03,168571137,3,40.78
Ha412HOChr15,6540496,15,19.15
Ha412HOChr14,181143094,14,28.72
Ha412HOChr09,114831674,5,28.72
Ha412HOChr13,93151394,13,5.67
Ha412HOChr16,175851128,16,47.16
Ha412HOChr12,5938831,9,21.63
Ha412HOChr01,8593912,1,18.09
Ha412HOChr15,732532,15,0.00
Ha412HOChr05,14459992,5,19.86
Ha412HOChr10,4468621,10,6.03
